0	0	0	0	0	0	0
1	1	1	0	1	0	0
2	323	352	833	0	0	0
3	0	832	290	0	0	0
4	2	68	146	0	0	572
5	0	128	0	0	0	608
6	0	177	331	0	0	626
7	0	235	393	0	0	640
8	0	279	441	0	0	644
9	0	316	492	0	0	638
10	2	353	0	0	0	634
11	4	393	597	1	0	624
12	2	431	649	1	0	621
13	0	471	691	0	0	611
14	5	506	739	0	0	600
15	0	548	782	0	0	593
16	3	575	821	0	0	585
17	0	615	638	0	0	608
18	0	574	426	0	0	734
19	0	539	436	0	0	812
20	1	0	449	0	0	873
21	0	520	468	0	0	0
22	0	519	501	1	0	941
23	0	535	533	0	0	964
24	0	0	557	0	0	976
25	0	564	601	0	0	0
26	0	0	634	0	0	988
27	4	608	673	0	0	994
28	0	629	0	0	0	994
29	0	654	739	0	0	997
30	0	679	772	0	0	999
31	4	698	0	0	0	996
32	2	724	818	0	0	0
33	0	0	531	0	0	1060
34	0	0	535	0	0	1105
35	1	700	541	0	0	1148
36	6	698	568	0	0	1176
37	0	701	592	0	1	1198
38	0	708	627	0	0	1212
39	0	725	653	0	0	0
40	3	733	681	0	0	1227
41	0	752	0	0	0	0
42	0	768	745	0	0	1234
43	3	788	783	0	0	1235
44	0	809	813	0	0	1235
45	0	828	830	0	0	1225
46	0	718	466	0	0	1248
47	0	9	133	1	0	955
48	0	0	217	0	0	0
49	0	153	0	0	0	809
50	5	223	396	0	0	770
51	0	284	473	0	0	728
52	6	342	541	0	0	694
53	1	398	606	0	0	0
54	3	444	0	0	0	661
55	0	487	0	0	0	0
56	5	523	0	1	0	641
57	2	557	0	0	0	635
58	0	0	828	0	0	0
59	2	606	690	0	0	648
60	3	643	719	0	1	631
61	2	681	773	1	0	619
62	0	709	815	0	0	611
63	1	743	813	0	0	0
64	4	778	475	0	0	592
65	0	807	513	1	0	595
66	0	0	544	0	0	608
67	3	717	599	0	0	609
68	0	529	625	0	0	673
69	0	557	649	0	0	705
70	0	580	670	0	0	722
71	0	0	0	0	0	724
72	1	632	752	0	0	726
73	0	656	787	0	0	730
74	1	0	829	0	0	723
75	0	0	666	0	0	750
76	0	0	521	0	0	837
77	2	678	529	0	0	0
78	0	668	551	0	0	951
79	1	665	573	0	0	987
80	2	669	598	0	0	1015
81	2	678	0	0	0	1029
82	0	690	660	0	0	1042
83	1	0	693	0	0	1052
84	0	725	716	0	0	1059
85	0	740	0	0	0	1062
86	1	755	789	0	1	1063
87	3	773	817	0	0	1067
88	0	792	799	0	0	1064
89	0	812	450	0	0	1066
90	2	812	457	0	0	1107
91	0	813	495	0	0	1132
92	3	819	530	0	0	1146
93	1	827	0	0	0	1160
94	0	810	606	0	0	1168
95	0	611	647	0	0	1159
96	0	558	0	0	0	0
97	1	571	713	0	0	1156
98	0	583	748	1	0	1158
99	1	0	780	0	1	1160
100	1	627	0	0	0	1163
101	1	649	822	0	0	0
102	0	0	406	0	0	1133
103	0	715	396	0	0	1055
104	0	768	0	0	0	1001
105	0	814	0	0	0	0
106	0	833	0	0	0	921
107	7	193	690	0	0	761
108	0	144	792	0	0	736
109	0	182	829	0	0	744
