0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.788475	0.325986	0.455201	0.441551	0.343801	0.62259
2	0.965118	0.386024	0.578747	0.545431	0.4397	0.771933
3	0.966622	0.380703	0.580251	0.547398	0.438312	0.765108
4	0.9672	0.38024	0.580251	0.554339	0.429751	0.753077
5	0.965581	0.372258	0.579557	0.558734	0.425818	0.736997
6	0.965581	0.375035	0.579325	0.556074	0.429173	0.745095
7	0.96535	0.383942	0.578978	0.554686	0.428479	0.755043
8	0.964887	0.385908	0.57921	0.553644	0.429635	0.758745
9	0.965465	0.38614	0.579441	0.553991	0.429983	0.759092
10	0.965581	0.38614	0.579325	0.553991	0.430445	0.759786
11	0.965465	0.38614	0.57921	0.554686	0.430561	0.759786
12	0.96535	0.386024	0.579094	0.554223	0.431024	0.759671
13	0.965234	0.386024	0.57921	0.551909	0.429288	0.7562
14	0.964887	0.386024	0.57921	0.545547	0.431833	0.761521
15	0.965234	0.38614	0.57921	0.544274	0.434725	0.764645
16	0.965234	0.386024	0.57921	0.544506	0.434957	0.76557
17	0.965234	0.386024	0.579094	0.545663	0.434957	0.766033
18	0.965118	0.385908	0.578978	0.5452	0.435419	0.765802
19	0.964887	0.386024	0.579094	0.545431	0.435535	0.765917
20	0.965234	0.38614	0.57921	0.545663	0.435882	0.76557
21	0.96535	0.386024	0.57921	0.545663	0.436114	0.765917
22	0.965118	0.38614	0.578978	0.538953	0.434031	0.769156
23	0.964887	0.386024	0.578747	0.528195	0.43218	0.761753
24	0.964656	0.385908	0.578747	0.523221	0.4338	0.76291
25	0.964424	0.385793	0.578747	0.524609	0.434378	0.763488
26	0.964656	0.385908	0.578747	0.52565	0.434725	0.764066
27	0.964771	0.385908	0.578747	0.52646	0.435072	0.764992
28	0.964656	0.385908	0.578863	0.526807	0.434841	0.76476
29	0.964656	0.385793	0.578631	0.528311	0.435072	0.76557
30	0.964424	0.385908	0.578747	0.528195	0.435304	0.766611
31	0.964656	0.385908	0.578747	0.52912	0.435188	0.766496
32	0.964771	0.385908	0.578863	0.52912	0.435419	0.766958
33	0.964656	0.385793	0.578863	0.534789	0.448607	0.768809
34	0.964424	0.385677	0.578747	0.534442	0.45416	0.768231
35	0.964424	0.385561	0.578863	0.535483	0.452772	0.770313
36	0.964193	0.385561	0.578631	0.537218	0.449185	0.771354
37	0.964424	0.385677	0.578747	0.538143	0.449301	0.771586
38	0.964424	0.385561	0.578863	0.540457	0.44826	0.771354
39	0.964309	0.385561	0.578747	0.540226	0.449764	0.771239
40	0.964424	0.385677	0.578747	0.541151	0.448723	0.77147
41	0.964193	0.385561	0.578631	0.541614	0.44988	0.771354
42	0.964424	0.385561	0.578863	0.542192	0.448723	0.771354
43	0.964309	0.385677	0.578631	0.541035	0.450921	0.769388
44	0.964309	0.385561	0.578747	0.541151	0.450805	0.76985
45	0.964656	0.385793	0.578978	0.545778	0.449301	0.767074
46	0.964656	0.385677	0.578747	0.551331	0.452309	0.762215
47	0.964424	0.385677	0.578747	0.546241	0.451499	0.769619
48	0.964424	0.385793	0.578863	0.546357	0.451962	0.770545
49	0.96454	0.385561	0.578863	0.547398	0.451268	0.77066
50	0.96454	0.385677	0.578863	0.547861	0.452309	0.77066
51	0.96454	0.385677	0.578863	0.547051	0.451499	0.770313
52	0.964424	0.385677	0.578631	0.548092	0.451383	0.770197
53	0.964424	0.385677	0.578863	0.548439	0.451499	0.770545
54	0.964656	0.385793	0.578978	0.555611	0.450111	0.769156
55	0.96454	0.385561	0.578863	0.558272	0.451846	0.765339
56	0.964193	0.385677	0.578631	0.558272	0.451036	0.770776
57	0.964309	0.385561	0.578631	0.556421	0.450458	0.770776
58	0.964077	0.385561	0.578516	0.555842	0.450342	0.771123
59	0.964193	0.385677	0.578631	0.55538	0.449995	0.770776
60	0.964309	0.385561	0.578631	0.554917	0.450111	0.770776
61	0.964193	0.385561	0.578631	0.554454	0.451383	0.771123
62	0.964193	0.385677	0.578631	0.553876	0.449417	0.771123
63	0.964193	0.385561	0.578516	0.553991	0.450805	0.771239
