0	0	0	0	0	0	0
1	0	0	0	0	0	2
2	1188	58	0	0	0	81
3	2078	0	0	1	0	201
4	824	332	28	0	0	268
5	180	234	138	0	0	0
6	0	126	245	0	0	629
7	347	0	216	0	0	0
8	455	171	0	0	0	697
9	555	0	0	0	0	701
10	657	182	0	0	0	694
11	779	179	0	0	0	691
12	0	0	185	0	0	679
13	996	192	182	0	0	658
14	1102	186	186	0	0	649
15	1215	0	180	0	0	629
16	1301	196	177	0	0	616
17	1405	0	176	0	0	598
18	1514	202	171	0	0	581
19	1613	199	173	0	0	572
20	1694	200	171	0	0	555
21	0	203	169	0	0	544
22	1878	208	164	1	0	527
23	1961	210	164	0	0	0
24	2051	214	158	0	0	510
25	2032	212	160	0	0	496
