0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.0598066	0.0254496	0.034357	0.0337786	0.0264907	0.0481229
2	0.262478	0.114639	0.147145	0.140436	0.109549	0.205101
3	0.852909	0.348775	0.494416	0.4729	0.378968	0.67372
4	0.966159	0.386603	0.578978	0.547745	0.450689	0.772858
5	0.966969	0.386718	0.5725	0.540573	0.441088	0.76476
6	0.965928	0.386487	0.578516	0.542192	0.458324	0.765917
7	0.965465	0.38614	0.57921	0.539763	0.456936	0.771123
8	0.965465	0.38614	0.57921	0.541614	0.457052	0.772048
9	0.965234	0.38614	0.579325	0.541961	0.454854	0.772164
10	0.965465	0.38614	0.57921	0.543349	0.453813	0.77228
11	0.965581	0.386256	0.579325	0.542076	0.453466	0.772395
12	0.96535	0.386256	0.57921	0.542423	0.453928	0.77228
13	0.965465	0.38614	0.57921	0.543349	0.452772	0.772164
14	0.96535	0.38614	0.579325	0.541961	0.453466	0.77228
15	0.96535	0.38614	0.57921	0.544159	0.453581	0.77228
16	0.965581	0.386256	0.579325	0.541614	0.452772	0.772395
17	0.965465	0.38614	0.57921	0.543696	0.453697	0.77228
18	0.96535	0.38614	0.57921	0.543465	0.45335	0.772164
19	0.965465	0.38614	0.579325	0.543233	0.452077	0.772164
20	0.96535	0.38614	0.57921	0.542655	0.453003	0.772395
21	0.965465	0.386256	0.579325	0.543118	0.453581	0.77228
22	0.965465	0.38614	0.579325	0.543233	0.453119	0.77228
23	0.965465	0.386256	0.579094	0.543349	0.452424	0.772164
24	0.96535	0.38614	0.579325	0.539532	0.452193	0.772395
25	0.965465	0.386024	0.579325	0.537218	0.450689	0.772164
26	0.96535	0.38614	0.579325	0.537912	0.451383	0.77228
27	0.96535	0.38614	0.57921	0.538375	0.450921	0.77228
28	0.96535	0.38614	0.57921	0.538375	0.451846	0.771354
29	0.966044	0.38614	0.570418	0.531434	0.448954	0.772048
30	0.965118	0.38614	0.565328	0.531203	0.448607	0.772164
31	0.916301	0.386371	0.55029	0.506794	0.426744	0.746714
32	0.957599	0.385793	0.573541	0.527269	0.44236	0.750185
33	0.96454	0.385908	0.578169	0.531897	0.446293	0.757241
34	0.964656	0.385908	0.578631	0.533053	0.447219	0.758167
35	0.96454	0.385908	0.578747	0.533053	0.447682	0.759208
