0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.194111	0.0866443	0.106426	0.103996	0.0792408	0.152004
2	0.908666	0.370986	0.530393	0.506216	0.406152	0.717447
3	0.966159	0.386603	0.579557	0.547629	0.449648	0.772974
4	0.966506	0.382554	0.579904	0.546588	0.436114	0.769388
5	0.965003	0.385908	0.579094	0.542771	0.452077	0.770313
6	0.964656	0.385908	0.578631	0.539069	0.448376	0.771354
7	0.964656	0.385793	0.578863	0.539994	0.447103	0.771586
8	0.964656	0.386024	0.578863	0.540341	0.446756	0.771701
9	0.964887	0.385908	0.578863	0.539416	0.44664	0.771701
10	0.964656	0.385793	0.578863	0.540226	0.447335	0.771701
11	0.964656	0.385908	0.578747	0.539763	0.446988	0.77147
12	0.964656	0.385793	0.578863	0.539879	0.446409	0.771586
13	0.964771	0.386024	0.578863	0.541382	0.446756	0.771701
14	0.964656	0.385908	0.578747	0.54011	0.445946	0.771586
15	0.964656	0.385793	0.578747	0.541382	0.445715	0.771586
16	0.964656	0.385908	0.578747	0.540804	0.445368	0.77147
17	0.96454	0.385908	0.578631	0.537334	0.452656	0.762563
18	0.964424	0.384867	0.578631	0.534673	0.454622	0.757241
19	0.964424	0.384983	0.578631	0.537681	0.45335	0.761406
20	0.964424	0.385561	0.578631	0.536987	0.452424	0.762331
21	0.964424	0.385793	0.578631	0.537334	0.453003	0.763141
22	0.964424	0.385908	0.578631	0.537102	0.453697	0.762794
23	0.964424	0.385793	0.578516	0.537912	0.453234	0.763604
24	0.964424	0.385793	0.578631	0.537681	0.454275	0.763604
25	0.964424	0.385793	0.578631	0.536871	0.454044	0.763951
26	0.964424	0.385793	0.578631	0.538375	0.453234	0.764066
27	0.964424	0.385793	0.578631	0.53664	0.455201	0.763951
28	0.964771	0.377232	0.578747	0.531434	0.459134	0.747061
29	0.964309	0.383711	0.578631	0.533863	0.458324	0.755737
30	0.964424	0.385793	0.578631	0.534789	0.457746	0.760943
31	0.964424	0.385677	0.578631	0.535251	0.456936	0.76129
32	0.964309	0.385793	0.578631	0.534442	0.45763	0.7621
33	0.964309	0.385793	0.578516	0.535367	0.458324	0.7621
34	0.964424	0.385677	0.578631	0.53502	0.456589	0.7621
35	0.964309	0.385793	0.578631	0.535367	0.457052	0.761984
36	0.964424	0.385677	0.578631	0.535367	0.457052	0.762331
37	0.964309	0.385793	0.578631	0.53502	0.45763	0.762563
38	0.964424	0.385793	0.578516	0.535945	0.456589	0.763372
39	0.96454	0.385446	0.578863	0.534326	0.461795	0.755622
40	0.964309	0.385677	0.578631	0.532706	0.461795	0.760249
41	0.964309	0.385561	0.578631	0.53502	0.459712	0.763719
42	0.964424	0.385561	0.578631	0.535367	0.459134	0.765108
43	0.964424	0.385793	0.578631	0.535367	0.459828	0.766033
44	0.964309	0.385677	0.578516	0.535483	0.459597	0.765686
45	0.96454	0.385908	0.578863	0.535136	0.459712	0.765339
46	0.965118	0.385908	0.579094	0.534789	0.459944	0.765917
47	0.965234	0.386024	0.57921	0.53583	0.460059	0.765686
48	0.965118	0.386024	0.578978	0.534904	0.45925	0.765802
49	0.965581	0.383942	0.579325	0.547051	0.471165	0.770545
50	0.965003	0.386024	0.578978	0.551678	0.47371	0.772048
51	0.965118	0.38614	0.578978	0.551331	0.469545	0.771933
52	0.965003	0.379315	0.578978	0.5452	0.468735	0.771933
53	0.964887	0.382554	0.578863	0.535136	0.467	0.76291
54	0.964771	0.384983	0.578863	0.536292	0.467579	0.766958
55	0.964887	0.385908	0.578863	0.536408	0.466422	0.767537
56	0.964887	0.386024	0.578863	0.537102	0.466422	0.767999
57	0.964771	0.385908	0.578863	0.537912	0.466537	0.768809
58	0.964887	0.386024	0.578978	0.538722	0.46619	0.769041
59	0.965003	0.385908	0.579094	0.538375	0.465381	0.769735
60	0.964887	0.386024	0.578863	0.538722	0.465612	0.76985
61	0.964887	0.385908	0.578863	0.540341	0.465265	0.77066
62	0.965003	0.386024	0.579094	0.538837	0.465034	0.770197
63	0.965003	0.386024	0.578978	0.541035	0.464687	0.77066
64	0.965003	0.386024	0.579094	0.539879	0.464687	0.771007
65	0.965003	0.386024	0.578863	0.539763	0.464224	0.771007
66	0.965234	0.386024	0.57921	0.546125	0.465265	0.771701
67	0.964656	0.385908	0.578747	0.542655	0.465149	0.771701
68	0.964656	0.385908	0.578863	0.538722	0.460869	0.771701
69	0.964656	0.385793	0.578631	0.543812	0.455201	0.770197
70	0.96454	0.385793	0.578863	0.545084	0.455779	0.76719
71	0.964656	0.385908	0.578747	0.544159	0.455664	0.767074
72	0.96454	0.385793	0.578747	0.544274	0.454969	0.76719
73	0.96454	0.385793	0.578747	0.542886	0.454969	0.767421
74	0.96454	0.385793	0.578747	0.543696	0.454738	0.767074
75	0.96454	0.385793	0.578747	0.543118	0.454854	0.767537
76	0.964656	0.385793	0.578747	0.54358	0.453813	0.767537
77	0.96454	0.385908	0.578747	0.543812	0.454622	0.767653
78	0.96454	0.385793	0.578863	0.542771	0.45416	0.767999
79	0.964656	0.385793	0.578631	0.544043	0.453697	0.767884
80	0.96454	0.385793	0.578863	0.542423	0.454507	0.768115
81	0.964656	0.385793	0.578747	0.543349	0.453234	0.768462
82	0.96454	0.385908	0.578747	0.543696	0.454854	0.768462
83	0.964771	0.385793	0.578978	0.543118	0.455664	0.769619
84	0.96454	0.382091	0.578747	0.542539	0.461563	0.771701
85	0.964309	0.385677	0.578631	0.531665	0.456011	0.757126
86	0.964077	0.385677	0.5784	0.530508	0.455895	0.758398
87	0.964077	0.385561	0.5784	0.530856	0.456705	0.758861
88	0.963961	0.385561	0.578516	0.531318	0.455664	0.758282
89	0.964077	0.385677	0.578516	0.53155	0.457399	0.759555
90	0.964077	0.385561	0.5784	0.531665	0.456011	0.758745
91	0.964077	0.385561	0.578516	0.532706	0.455548	0.759092
92	0.964077	0.385677	0.5784	0.532591	0.456126	0.759555
93	0.964077	0.385561	0.578516	0.532475	0.455664	0.759786
94	0.964077	0.385561	0.578516	0.533169	0.455779	0.759555
95	0.964077	0.385677	0.5784	0.5334	0.455895	0.760249
96	0.964077	0.385561	0.578516	0.534095	0.454622	0.759786
97	0.964077	0.385561	0.5784	0.534442	0.455316	0.760249
98	0.964077	0.385677	0.578516	0.533632	0.454969	0.761059
99	0.964077	0.385561	0.578516	0.534557	0.454391	0.760712
100	0.964077	0.385561	0.5784	0.535251	0.454622	0.76129
101	0.964077	0.385677	0.578516	0.534673	0.454275	0.761753
102	0.964077	0.385561	0.5784	0.535483	0.455085	0.761753
103	0.964309	0.385677	0.578747	0.538606	0.454391	0.759671
104	0.964309	0.385561	0.578747	0.545547	0.448607	0.768347
105	0.964077	0.385677	0.578516	0.545778	0.447219	0.771239
106	0.964077	0.385561	0.5784	0.544506	0.446062	0.771239
107	0.964077	0.385561	0.578516	0.544621	0.446525	0.771354
108	0.964193	0.385677	0.578516	0.546472	0.446409	0.771354
109	0.964309	0.385561	0.578631	0.553644	0.442013	0.77147
110	0.964077	0.385677	0.578516	0.553991	0.441551	0.76985
111	0.964193	0.385561	0.578631	0.555033	0.443054	0.768231
112	0.964193	0.385677	0.578516	0.553991	0.443054	0.767768
113	0.964193	0.385677	0.578516	0.553991	0.442823	0.767884
114	0.964193	0.385561	0.578631	0.554339	0.443864	0.768694
115	0.964309	0.385677	0.578516	0.552256	0.444674	0.767884
116	0.964309	0.385793	0.578631	0.55295	0.442823	0.767999
117	0.964424	0.385793	0.578631	0.551909	0.445946	0.768694
118	0.96454	0.385793	0.578631	0.553066	0.443748	0.768462
119	0.96454	0.386024	0.578631	0.559428	0.459712	0.771354
120	0.964193	0.385677	0.5784	0.556074	0.45925	0.771239
121	0.964424	0.385793	0.578631	0.525766	0.456126	0.768578
122	0.964193	0.385793	0.578516	0.52912	0.453813	0.763835
