0	-nan
1	16.0448
2	87.7664
3	88.8885
4	42.5471
5	96.9398
6	96.7663
7	96.4308
8	96.535
9	96.4887
10	96.5581
11	96.5697
12	96.6159
13	95.2046
14	96.1416
15	96.7085
16	93.4694
17	78.7202
18	95.2625
19	96.8357
20	97.2059
21	97.2753
22	97.2637
23	97.1481
24	96.8126
25	96.7779
26	96.5581
27	93.562
28	79.3912
29	95.0774
30	96.8126
31	97.0787
32	97.0208
33	96.9283
34	96.9398
35	97.0092
36	96.8473
37	96.6969
38	95.4591
39	81.3115
40	94.8576
41	96.7663
42	97.1134
43	97.0671
44	97.044
45	97.044
46	97.0902
47	96.8936
48	96.0491
49	75.3308
50	93.5967
51	96.5812
52	88.5993
53	95.2393
54	97.0787
55	97.0902
56	97.044
57	96.9283
58	96.9167
59	96.9283
60	96.8704
61	96.8126
62	96.9283
63	96.72
64	96.7663
65	96.5697
66	69.2229
67	92.2895
68	88.3911
69	96.4771
70	97.1481
71	97.1943
72	96.9861
73	96.9051
74	96.8473
75	96.8126
76	96.8704
77	96.7432
78	96.7085
79	96.7316
80	96.6853
81	96.6738
82	96.5697
83	80.9991
84	66.9903
85	89.2124
86	97.2753
87	97.1249
88	96.8357
89	96.8704
90	96.7085
91	96.5928
92	96.6391
93	96.6044
94	96.5697
95	96.5003
96	96.5697
97	96.5118
98	96.454
99	96.4077
100	96.4887
101	96.454
102	96.3961
103	79.1714
104	92.2895
105	96.4308
106	96.6622
107	96.6391
108	93.99
109	92.116
110	97.2869
111	96.9051
112	96.8126
113	96.801
114	96.4771
115	96.6044
116	96.5812
117	96.4887
118	77.7023
119	84.5274
120	90.6815
121	90.3923
122	97.31
123	97.2175
124	97.1018
125	96.8936
126	96.9745
127	96.9283
128	96.8589
129	96.7779
130	96.8357
131	96.8242
132	96.6969
133	96.7085
134	96.7548
135	96.6969
136	96.6969
137	96.6506
138	65.417
139	91.3178
140	96.7895
141	96.9283
142	96.7895
143	96.8473
144	96.7895
145	96.8357
146	96.7316
147	96.8126
148	96.6738
149	96.6506
150	96.6275
151	96.6853
152	96.6275
153	96.6391
154	88.1135
155	74.6483
156	95.517
157	96.9398
158	97.1018
159	96.9745
160	95.1352
161	95.6789
162	97.1712
163	97.1249
164	96.9977
165	96.8704
166	96.7779
167	96.6969
168	96.6159
169	96.5928
170	96.6506
171	83.5904
172	69.3733
173	80.0621
174	97.8421
175	97.3447
176	97.0092
177	96.8126
178	96.7663
179	96.7432
180	96.6159
181	96.6622
182	96.5812
183	96.5928
184	96.6159
185	96.5812
186	96.5928
187	96.6506
188	96.5465
189	96.454
190	96.5928
191	96.5003
192	85.9387
193	85.823
194	95.8872
195	96.4424
196	96.535
197	93.8628
198	92.9257
199	96.7548
200	96.9167
201	96.9745
202	96.8357
203	96.8589
204	96.6159
205	96.5465
206	96.5465
207	96.6044
208	96.454
209	82.8153
210	84.3423
211	96.0028
212	96.801
213	96.8704
214	96.8936
215	96.801
216	96.7548
217	95.2856
218	94.2908
219	96.7895
220	97.0671
221	96.8357
222	96.8357
223	96.6738
224	87.7664
225	79.1714
226	79.1483
227	95.5748
228	97.3679
229	97.3679
230	97.2175
231	96.963
232	96.8936
233	96.9745
234	96.801
235	96.8704
236	96.7432
237	96.7548
238	96.7895
239	96.72
240	96.7085
241	96.6622
242	96.6853
243	96.6738
244	83.9952
245	86.3667
246	71.9414
247	96.8704
248	97.1596
249	96.9167
