0	0	0	0	0	0	0
1	3	46	149	0	0	2
2	0	158	317	0	0	1
3	3	0	490	0	0	3
4	0	350	628	0	0	2
5	2	429	747	0	0	4
6	1	497	833	0	0	1
7	1	564	588	0	0	0
8	1	620	662	0	0	2
9	0	0	0	0	0	3
10	0	727	799	0	0	4
11	3	773	803	0	0	5
12	0	828	0	0	0	4
13	0	685	634	0	0	8
14	3	510	723	0	0	0
15	3	535	0	0	0	5
16	2	600	798	0	0	2
17	0	590	582	1	0	11
18	1	425	601	0	1	4
19	2	459	677	0	0	9
20	2	455	697	0	0	8
21	0	506	750	0	0	5
22	0	0	810	0	0	14
23	0	530	794	0	0	10
24	1	581	747	0	0	9
25	0	409	413	0	0	1
26	0	313	436	0	0	12
27	4	351	492	0	0	12
28	0	400	515	0	0	7
29	3	0	595	0	0	8
30	4	533	601	0	0	3
31	1	0	651	0	0	0
32	3	623	714	0	0	0
33	3	0	776	1	0	5
34	1	726	831	0	0	10
35	0	508	485	0	0	0
36	2	413	534	0	0	14
37	2	349	554	0	0	4
38	0	356	609	0	1	6
39	4	399	594	0	0	6
40	1	459	633	0	0	4
41	5	527	701	1	0	3
42	3	582	775	0	0	5
43	0	0	829	0	0	3
44	0	645	494	0	0	2
45	1	682	564	0	0	5
46	0	720	630	0	0	14
47	0	641	700	0	0	2
48	5	0	0	0	0	12
49	0	707	760	0	1	4
50	0	751	819	0	0	7
51	1	744	654	0	0	3
52	0	0	0	0	0	3
53	1	718	577	0	0	5
54	4	746	639	0	0	7
55	1	791	0	1	0	0
56	2	746	765	1	0	6
57	0	766	822	0	0	10
58	0	736	513	1	0	0
59	2	713	0	0	0	7
60	0	0	604	0	0	8
61	0	619	655	0	0	2
62	0	0	723	0	0	8
63	2	0	765	0	0	1
64	0	599	821	0	0	5
65	0	616	644	1	0	4
66	0	0	689	0	0	0
67	1	698	751	0	0	3
68	1	750	809	0	0	5
69	5	0	787	1	0	2
70	0	747	827	0	0	13
71	1	725	477	0	0	0
72	0	648	504	0	0	0
73	0	596	473	1	0	3
74	0	607	554	0	0	5
75	3	0	629	0	0	6
76	0	708	702	0	0	12
77	1	0	710	0	0	9
78	0	741	774	0	0	7
79	0	780	832	0	0	7
80	0	735	0	0	0	0
81	0	590	487	0	0	6
82	0	598	522	0	0	11
83	0	628	576	0	0	4
84	0	678	650	0	0	0
85	0	0	688	0	0	7
86	0	780	0	1	0	7
87	0	820	793	0	0	11
88	0	0	820	0	0	5
89	3	0	610	0	0	13
90	0	400	321	0	0	4
91	0	402	0	0	0	7
92	2	0	501	0	0	8
93	0	376	513	0	0	5
94	1	438	0	0	0	9
95	1	0	636	0	0	9
96	1	364	679	0	0	0
97	1	379	694	1	0	0
98	0	436	0	0	0	6
99	1	502	800	1	0	9
100	1	524	753	1	0	3
101	0	364	616	0	0	1
102	2	299	674	1	0	9
103	0	345	634	0	0	4
104	2	419	701	0	0	6
105	1	0	765	0	0	4
106	0	0	824	0	0	8
107	2	570	0	0	0	0
108	4	353	384	0	0	3
109	2	0	473	0	0	1
110	6	477	546	0	0	3
111	1	541	622	0	0	2
112	0	0	690	0	0	3
113	0	0	749	1	0	8
114	0	0	0	0	0	8
115	2	681	831	0	0	3
116	0	631	0	0	0	0
117	2	0	562	0	0	9
118	0	579	622	0	0	5
119	4	605	685	0	0	8
120	1	603	0	1	0	1
121	3	0	739	0	0	0
122	0	699	804	0	1	5
123	0	743	0	0	0	7
124	0	531	418	0	0	0
125	3	389	492	0	0	8
126	1	431	0	0	0	9
127	1	462	620	0	0	0
128	0	470	662	0	0	8
129	1	428	710	0	0	4
130	1	0	768	0	0	0
131	2	433	754	0	0	4
132	3	491	0	0	0	6
133	0	0	728	0	0	0
134	3	559	379	1	0	0
135	3	561	446	0	0	3
136	2	613	523	1	0	4
137	0	667	606	1	0	0
138	2	715	670	0	0	1
139	0	768	734	0	0	5
140	0	807	0	1	0	6
141	3	808	810	0	0	0
142	3	494	718	1	0	0
143	0	0	487	0	0	5
144	3	362	559	1	0	0
145	0	352	611	0	0	8
146	0	430	603	0	0	0
147	0	498	671	0	0	6
148	2	562	740	1	0	0
149	3	619	787	0	0	7
150	0	669	829	1	0	0
151	0	463	0	0	0	0
152	5	370	0	0	0	5
153	4	434	437	0	0	1
154	0	502	517	0	0	7
155	0	561	587	0	0	6
156	0	549	647	0	0	7
157	1	494	709	0	0	12
158	1	394	758	0	0	11
159	2	379	0	0	0	0
160	0	438	0	1	0	6
161	0	505	0	0	0	9
162	0	576	521	0	1	12
163	0	0	373	1	0	0
164	0	401	460	0	0	2
165	1	470	537	0	0	0
166	0	532	590	0	0	11
167	0	595	643	0	0	6
168	0	648	699	0	0	10
169	4	668	708	1	0	1
170	0	706	774	0	0	4
171	0	756	830	1	0	5
172	0	720	586	0	0	0
173	1	426	539	0	0	5
174	0	323	0	0	0	5
175	0	235	0	1	0	1
176	0	245	592	0	0	0
177	0	0	654	1	0	3
178	0	388	720	0	0	10
179	0	437	0	0	0	7
180	0	505	783	0	0	3
181	1	0	825	0	0	7
182	2	551	410	0	0	0
183	0	536	417	0	0	4
184	2	583	509	0	0	7
