0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.24582	0.084215	0.120423	0.13014	0.0866443	0.185666
2	0.837755	0.277863	0.338364	0.391345	0.248828	0.561048
3	0.791367	0.27902	0.333621	0.39898	0.241424	0.560123
4	0.730751	0.289431	0.330498	0.389495	0.229162	0.553066
5	0.793333	0.291976	0.329225	0.380356	0.232632	0.569955
6	0.797151	0.291861	0.330382	0.38105	0.234946	0.567526
7	0.789516	0.291167	0.330151	0.379777	0.234252	0.566948
8	0.783848	0.290935	0.331539	0.380819	0.235409	0.567989
9	0.784426	0.290935	0.332811	0.382322	0.237491	0.570996
10	0.784195	0.29082	0.333737	0.381513	0.237144	0.571112
11	0.775287	0.29082	0.334084	0.381281	0.237607	0.572616
12	0.747408	0.290357	0.334778	0.378274	0.242581	0.574236
13	0.776675	0.290588	0.334662	0.37515	0.23298	0.574698
14	0.784889	0.290472	0.335703	0.375497	0.235872	0.578747
15	0.784657	0.290472	0.336397	0.375844	0.235524	0.579557
16	0.782575	0.290472	0.336166	0.375729	0.236913	0.579441
17	0.777832	0.289778	0.336166	0.375266	0.240152	0.578169
18	0.780609	0.29001	0.336166	0.375266	0.241077	0.578516
19	0.765686	0.287812	0.335356	0.367747	0.247092	0.57493
20	0.749722	0.289431	0.335703	0.363351	0.246283	0.574004
21	0.764182	0.290357	0.33686	0.362888	0.234136	0.578631
22	0.754465	0.285961	0.338017	0.353749	0.235062	0.570418
23	0.78084	0.2892	0.338364	0.350857	0.237607	0.5784
24	0.780724	0.290357	0.33848	0.349932	0.237375	0.58002
25	0.779105	0.289663	0.337439	0.350048	0.238879	0.578053
26	0.781997	0.290125	0.338017	0.351783	0.241077	0.58002
27	0.766843	0.286539	0.338133	0.355022	0.241193	0.572153
28	0.776097	0.288969	0.33767	0.359186	0.241424	0.577475
29	0.771933	0.28758	0.337207	0.362657	0.242118	0.575508
30	0.733296	0.289778	0.342066	0.366937	0.248365	0.577475
31	0.71201	0.277516	0.340793	0.367515	0.242581	0.565907
32	0.769041	0.288737	0.337786	0.369482	0.246398	0.576433
33	0.785814	0.290472	0.337901	0.373762	0.249175	0.581408
34	0.781765	0.290472	0.337439	0.37434	0.248481	0.582102
35	0.785699	0.290704	0.337554	0.376076	0.249753	0.579325
36	0.779452	0.290241	0.337554	0.374688	0.246283	0.57759
37	0.783385	0.290241	0.336629	0.372605	0.244895	0.576549
38	0.774593	0.288506	0.337439	0.378852	0.249637	0.57493
39	0.767653	0.289084	0.336513	0.374803	0.246167	0.573426
40	0.783963	0.290357	0.336282	0.37168	0.244663	0.578863
41	0.78512	0.290704	0.336976	0.372258	0.245473	0.57759
42	0.782575	0.290935	0.337439	0.373184	0.244895	0.577822
43	0.739311	0.290472	0.339289	0.374572	0.245473	0.576086
44	0.768462	0.288622	0.342181	0.372258	0.244895	0.574698
45	0.783385	0.29001	0.342644	0.373531	0.246398	0.58002
46	0.75782	0.285498	0.341834	0.379777	0.247902	0.569955
47	0.779915	0.289547	0.341256	0.383248	0.248134	0.579094
48	0.771586	0.289894	0.341603	0.384405	0.24663	0.578863
49	0.777485	0.289663	0.338364	0.386024	0.246051	0.573657
50	0.78512	0.290588	0.339405	0.387065	0.246977	0.577012
51	0.783732	0.290588	0.339752	0.387644	0.248018	0.578169
52	0.783963	0.29082	0.340562	0.387412	0.247324	0.578169
53	0.78084	0.290472	0.340909	0.388453	0.248943	0.5784
54	0.680892	0.285151	0.350857	0.403029	0.251257	0.568799
55	0.757473	0.283069	0.341256	0.381281	0.239111	0.567989
56	0.789285	0.290704	0.342297	0.381397	0.241424	0.579441
57	0.778295	0.290472	0.34195	0.381281	0.241887	0.5784
58	0.784195	0.29001	0.341834	0.381513	0.242928	0.5784
59	0.784542	0.290704	0.342413	0.381744	0.243275	0.579441
60	0.777485	0.290241	0.341603	0.380356	0.246283	0.578863
61	0.785004	0.290357	0.341834	0.380009	0.247208	0.578978
62	0.782344	0.290357	0.342413	0.381281	0.246745	0.578863
63	0.770197	0.288737	0.34195	0.38186	0.248828	0.576433
64	0.783501	0.290241	0.342066	0.382669	0.249637	0.578516
65	0.777254	0.289431	0.342181	0.384289	0.250332	0.577706
66	0.773668	0.29001	0.342066	0.38614	0.248596	0.578516
67	0.778989	0.290588	0.339868	0.386487	0.245126	0.575624
68	0.781534	0.290357	0.340793	0.385793	0.246514	0.576665
69	0.752614	0.289663	0.341256	0.386718	0.246398	0.574467
70	0.778758	0.289778	0.339174	0.382669	0.245704	0.575971
71	0.781997	0.290357	0.340099	0.382901	0.247092	0.576665
72	0.781071	0.290357	0.340215	0.383479	0.246167	0.576896
73	0.736766	0.293364	0.340562	0.387065	0.248365	0.56903
74	0.708887	0.284457	0.333968	0.374456	0.242465	0.559197
75	0.787318	0.291051	0.334547	0.367284	0.246977	0.570534
76	0.785467	0.291051	0.334778	0.367515	0.245936	0.571112
77	0.785004	0.290704	0.335009	0.368788	0.245936	0.570418
78	0.784542	0.290704	0.335125	0.369829	0.245589	0.570071
79	0.782344	0.290704	0.335241	0.371333	0.24663	0.570881
80	0.756084	0.290241	0.336976	0.37168	0.247671	0.571575
81	0.76048	0.290357	0.340562	0.37087	0.248943	0.573773
82	0.773321	0.288043	0.339868	0.371448	0.249637	0.577475
83	0.768925	0.288043	0.339521	0.372721	0.248365	0.577475
84	0.774593	0.287812	0.340446	0.371101	0.247324	0.575739
85	0.756316	0.286192	0.340215	0.373993	0.244663	0.571459
86	0.777948	0.288969	0.33848	0.371448	0.241771	0.576549
87	0.776791	0.290472	0.339289	0.372143	0.242003	0.580829
88	0.778179	0.290241	0.337092	0.374803	0.240036	0.576665
89	0.783616	0.290588	0.337439	0.377232	0.239805	0.578284
90	0.782228	0.290704	0.338133	0.378042	0.241771	0.579094
91	0.761637	0.290588	0.338248	0.377232	0.241424	0.576896
92	0.763257	0.290588	0.336629	0.378736	0.241308	0.575161
93	0.758167	0.28573	0.337439	0.375497	0.24582	0.572269
94	0.772048	0.287928	0.337323	0.369829	0.248943	0.577475
95	0.774709	0.288275	0.337323	0.372143	0.253802	0.576549
96	0.772164	0.29082	0.335703	0.378389	0.248365	0.578747
97	0.782807	0.290472	0.336282	0.384289	0.246283	0.58002
98	0.783385	0.290472	0.336166	0.383479	0.24663	0.58002
99	0.77575	0.29001	0.336513	0.384983	0.246283	0.578978
100	0.774246	0.287118	0.336744	0.389263	0.246977	0.573888
101	0.739889	0.290357	0.338711	0.386024	0.251257	0.577243
102	0.732254	0.283069	0.340331	0.387412	0.263172	0.566369
103	0.759439	0.285498	0.339984	0.385561	0.269187	0.57412
104	0.76638	0.286308	0.340331	0.378505	0.267799	0.579441
105	0.763372	0.28758	0.336513	0.370639	0.270344	0.577822
106	0.780262	0.289663	0.337092	0.365896	0.27312	0.580598
107	0.773436	0.29001	0.336282	0.357798	0.269419	0.578284
108	0.784542	0.291282	0.335241	0.353171	0.266411	0.579672
109	0.787549	0.291282	0.336397	0.353981	0.266527	0.579325
110	0.785004	0.290357	0.336397	0.35641	0.265948	0.578053
111	0.78003	0.290241	0.337207	0.358608	0.265254	0.578978
112	0.778179	0.290125	0.336976	0.361616	0.262941	0.577937
113	0.782344	0.290241	0.337554	0.362078	0.2619	0.578516
114	0.747987	0.29001	0.33848	0.363929	0.26109	0.576549
115	0.721959	0.284226	0.337901	0.37006	0.26375	0.566716
116	0.780724	0.289663	0.33686	0.379315	0.259123	0.578978
117	0.775172	0.288737	0.336282	0.383942	0.257619	0.575971
118	0.786046	0.290704	0.336629	0.383132	0.258776	0.581639
119	0.766496	0.285961	0.336976	0.383942	0.256463	0.572038
120	0.778989	0.29001	0.337207	0.38452	0.256578	0.580714
121	0.778064	0.288737	0.336976	0.387759	0.254612	0.576665
122	0.776329	0.288737	0.338017	0.390189	0.254959	0.580482
123	0.776444	0.288969	0.338133	0.39042	0.254727	0.581176
124	0.76476	0.290357	0.336282	0.382207	0.252761	0.576665
125	0.784889	0.291167	0.334778	0.380009	0.251604	0.577359
126	0.78593	0.291051	0.335241	0.380472	0.251604	0.577706
127	0.784195	0.29082	0.335935	0.381281	0.253339	0.577475
128	0.752036	0.29082	0.336513	0.383711	0.252414	0.571806
129	0.779336	0.290588	0.33848	0.387644	0.254496	0.574467
130	0.784195	0.290472	0.339521	0.387412	0.256231	0.577937
131	0.783501	0.290472	0.339984	0.387528	0.256231	0.578516
132	0.782807	0.290357	0.340331	0.387875	0.255884	0.578516
133	0.78165	0.290125	0.339984	0.386487	0.25438	0.578631
134	0.712704	0.287696	0.341834	0.387065	0.257851	0.575624
135	0.716059	0.280293	0.340446	0.385099	0.269419	0.571228
136	0.75539	0.28411	0.336744	0.368672	0.266874	0.574004
137	0.765802	0.288275	0.334662	0.364276	0.261321	0.578169
138	0.780493	0.288853	0.333737	0.356757	0.258776	0.575855
139	0.779336	0.290357	0.333621	0.365433	0.25438	0.578747
140	0.786624	0.29082	0.333043	0.367515	0.253339	0.577937
141	0.78593	0.29082	0.3342	0.372605	0.253224	0.579672
142	0.778179	0.29001	0.335125	0.372374	0.253918	0.577475
143	0.778642	0.288737	0.335356	0.380124	0.255537	0.576433
144	0.779336	0.289316	0.33605	0.384983	0.254959	0.577706
145	0.772164	0.289431	0.335472	0.378736	0.256578	0.578863
146	0.783616	0.290472	0.335356	0.376307	0.259239	0.578284
