0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.0551794	0.0172363	0.0298454	0.0313493	0.0223262	0.0434957
2	0.215628	0.0738038	0.110937	0.118341	0.0791251	0.168314
3	0.778873	0.254843	0.320318	0.352477	0.234136	0.521023
4	0.712473	0.286192	0.322979	0.386256	0.229162	0.536408
5	0.765339	0.28758	0.327837	0.389842	0.235293	0.554686
6	0.785004	0.291167	0.328994	0.389263	0.237375	0.56556
7	0.787665	0.291398	0.329225	0.388453	0.236797	0.567063
8	0.785352	0.291051	0.329572	0.387875	0.23726	0.565907
9	0.78593	0.290935	0.328994	0.388916	0.236219	0.564634
10	0.783848	0.290704	0.329225	0.386603	0.236566	0.564634
11	0.783385	0.29082	0.329341	0.388338	0.236219	0.563477
12	0.783385	0.290704	0.328994	0.386256	0.235756	0.562205
13	0.784195	0.290588	0.328878	0.387065	0.235524	0.562899
14	0.78165	0.290588	0.328994	0.385214	0.235756	0.561858
15	0.782807	0.290704	0.328994	0.385793	0.235177	0.561973
16	0.779221	0.290472	0.329225	0.385793	0.235524	0.562783
17	0.702293	0.289894	0.341372	0.395047	0.246398	0.566601
18	0.762794	0.286655	0.336513	0.392618	0.244432	0.568336
19	0.779915	0.289316	0.336513	0.393543	0.244432	0.570996
20	0.782112	0.290125	0.337439	0.392849	0.244432	0.573773
21	0.781303	0.290704	0.337439	0.39389	0.244316	0.574814
22	0.782344	0.290704	0.33848	0.394006	0.245126	0.576202
23	0.781418	0.290357	0.339521	0.393775	0.24582	0.576433
24	0.781534	0.290588	0.338827	0.393543	0.245357	0.575739
25	0.781187	0.290588	0.340446	0.394353	0.246167	0.577012
26	0.779683	0.290241	0.340215	0.395163	0.245704	0.576896
27	0.779683	0.290357	0.340909	0.395047	0.246051	0.577937
28	0.781418	0.290357	0.341025	0.394353	0.246977	0.578169
29	0.780956	0.290241	0.341603	0.394584	0.24663	0.578053
30	0.778526	0.290357	0.341719	0.394006	0.247324	0.578516
31	0.774593	0.289663	0.34195	0.395626	0.247092	0.5784
32	0.771701	0.28839	0.342181	0.398518	0.246745	0.575739
33	0.733643	0.289778	0.339405	0.397592	0.240152	0.569493
34	0.778758	0.290125	0.33848	0.392387	0.242581	0.572385
35	0.780493	0.290125	0.339289	0.395857	0.242928	0.5725
36	0.780956	0.290472	0.339058	0.392502	0.243159	0.572847
37	0.769388	0.289894	0.340215	0.394584	0.243622	0.572963
38	0.704954	0.294868	0.338942	0.404764	0.24073	0.556305
39	0.744054	0.290588	0.335935	0.381397	0.241771	0.566254
40	0.783501	0.291282	0.336629	0.382554	0.24663	0.572385
41	0.784079	0.29082	0.33686	0.382091	0.245589	0.571806
42	0.781071	0.291514	0.336744	0.382091	0.246398	0.573079
43	0.780377	0.291861	0.336976	0.382207	0.246167	0.572385
44	0.782228	0.291861	0.337207	0.381975	0.244895	0.573426
45	0.780377	0.292092	0.337207	0.381975	0.244663	0.572963
46	0.781534	0.292323	0.336976	0.38186	0.244895	0.573079
47	0.779915	0.292786	0.337901	0.382438	0.244895	0.573773
48	0.733874	0.293017	0.339405	0.383595	0.24744	0.575739
49	0.664235	0.272426	0.34623	0.385099	0.252529	0.561164
50	0.770891	0.278557	0.339868	0.382322	0.249522	0.563593
51	0.78003	0.288043	0.340793	0.386024	0.250332	0.574814
52	0.783732	0.290588	0.341834	0.386603	0.251257	0.579557
53	0.782344	0.290588	0.342066	0.387759	0.252992	0.579094
54	0.776213	0.290704	0.340562	0.388222	0.255653	0.576433
55	0.783732	0.290472	0.340562	0.390189	0.256578	0.578284
56	0.782691	0.290588	0.341487	0.389032	0.256578	0.578169
57	0.781071	0.290125	0.341603	0.390189	0.256694	0.578863
58	0.767074	0.290472	0.340909	0.38961	0.255884	0.575508
59	0.780493	0.290125	0.337439	0.385099	0.249059	0.571922
60	0.780262	0.290125	0.338364	0.386256	0.249406	0.573657
61	0.780609	0.290357	0.339058	0.384636	0.251141	0.574698
62	0.780956	0.290241	0.338827	0.386371	0.2501	0.574698
63	0.780609	0.290125	0.339984	0.385793	0.251373	0.576433
64	0.780146	0.29001	0.340562	0.385908	0.252298	0.577243
65	0.778411	0.290125	0.340446	0.387528	0.251026	0.57759
66	0.78084	0.29001	0.341372	0.386256	0.252182	0.578169
67	0.778642	0.29001	0.341372	0.385677	0.252529	0.578284
68	0.770429	0.2892	0.340562	0.385561	0.251835	0.576086
69	0.774362	0.29001	0.339174	0.383016	0.250216	0.575392
70	0.779105	0.29001	0.339637	0.383364	0.251026	0.576086
71	0.779221	0.289894	0.340099	0.383826	0.250563	0.576318
72	0.778064	0.289894	0.340215	0.383248	0.250563	0.577012
73	0.749491	0.29001	0.338248	0.380819	0.253802	0.577475
74	0.745442	0.289663	0.336976	0.382901	0.247787	0.569608
75	0.744979	0.285614	0.3342	0.37943	0.24929	0.562436
76	0.778064	0.287696	0.335009	0.378968	0.252761	0.567063
77	0.779799	0.290241	0.334662	0.380009	0.253224	0.573888
78	0.780724	0.29001	0.335703	0.37758	0.252529	0.573657
