0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	7.54234	5.40226	12.9793	4.60406	3.13493	15.05	2.03597	3.7596
2	9.2891	8.10917	20.163	5.83027	5.04365	17.0744	2.03597	5.19403
3	9.2891	8.07446	21.262	2.53339	4.32643	11.6721	2.59123	4.31486
4	9.39322	7.81997	21.3545	3.70176	5.66832	13.2569	2.57966	5.66832
5	9.47419	7.71586	21.4586	4.93954	5.784	18.1965	4.24546	5.79557
6	9.47419	7.65802	21.4702	5.39069	5.80714	19.0062	4.03723	5.784
7	9.5089	7.60018	21.4818	4.29173	4.18762	15.0962	3.86371	4.3727
8	9.5089	7.61174	21.5049	3.56294	4.46525	16.5307	4.81229	4.0141
9	9.52046	7.54234	21.5396	4.23389	5.76086	18.8674	4.99738	5.18246
10	9.5436	7.50763	21.5743	4.16448	5.71459	19.0294	4.87013	5.12462
11	9.53203	7.50763	21.5512	4.00253	5.69146	19.0409	4.99738	5.03208
12	8.95363	7.33411	21.2041	2.52182	2.68378	16.6116	3.00768	3.94469
13	7.27627	7.71586	16.2993	3.34315	4.21075	21.1694	4.29173	5.70302
14	9.67085	8.47934	20.4869	3.51667	4.06037	21.1347	4.26859	5.65675
15	9.63614	7.46136	19.6078	3.7943	4.18762	19.2607	4.43054	5.65675
16	9.67085	7.97035	20.9959	4.00253	4.23389	20.2209	4.53466	5.63362
17	9.67085	8.00506	20.3944	4.14134	4.19918	20.244	4.46525	5.58734
18	9.64771	8.08603	18.5088	3.38942	2.35987	16.5307	3.41256	4.10664
19	9.65928	5.39069	15.478	3.05395	3.58608	17.3173	5.62205	5.29814
20	9.67085	7.86624	20.2787	3.20434	4.09507	19.7928	4.40741	5.58734
21	9.65928	8.25955	20.163	3.73646	4.28016	19.8623	4.70818	5.55264
22	9.65928	8.51405	19.9317	3.00768	4.23389	20.2671	4.9164	5.5295
23	9.67085	8.73384	20.1862	2.91514	4.26859	20.9959	4.85856	5.55264
24	9.65928	9.02304	19.4805	3.07709	4.17605	20.8687	4.90483	5.47166
25	9.65928	7.28784	20.8687	3.45883	4.38427	18.1965	5.18246	5.56421
26	9.67085	7.56547	21.6669	3.70176	4.46525	19.654	5.21717	5.57578
27	9.64771	7.57704	21.5628	3.85214	4.34957	19.6425	5.25187	5.50637
28	9.67085	7.60018	21.528	3.5051	3.07709	16.3803	4.83542	5.62205
29	9.65928	6.31613	20.6489	3.53981	3.7943	17.5255	5.29814	5.79557
30	9.64771	6.6169	22.2453	3.90998	4.03723	19.5499	5.47166	5.79557
31	9.68242	6.81355	22.4766	3.37786	4.00253	18.5204	5.50637	5.76086
32	9.65928	6.87139	22.3725	3.38942	4.23389	19.4805	5.73773	5.79557
33	9.60144	6.81355	22.2568	3.40099	4.17605	19.6772	5.69146	5.76086
34	9.48576	6.75571	21.9445	3.59765	4.14134	19.4227	5.57578	5.73773
35	7.54234	4.0488	15.8944	2.78789	1.9897	15.8713	2.29046	4.07194
36	9.64771	6.24672	20.834	2.55653	3.93312	21.3661	3.44726	5.76086
37	9.67085	6.75571	22.3147	2.98454	4.3033	21.5049	4.02566	5.73773
38	9.65928	6.89453	22.28	3.16963	4.15291	21.5743	3.99096	5.69146
39	9.65928	6.99864	21.1116	3.01925	4.10664	21.6206	3.70176	5.69146
40	9.65928	7.36882	21.7478	3.26218	4.0835	21.8751	3.65549	5.65675
41	9.64771	7.85467	19.5384	3.01925	4.03723	22.037	3.77117	5.58734
42	9.67085	8.28269	19.654	3.32002	4.0835	20.6026	3.77117	5.54107
43	9.65928	8.72227	20.1515	3.49354	4.22232	21.0885	4.12978	5.63362
44	9.64771	8.74541	20.4869	2.82259	3.63235	19.5731	3.08866	4.31486
45	9.60144	8.69914	20.0936	3.10022	4.02566	21.6206	3.48197	5.73773
46	9.63614	8.9305	19.0872	2.8573	4.17605	21.6437	3.7249	5.77243
47	9.63614	9.02304	20.1168	3.15806	4.14134	21.7478	3.82901	5.72616
48	9.61301	8.94206	19.8276	3.25061	3.63235	17.4561	3.23904	4.84699
49	9.64771	8.02819	19.6309	4.19918	4.34957	20.5101	3.96782	5.2403
50	9.65928	6.81355	17.8032	4.34957	4.31486	20.5679	4.06037	5.21717
