0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	6.28142	5.27501	13.1412	3.7943	2.97298	11.7184	2.22106	3.38942
2	9.2544	8.08603	21.2504	5.93438	5.03208	17.5834	4.9511	5.06678
3	9.32381	8.12074	21.1694	3.60922	3.49354	11.5217	3.28531	2.892
4	9.41635	8.12074	21.1694	3.78274	3.25061	10.2261	3.99096	4.06037
5	9.42792	8.0629	21.1694	6.48965	5.79557	14.807	6.24672	5.784
6	9.48576	8.10917	21.0885	6.3277	5.70302	16.334	6.00379	5.67989
7	9.47419	8.08603	21.0538	6.0385	5.42539	16.0795	5.73773	5.47166
8	9.49733	8.0976	21.0422	3.30845	4.69661	14.1939	2.68378	3.11179
9	9.55517	8.1323	18.4394	3.77117	5.32128	19.2954	4.45368	4.58093
10	9.67085	8.44464	20.591	4.07194	5.36755	20.2787	4.41898	4.63877
11	9.63614	8.44464	19.8391	3.94469	5.28658	20.5216	4.19918	4.44211
12	9.65928	8.59502	19.0525	4.00253	5.29814	21.0885	3.59765	4.48838
13	9.63614	8.676	17.0975	3.59765	5.28658	20.6604	3.7249	4.3727
14	9.68242	9.04618	18.4394	3.49354	5.30971	21.3661	3.97939	4.54622
15	9.67085	9.08088	19.654	3.65549	5.27501	21.2388	3.89842	4.40741
16	9.67085	7.72742	17.7916	3.28531	5.26344	20.4175	3.64392	4.49995
17	9.69398	9.24283	19.8391	3.33158	4.80072	20.2903	3.7596	4.15291
18	9.65928	6.24672	17.9535	2.97298	4.84699	17.8032	3.34315	3.51667
19	9.67085	7.91251	20.325	3.65549	5.44853	21.5165	3.96782	4.17605
20	9.68242	6.9755	17.9882	3.7943	5.36755	21.5049	3.93312	4.14134
21	9.68242	7.47293	20.1399	3.23904	5.40226	19.4921	4.12978	4.21075
22	9.67085	7.87781	21.4124	3.44726	5.54107	20.9959	4.36114	4.43054
23	9.65928	7.87781	20.9844	3.58608	5.42539	20.2903	3.64392	4.36114
24	9.68242	7.99349	21.2273	3.90998	5.54107	20.9728	3.67862	4.52309
25	9.68242	7.99349	21.2157	4.0835	5.48323	20.8455	3.73646	4.46525
26	9.68242	7.94722	21.2388	3.36629	4.32643	17.4098	3.40099	3.95626
27	9.65928	7.87781	20.6836	3.92155	5.44853	20.4522	4.19918	4.34957
28	9.69398	8.36366	19.6656	3.95626	5.37912	20.6257	4.29173	4.3727
29	9.65928	7.88938	20.163	3.63235	5.39069	21.0769	4.25702	4.338
30	9.68242	8.02819	20.1977	3.73646	4.09507	19.1566	3.00768	3.41256
31	9.69398	4.24546	14.3443	3.11179	4.81229	17.2363	2.99611	3.67862
32	9.65928	8.21328	19.3648	2.94984	5.44853	21.5165	3.37786	4.11821
33	9.67085	8.4215	18.96	2.84573	5.54107	21.69	3.69019	4.338
34	9.70555	8.78011	20.1052	3.22747	5.47166	22.0139	3.63235	4.34957
35	9.65928	7.97035	20.0358	3.35472	5.40226	22.2221	3.03082	4.36114
36	9.67085	7.4845	20.7299	3.34315	5.34442	21.3083	2.9267	4.39584
37	9.67085	7.68115	21.5512	3.52824	5.47166	22.2453	2.86886	4.49995
38	9.69398	7.58861	21.5049	3.7596	5.33285	22.118	2.88043	4.46525
39	9.67085	6.85982	20.1283	3.71333	5.27501	22.3378	2.45242	4.49995
40	9.65928	7.44979	19.6772	3.23904	3.97939	19.2723	2.10538	3.36629
41	9.68242	6.13104	17.1206	2.25576	4.65034	21.69	2.01283	3.7249
42	9.68242	7.65802	20.0011	2.33674	5.43696	22.4882	2.66064	4.41898
43	9.67085	8.25955	20.0936	2.88043	5.42539	22.974	2.14008	4.47682
44	9.65928	8.72227	20.3944	3.08866	5.37912	22.3494	2.47555	4.54622
45	9.70555	8.72227	20.406	3.11179	5.50637	21.8404	2.77632	4.68504
46	9.65928	8.58346	20.6026	3.34315	5.44853	22.2684	2.96141	4.69661
47	9.68242	8.46778	20.6952	3.44726	5.29814	22.1759	3.12336	4.61563
48	9.65928	8.3868	20.7183	3.57451	5.19403	22.0023	3.01925	4.60406
49	9.69398	8.37523	20.3597	3.74803	5.2403	20.9728	3.34315	4.6272
50	9.67085	8.45621	20.6026	3.73646	5.21717	20.6952	3.27374	4.63877
51	9.67085	6.14261	16.7158	2.35987	3.62078	16.3456	3.23904	3.23904
52	9.69398	5.5295	20.2787	3.15806	5.00894	21.5512	3.7596	4.21075
53	9.67085	7.31098	19.7234	2.66064	5.28658	21.0075	3.65549	4.54622
54	9.67085	7.98192	20.7414	2.83416	5.22874	21.8404	3.7943	4.55779
55	9.69398	8.19014	20.834	2.90357	5.21717	21.6553	3.96782	4.6272
56	9.67085	8.54875	19.1682	3.13493	5.19403	21.4818	4.02566	4.5925
57	9.65928	8.90736	19.8623	2.82259	5.14776	20.9612	4.02566	4.63877
58	9.68242	8.89579	20.2209	2.51026	5.27501	21.3892	4.36114	4.71974
59	9.68242	8.90736	20.244	2.81102	5.19403	21.4818	4.39584	4.74288
60	9.67085	8.88422	20.2671	2.96141	5.12462	21.3314	4.43054	4.68504
61	9.65928	8.80325	20.3365	1.96656	5.41382	20.0358	2.70691	4.0141
62	9.68242	8.73384	20.4175	2.45242	5.64518	22.6386	3.52824	4.40741
63	9.68242	8.6413	20.4291	2.74162	5.54107	22.3841	3.53981	4.43054
64	9.56674	8.56032	20.4638	2.53339	4.54622	21.8867	3.62078	3.81744
65	9.60144	6.22358	14.5063	3.07709	4.12978	15.7903	2.44085	3.48197
66	9.69398	8.61816	19.8391	4.14134	5.48323	20.6952	3.53981	4.0835
67	9.67085	8.84952	19.8854	3.67862	5.67989	18.3468	3.5051	4.56936
68	9.68242	8.83795	20.4291	4.10664	5.72616	20.4175	3.81744	4.6619
69	9.65928	8.78011	20.4291	4.24546	5.61048	20.3828	3.7943	4.61563
70	9.68242	8.74541	20.4175	4.25702	5.55264	20.4754	3.82901	4.53466
71	9.68242	8.74541	20.4175	4.24546	5.47166	20.5101	3.90998	4.52309
72	9.69398	8.6413	20.5101	4.54622	5.37912	20.4407	3.78274	4.44211
73	9.65928	8.65286	20.406	4.18762	5.26344	20.4869	3.74803	4.46525
74	9.65928	8.21328	17.8726	3.4357	4.61563	17.9188	1.80461	1.68893
75	9.69398	7.50763	16.843	4.74288	5.14776	20.5679	1.85088	3.99096
76	9.68242	8.3521	18.0114	4.53466	5.21717	21.4933	1.38816	4.17605
77	9.67085	8.76854	19.5846	3.82901	5.32128	22.199	1.57325	4.45368
78	9.65928	9.17342	19.5152	3.26218	5.37912	23.5872	1.87402	4.60406
79	9.68242	9.2197	19.735	3.38942	5.34442	23.2748	2.11694	4.53466
80	9.68242	8.68757	18.9947	3.60922	5.32128	23.1129	2.18635	4.46525
81	9.67085	8.6413	20.0936	3.55138	5.27501	22.8815	2.37144	4.39584
82	9.67085	8.7107	20.0358	3.13493	5.26344	22.8931	2.04754	4.49995
83	9.69398	8.76854	20.5101	3.34315	5.18246	22.1412	2.10538	4.47682
84	9.65928	8.82638	20.0473	2.53339	4.58093	20.5448	2.17478	4.00253
85	9.67085	8.90736	19.3533	3.29688	5.15933	22.6386	2.59123	4.73131
86	9.68242	8.9652	20.244	3.28531	5.07835	22.708	2.81102	4.63877
87	9.68242	9.05774	19.0294	2.81102	5.13619	22.6501	2.79946	4.6272
88	9.67085	9.10402	19.9895	3.01925	5.11306	22.4766	3.12336	4.65034
89	9.68242	9.16186	18.6129	2.61437	5.41382	18.9368	2.40614	3.10022
90	9.67085	8.61816	19.2954	3.4357	5.73773	20.2093	3.19277	4.0141
91	9.67085	8.46778	20.4522	3.86371	5.7493	21.3545	3.53981	4.17605
92	9.68242	8.56032	20.6952	3.92155	5.7493	21.2041	3.58608	4.14134
93	9.69398	8.57189	20.4175	4.03723	5.66832	20.4407	3.64392	4.10664
94	9.65928	8.61816	19.0756	4.19918	5.67989	20.7877	3.78274	4.16448
