0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	1.66579	1.57325	4.15291	1.30718	0.890736	5.03208	0.821328	0.890736
2	8.46778	4.55779	16.6116	4.58093	4.39584	11.9613	2.54496	4.74288
3	9.67085	6.31613	22.8815	6.64003	5.79557	16.2183	4.38427	5.79557
4	9.5436	6.50122	22.7774	6.62846	5.77243	16.4381	4.41898	5.8187
5	9.47419	6.52435	22.6501	6.51278	5.67989	16.4728	4.36114	5.69146
6	9.48576	6.64003	22.5576	6.52435	5.65675	16.5769	4.25702	5.65675
7	9.49733	6.59376	22.5345	6.38554	5.65675	16.5538	4.36114	5.64518
8	9.5089	6.72101	22.4304	6.45494	5.65675	16.5307	4.32643	5.66832
9	9.53203	6.74414	22.3262	6.38554	5.70302	16.5769	4.25702	5.69146
10	9.53203	6.6863	22.4304	6.37397	5.69146	16.5422	4.32643	5.69146
11	9.5436	6.77885	22.3147	5.02051	3.4704	14.6335	3.08866	4.16448
12	9.56674	4.8817	18.5435	4.44211	2.99611	13.2569	3.03082	2.54496
13	9.68242	5.65675	20.7414	5.80714	5.76086	16.843	4.10664	5.77243
14	9.68242	6.6516	22.4766	6.3971	5.58734	16.9008	4.02566	5.64518
15	9.67085	6.80198	22.4651	6.29299	5.54107	17.1553	3.97939	5.59891
16	9.68242	6.66317	22.4651	6.21202	5.41382	17.3636	4.06037	5.50637
17	9.67085	6.66317	22.5345	6.24672	5.30971	17.5487	4.06037	5.39069
18	9.61301	6.6863	22.4188	6.15418	5.19403	17.7337	4.15291	5.29814
19	9.55517	6.67474	22.3841	6.15418	5.13619	17.8726	4.21075	5.19403
20	9.56674	6.6863	22.3494	6.13104	5.14776	18.1155	3.96782	5.18246
21	9.55517	6.29299	21.9908	4.16448	2.94984	15.9638	2.96141	4.52309
22	9.67085	6.24672	16.496	3.69019	4.16448	20.6373	4.0835	5.04365
23	9.68242	7.34568	20.1862	3.34315	4.29173	19.3301	3.56294	5.14776
24	9.67085	7.62331	21.3661	3.65549	4.58093	21.0885	4.0488	5.2403
25	9.68242	7.09118	21.3661	3.55138	4.55779	21.1232	4.06037	5.2403
26	9.69398	7.09118	21.9329	3.86371	4.53466	21.343	3.52824	5.25187
27	9.65928	7.14902	22.037	3.55138	4.54622	19.307	3.70176	5.22874
28	9.67085	7.17216	21.9676	3.80587	4.78915	20.325	4.12978	5.39069
29	9.67085	7.1953	21.9329	4.06037	4.77758	20.2787	4.17605	5.36755
30	9.69398	7.11432	22.0023	4.06037	4.71974	20.4522	4.11821	5.30971
31	9.65928	7.11432	21.9214	4.16448	4.60406	20.4638	4.03723	5.27501
32	9.55517	7.16059	21.852	4.15291	4.65034	20.3018	4.21075	5.22874
33	9.58987	7.11432	21.8288	3.55138	4.69661	17.9188	3.41256	4.81229
34	9.67085	5.41382	16.8199	3.2159	5.44853	18.8327	2.99611	3.45883
35	9.67085	7.29941	21.4124	3.92155	5.67989	21.0538	3.62078	4.32643
36	9.68242	7.32254	21.7825	3.88685	5.59891	21.2157	3.67862	4.26859
37	9.67085	7.33411	21.7594	3.89842	5.5295	21.1926	3.66706	4.28016
38	9.67085	7.29941	21.7247	4.03723	5.47166	20.7183	3.77117	4.32643
39	9.68242	7.38038	21.7016	3.30845	5.47166	21.0422	3.7943	4.31486
40	9.68242	7.35725	21.7131	3.51667	5.47166	21.4124	3.7943	4.36114
41	9.67085	7.35725	20.9034	3.63235	5.43696	21.3083	3.96782	4.3727
42	9.67085	7.17216	20.8802	2.88043	2.07067	14.1824	3.26218	2.88043
43	9.69398	7.24157	15.5705	4.32643	5.35598	16.7852	2.04754	4.73131
44	9.67085	8.44464	19.9085	4.93954	5.51794	20.2671	3.1465	5.02051
45	9.67085	8.676	20.4985	4.89326	5.34442	20.1283	3.40099	5.00894
46	9.65928	8.60659	20.7067	5.02051	5.14776	20.1977	3.32002	4.9511
47	9.69398	8.57189	20.7299	4.96267	5.06678	20.1283	3.49354	4.9511
48	9.67085	8.51405	20.7183	4.92797	4.97424	20.3481	3.37786	4.92797
49	9.67085	8.45621	20.7646	4.98581	4.90483	20.3018	3.4704	4.8817
50	9.68242	8.3868	20.7414	4.92797	4.82386	20.406	3.4704	4.8817
51	9.67085	6.46651	19.4921	4.96267	4.76602	20.4869	3.57451	4.84699
52	9.68242	7.63488	21.1579	4.77758	4.70818	19.9317	3.58608	4.82386
53	9.67085	7.7737	20.3365	3.84058	4.76602	20.9612	3.65549	4.9164
54	9.68242	7.81997	20.9728	4.15291	4.77758	21.0306	3.65549	4.8817
55	9.67085	6.95237	19.2376	4.44211	4.12978	18.9021	3.04238	4.97424
56	9.68242	6.99864	20.5216	4.80072	4.3727	20.7299	3.33158	5.19403
57	9.68242	7.13746	18.6013	3.71333	4.43054	20.1283	3.67862	5.2056
58	9.65928	7.61174	21.4355	4.16448	4.52309	20.9844	3.74803	5.22874
59	9.67085	6.82512	20.6489	4.338	4.48838	18.8327	3.73646	5.22874
60	9.69398	7.14902	21.2736	4.47682	4.69661	19.9779	4.02566	5.34442
61	9.67085	7.36882	21.8288	4.6619	4.6272	19.8391	4.19918	5.33285
62	9.67085	5.5295	17.942	3.01925	2.79946	13.951	3.44726	4.18762
63	9.67085	5.80714	21.1347	4.0488	4.15291	19.7581	4.52309	5.39069
64	9.69398	7.54234	20.0358	4.23389	4.29173	19.6656	4.67347	5.4601
65	9.67085	7.81997	21.1	4.56936	4.32643	18.8211	3.97939	5.54107
66	9.67085	7.8084	21.4008	4.73131	4.43054	19.7813	4.24546	5.50637
67	9.68242	7.90094	21.343	4.48838	4.3727	19.9201	4.09507	5.48323
68	9.67085	7.83154	21.2851	4.0141	4.44211	20.2903	4.26859	5.47166
69	9.68242	7.78526	21.3314	3.88685	4.36114	20.4869	4.25702	5.41382
70	9.67085	7.81997	20.4522	3.90998	4.39584	20.7067	3.71333	5.43696
71	9.68242	7.93565	21.1232	4.0835	4.43054	21.0075	3.7249	5.41382
72	9.67085	7.93565	21.0769	4.0835	4.36114	20.9381	3.82901	5.37912
73	9.67085	7.94722	20.4638	3.51667	4.38427	20.4175	3.63235	5.02051
74	9.67085	7.5192	20.6489	3.71333	4.60406	19.5846	2.93827	4.54622
