0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.451152	0.52056	1.29562	0.485856	0.277632	1.79304	0.277632	0.312336
2	3.82901	3.45883	9.71712	2.98454	2.22106	11.6027	2.0244	2.12851
3	8.9305	4.98581	13.2916	2.77632	4.51152	16.1258	1.09896	4.81229
4	9.65928	7.53077	20.163	3.71333	5.4601	22.4535	1.63109	5.48323
5	9.68242	8.08603	21.1579	3.65549	5.54107	22.2568	1.65422	5.51794
6	9.68242	8.00506	21.2736	3.22747	2.42928	9.67085	0.80976	2.48712
7	9.5436	7.95878	21.2157	4.28016	4.22232	20.6952	1.46914	5.65675
8	9.5089	7.91251	21.1926	4.17605	5.15933	22.1064	1.7699	5.54107
9	9.5436	7.93565	21.1579	4.31486	5.10149	22.0139	1.80461	5.43696
10	9.5436	7.94722	21.1116	4.39584	4.98581	22.118	1.78147	5.36755
11	9.5436	7.90094	21.2041	4.39584	4.87013	22.1759	1.90872	5.32128
12	9.56674	7.86624	21.1694	4.55779	4.80072	21.9098	2.10538	5.27501
13	9.55517	7.90094	21.1579	4.61563	4.75445	22.037	2.0244	5.21717
14	9.56674	7.90094	21.1694	4.56936	4.70818	21.9445	2.24419	5.15933
15	9.58987	7.90094	20.7761	3.40099	4.69661	21.5512	2.22106	5.18246
16	9.62458	7.98192	21.0653	3.86371	4.76602	21.5165	2.35987	5.2056
17	9.5783	7.97035	21.1	4.15291	4.83542	21.8288	2.53339	5.26344
18	9.56674	8.02819	21.0422	4.26859	4.76602	21.8635	2.46398	5.22874
19	9.5783	7.8431	21.1463	4.26859	4.73131	21.852	2.59123	5.18246
20	9.58987	8.05133	21.0306	4.14134	4.49995	21.5049	2.59123	5.1709
21	9.56674	7.81997	21.2041	2.37144	4.11821	17.3751	2.55653	4.49995
22	9.58987	7.99349	21.0191	3.74803	4.82386	21.8404	3.19277	4.9164
23	9.61301	7.93565	19.654	3.74803	4.85856	21.2851	3.06552	4.90483
24	9.67085	8.31739	19.816	3.92155	4.87013	21.4586	3.40099	4.97424
25	9.69398	8.53718	20.5563	4.02566	4.84699	21.3198	3.45883	4.98581
26	9.67085	8.51405	20.4754	3.81744	4.82386	21.8057	3.33158	4.89326
27	9.67085	8.36366	20.6373	4.21075	4.81229	20.6373	3.40099	4.93954
28	9.67085	7.21843	20.9496	4.00253	4.90483	21.1463	3.56294	4.97424
29	9.68242	7.66958	21.1347	4.14134	4.81229	21.3314	3.4357	4.92797
30	9.62458	7.76213	21.3777	4.15291	4.83542	21.2041	3.48197	4.97424
31	9.58987	7.75056	21.2736	3.57451	4.07194	18.5782	3.38942	4.36114
32	9.64771	6.1079	15.4201	3.01925	4.12978	18.4625	2.0244	2.96141
33	9.67085	7.07962	16.4844	3.15806	4.76602	23.3558	2.44085	4.24546
34	9.68242	8.59502	17.9535	3.12336	4.89326	21.9561	2.38301	4.34957
35	9.67085	9.02304	19.1913	3.33158	5.00894	22.5345	2.51026	4.53466
36	9.67085	8.05133	20.0473	3.69019	5.2403	20.1862	2.82259	4.68504
37	9.67085	8.51405	20.753	3.82901	5.32128	21.7594	2.97298	4.77758
38	9.69398	8.43307	20.7183	3.90998	5.22874	21.7131	2.98454	4.75445
39	9.67085	8.4215	20.7646	4.07194	5.18246	21.6553	3.07709	4.70818
40	9.67085	8.44464	20.672	4.00253	5.11306	21.7478	3.07709	4.69661
41	9.67085	8.1323	20.7299	3.62078	5.08992	21.4471	3.1812	4.67347
42	9.68242	7.33411	21.2041	3.64392	5.12462	21.5396	3.23904	4.70818
43	9.67085	7.64645	21.5049	3.62078	5.15933	21.7478	3.34315	4.74288
44	9.68242	7.63488	21.4586	3.84058	5.04365	21.7478	3.30845	4.68504
45	9.67085	7.69272	19.654	3.7596	5.11306	21.0422	3.35472	4.69661
46	9.68242	7.87781	20.5332	3.87528	5.08992	21.4702	3.42413	4.70818
47	9.67085	7.95878	21.0885	4.06037	5.03208	21.2504	3.53981	4.73131
48	9.68242	8.02819	20.2324	3.94469	5.07835	20.8918	3.38942	4.69661
49	9.68242	8.12074	20.8224	3.74803	4.9164	20.3134	3.57451	4.21075
50	9.65928	7.71586	19.2723	2.69534	3.97939	15.2698	2.73005	2.47555
51	9.69398	7.76213	20.325	4.0488	5.48323	20.9496	3.01925	4.73131
52	9.67085	7.94722	21.0075	4.18762	5.51794	21.181	3.12336	4.68504
