0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.277632	0.277632	0.69408	0.242928	0.17352	0.798192	0.127248	0.127248
2	1.26091	1.17994	3.19277	1.09896	0.775056	4.52309	0.763488	0.682512
3	5.03208	4.56936	13.0603	3.80587	2.90357	15.1425	2.6375	2.9267
4	9.09245	2.47555	9.87907	1.08739	4.58093	12.2389	0.624672	4.77758
5	9.67085	5.43696	16.6811	3.29688	5.80714	20.8687	2.11694	5.80714
6	9.69398	5.67989	17.6643	3.48197	5.79557	21.4586	2.2789	5.80714
7	9.67085	6.0385	18.5551	3.48197	5.80714	21.5859	2.26733	5.80714
8	9.65928	6.48965	19.2954	3.56294	5.784	21.4471	2.30203	5.80714
9	9.68242	6.73258	20.3597	3.48197	5.73773	21.4471	2.3136	5.76086
10	9.68242	7.1953	21.0538	3.36629	5.70302	21.4818	2.40614	5.69146
11	9.67085	7.34568	21.7478	3.44726	5.71459	21.3777	2.39458	5.72616
12	9.65928	7.36882	21.7478	3.5051	5.70302	21.4355	2.3136	5.70302
13	9.69398	7.38038	21.6784	2.67221	5.76086	18.6939	1.67736	3.07709
14	9.64771	7.11432	20.2787	2.96141	5.80714	19.5036	2.12851	2.16322
15	9.67085	7.14902	18.9715	2.99611	5.80714	21.4355	2.40614	4.10664
16	9.68242	7.76213	20.5332	3.27374	5.79557	22.6386	2.64907	4.34957
17	9.67085	7.93565	21.0885	3.22747	5.8187	22.9162	2.66064	4.19918
18	9.68242	8.0629	21.1347	3.40099	5.80714	22.7427	2.6375	4.16448
19	9.67085	7.85467	21.2504	3.38942	5.79557	22.6964	2.77632	4.09507
20	9.64771	7.97035	20.3018	3.4704	5.8187	22.5923	2.62594	4.12978
21	9.68242	8.29426	20.2093	3.41256	5.80714	22.9393	2.15165	4.14134
22	9.67085	8.40994	20.0589	3.4704	5.79557	22.1527	1.88558	4.02566
23	9.64771	7.33411	19.388	3.85214	5.79557	21.7478	1.82774	4.22232
24	9.69398	7.90094	21.0653	3.82901	5.83027	22.789	1.92029	4.29173
25	9.67085	8.02819	20.325	3.84058	5.79557	21.5512	2.00126	4.3727
26	9.67085	8.20171	20.8108	4.15291	5.80714	21.8635	2.08224	4.46525
27	9.61301	8.19014	20.8918	4.28016	5.79557	21.8288	2.16322	4.39584
28	9.5783	8.17858	20.8571	4.18762	5.8187	22.1296	2.24419	4.36114
29	9.5436	8.15544	20.8687	4.21075	5.79557	22.0139	2.23262	4.3727
30	9.5783	8.1323	20.9265	4.14134	5.80714	22.0949	2.32517	4.36114
31	9.5783	8.1323	20.8571	4.16448	5.80714	22.1643	2.3136	4.3033
32	9.55517	8.10917	20.9612	4.17605	5.80714	22.1296	2.3136	4.31486
33	9.58987	8.07446	20.9844	3.80587	4.8817	18.9021	1.9897	2.90357
34	9.58987	4.63877	14.5641	2.26733	3.03082	14.113	1.06426	2.30203
35	9.67085	5.42539	18.3931	3.35472	5.57578	18.7402	1.72363	4.10664
36	9.67085	6.14261	20.6836	3.7249	5.72616	20.9496	2.00126	4.46525
37	9.69398	6.6169	21.0191	3.99096	5.72616	22.0833	2.16322	4.52309
38	9.67085	6.9755	21.6322	4.14134	5.65675	22.118	2.32517	4.40741
39	9.65928	7.11432	21.9329	4.14134	5.64518	22.0717	2.3483	4.44211
40	9.69398	6.40867	22.1643	4.14134	5.59891	22.0255	2.51026	4.31486
41	9.67085	6.70944	22.4072	4.19918	5.5295	22.0255	2.55653	4.28016
42	9.68242	6.09634	21.9792	3.82901	5.47166	22.0949	2.51026	4.21075
43	9.67085	5.41382	22.6386	3.88685	5.51794	21.3777	2.69534	4.338
44	9.68242	5.94595	22.974	3.90998	5.48323	22.0023	2.84573	4.36114
45	9.65928	6.05006	22.8352	3.97939	5.51794	22.0139	2.82259	4.26859
46	9.68242	6.23515	21.609	4.06037	5.43696	21.1694	2.91514	4.3727
47	9.67085	6.67474	22.3609	4.09507	5.48323	21.771	2.93827	4.26859
48	9.69398	6.75571	22.0486	4.26859	5.39069	21.1	3.1465	4.36114
49	9.67085	6.81355	20.9496	4.15291	5.44853	21.3198	2.83416	4.3033
50	9.65928	7.20686	20.9844	4.25702	5.41382	21.1116	3.27374	4.34957
51	9.69398	6.69787	21.8751	3.81744	5.4601	21.1579	3.40099	4.40741
52	9.67085	6.83669	22.2337	3.89842	5.43696	21.69	3.15806	4.40741
53	9.67085	6.84826	22.3262	4.0141	5.40226	21.5975	3.20434	4.32643
54	9.69398	6.83669	22.3147	3.26218	5.43696	19.8044	3.40099	4.44211
55	9.67085	6.85982	22.28	3.66706	5.55264	21.1232	3.64392	4.5925
56	9.65928	6.88296	22.2337	3.65549	5.55264	21.262	3.57451	4.60406
57	9.69398	6.9061	22.118	3.69019	5.4948	21.1694	3.65549	4.54622
58	9.67085	6.91766	22.1412	3.82901	5.44853	21.262	3.53981	4.49995
59	9.67085	7.01021	22.0139	3.80587	5.42539	21.181	3.59765	4.48838
60	9.67085	6.82512	22.199	3.82901	5.41382	21.2851	3.66706	4.41898
61	9.58987	7.06805	21.9214	3.86371	5.39069	21.343	3.58608	4.43054
62	9.5783	6.91766	22.1412	2.73005	4.6619	17.5371	2.35987	4.47682
63	9.5783	6.9408	22.0833	3.34315	3.00768	18.4394	2.5681	5.50637
64	9.58987	6.0385	21.0769	3.63235	4.44211	20.4407	3.10022	5.784
65	9.67085	6.24672	20.0705	3.81744	4.45368	19.7466	2.97298	5.77243
66	9.68242	6.88296	19.145	4.09507	4.80072	20.0473	3.07709	5.79557
67	9.67085	7.4845	21.2736	4.32643	4.87013	20.5216	3.27374	5.784
68	9.67085	7.56547	21.4933	4.25702	4.74288	20.753	3.2159	5.77243
69	9.67085	7.73899	21.4818	4.28016	4.73131	20.6836	3.20434	5.76086
70	9.69398	7.46136	21.69	4.29173	4.73131	20.6026	3.28531	5.72616
71	9.68242	7.58861	21.5396	4.3727	4.63877	20.672	3.22747	5.71459
72	9.65928	7.5539	21.5859	4.26859	4.65034	20.753	3.22747	5.70302
73	9.68242	7.53077	21.5743	4.338	4.63877	20.7067	3.25061	5.72616
74	9.67085	7.58861	21.5975	4.34957	4.60406	20.5795	3.33158	5.69146
75	9.68242	7.58861	21.4933	4.40741	4.53466	20.6489	3.30845	5.67989
76	9.60144	7.36882	21.7131	4.34957	4.58093	20.6489	3.34315	5.67989
77	9.58987	7.5192	21.528	4.34957	4.55779	20.7299	3.36629	5.61048
78	9.58987	7.49606	21.5512	4.36114	4.54622	20.6489	3.38942	5.61048
79	9.60144	7.5192	21.3314	3.87528	2.79946	16.7042	2.08224	4.45368
80	9.63614	5.88811	16.6348	3.36629	3.57451	14.6914	2.88043	3.27374
81	9.69398	6.59376	13.9626	4.81229	4.45368	17.9073	3.1465	5.40226
82	9.65928	7.5539	20.9612	5.22874	4.52309	19.9085	3.5051	5.4601
83	9.67085	7.71586	21.4355	5.11306	4.53466	20.082	3.52824	5.39069
84	9.69398	7.78526	21.4471	4.58093	4.45368	20.2787	3.58608	5.37912
85	9.67085	7.75056	21.4355	4.73131	4.52309	20.5216	3.52824	5.32128
86	9.67085	7.04491	21.5512	4.70818	4.51152	20.4522	3.69019	5.26344
87	9.68242	6.85982	21.2967	4.3727	4.49995	20.6836	3.63235	5.2056
88	9.68242	4.58093	21.8057	4.38427	4.53466	20.2324	3.73646	5.27501
89	9.65928	6.57062	21.8751	4.52309	4.48838	20.1052	3.85214	5.25187
90	9.68242	6.72101	22.3956	4.52309	4.56936	20.5101	3.80587	5.2403
91	9.68242	6.87139	19.5962	4.5925	4.56936	19.6887	3.86371	5.25187
92	9.67085	7.33411	21.4471	4.70818	4.54622	20.0705	3.93312	5.22874
93	9.65928	7.42666	21.0191	4.65034	4.60406	20.2556	3.94469	5.22874
94	9.69398	7.53077	21.4008	4.81229	4.54622	20.2093	3.92155	5.1709
95	9.67085	7.62331	20.6604	4.73131	4.55779	19.1797	4.00253	5.15933
96	9.68242	7.81997	21.1694	4.82386	4.61563	19.816	4.03723	5.22874
97	9.65928	7.79683	21.2967	4.8817	4.61563	19.8276	4.0835	5.21717
98	9.69398	7.7737	21.0653	4.76602	4.56936	19.6193	4.14134	5.1709
99	9.67085	7.93565	20.591	3.87528	4.6619	19.307	4.21075	5.22874
100	9.67085	7.94722	21.1116	4.21075	4.73131	20.082	4.26859	5.28658
101	9.68242	8.05133	21.0422	4.26859	4.68504	20.0705	4.36114	5.26344
102	9.68242	7.93565	21.1116	4.25702	4.67347	20.1515	4.26859	5.21717
103	9.67085	7.95878	21.0538	4.31486	4.69661	20.1283	4.28016	5.2056
104	9.65928	7.98192	21.0653	4.39584	4.65034	20.3712	3.26218	5.18246
