4	0.772	0.289	0.337	0.38	0.25	0.577	
9	0.772	0.289	0.338	0.381	0.251	0.577	
14	0.772	0.289	0.335	0.384	0.244	0.577	
19	0.772	0.289	0.338	0.386	0.237	0.577	
24	0.774	0.289	0.334	0.388	0.245	0.577	
29	0.771	0.289	0.333	0.383	0.242	0.576	
34	0.772	0.289	0.339	0.383	0.248	0.577	
39	0.771	0.289	0.339	0.375	0.248	0.577	
44	0.773	0.289	0.334	0.39	0.248	0.577	
49	0.773	0.289	0.341	0.379	0.246	0.577	
54	0.773	0.29	0.334	0.376	0.25	0.577	
59	0.771	0.292	0.337	0.367	0.239	0.576	
64	0.772	0.289	0.336	0.37	0.247	0.577	
69	0.772	0.289	0.337	0.382	0.243	0.577	
74	0.773	0.289	0.339	0.379	0.247	0.577	
79	0.772	0.289	0.337	0.389	0.247	0.577	
84	0.773	0.289	0.339	0.374	0.251	0.577	
89	0.771	0.289	0.338	0.384	0.253	0.576	
94	0.772	0.289	0.338	0.369	0.244	0.576	
99	0.771	0.289	0.338	0.376	0.246	0.575	
104	0.772	0.289	0.339	0.39	0.243	0.576	
109	0.77	0.289	0.336	0.376	0.243	0.577	
114	0.77	0.289	0.334	0.364	0.252	0.577	
119	0.771	0.289	0.342	0.389	0.239	0.576	
124	0.773	0.289	0.337	0.377	0.249	0.576	
129	0.773	0.289	0.338	0.379	0.247	0.577	
134	0.772	0.289	0.334	0.375	0.251	0.577	
139	0.771	0.29	0.335	0.383	0.236	0.576	
144	0.771	0.289	0.336	0.383	0.237	0.576	
149	0.772	0.289	0.337	0.372	0.243	0.576	
154	0.772	0.289	0.33	0.357	0.259	0.576	
159	0.772	0.289	0.339	0.38	0.246	0.576	
164	0.77	0.287	0.336	0.392	0.244	0.575	
169	0.772	0.289	0.339	0.377	0.245	0.576	
174	0.77	0.288	0.337	0.377	0.246	0.576	
179	0.771	0.288	0.336	0.388	0.248	0.576	
184	0.771	0.289	0.337	0.383	0.238	0.575	
189	0.771	0.29	0.336	0.385	0.231	0.572	
194	0.77	0.288	0.338	0.372	0.247	0.575	
199	0.773	0.288	0.341	0.372	0.25	0.576	
204	0.771	0.289	0.334	0.365	0.238	0.576	
209	0.77	0.288	0.336	0.381	0.257	0.574	
214	0.773	0.289	0.339	0.372	0.246	0.576	
219	0.772	0.289	0.339	0.383	0.24	0.576	
224	0.771	0.289	0.332	0.362	0.244	0.576	
229	0.773	0.289	0.336	0.384	0.251	0.576	
234	0.768	0.287	0.331	0.357	0.243	0.572	
239	0.772	0.289	0.339	0.363	0.249	0.575	
244	0.767	0.285	0.338	0.38	0.252	0.573	
249	0.766	0.282	0.338	0.375	0.251	0.571	
254	0.766	0.284	0.34	0.376	0.246	0.571	
259	0.763	0.281	0.336	0.38	0.236	0.569	
264	0.771	0.287	0.337	0.383	0.243	0.572	
269	0.759	0.278	0.331	0.368	0.24	0.565	
274	0.77	0.289	0.333	0.383	0.24	0.571	
279	0.765	0.282	0.336	0.393	0.234	0.568	
284	0.773	0.289	0.331	0.358	0.241	0.576	
289	0.77	0.288	0.33	0.37	0.243	0.572	
294	0.77	0.286	0.335	0.381	0.244	0.571	
