4	0.0	1.82	6.215	11.126	
9	0.0	0.0	6.388	8.205	
14	0.0	2.049	6.831	7.749	
19	0.0	2.002	5.445	10.564	
24	0.0	2.66	7.145	5.239	
29	0.0	0.0	6.838	7.332	
34	0.0	1.692	7.416	6.107	
39	0.0	1.68	7.27	5.763	
44	0.0	0.0	5.285	6.001	
49	0.0	0.0	4.759	11.312	
54	0.0	3.175	6.758	2.998	
59	0.0	2.546	5.45	6.124	
64	0.0	3.257	5.924	7.222	
69	0.0	0.0	4.45	8.203	
74	0.0	0.0	5.436	8.969	
79	0.0	2.24	4.253	7.507	
84	0.0	1.974	5.396	5.176	
89	0.0	0.0	5.447	11.034	
94	0.0	1.54	6.504	8.741	
99	0.0	3.216	5.537	5.316	
104	0.0	0.0	5.208	7.138	
109	0.0	2.162	5.184	9.035	
114	0.0	1.422	6.205	14.862	
119	0.0	1.893	6.083	6.154	
124	0.0	0.0	5.296	12.121	
129	0.0	0.0	3.326	12.91	
134	0.0	0.0	3.777	10.433	
139	0.0	2.102	5.831	5.885	
144	0.0	1.836	5.139	5.185	
149	0.0	0.0	4.565	5.5	
154	0.0	0.0	5.173	4.209	
159	0.0	0.0	4.594	6.162	
164	0.0	0.0	4.345	11.231	
169	0.0	0.0	3.829	3.959	
174	0.0	0.0	5.334	9.237	
179	0.0	0.0	4.542	3.225	
184	0.0	0.0	4.113	9.052	
189	0.0	1.96	5.159	8.954	
194	0.0	0.0	4.885	13.678	
199	0.0	0.0	4.042	3.346	
204	0.0	0.0	4.678	4.863	
209	0.0	0.0	4.601	4.319	
214	0.0	0.0	3.757	9.637	
219	0.0	0.0	4.373	7.966	
224	0.0	0.0	3.561	11.279	
229	0.0	0.0	3.264	5.02	
234	0.0	1.82	4.028	5.331	
239	0.0	0.0	4.117	9.085	
244	0.0	0.0	4.186	9.483	
249	0.0	0.0	2.546	10.002	
254	0.0	0.28	2.326	7.739	
259	0.0	0.0	2.44	14.675	
264	0.0	0.0	3.833	3.834	
269	0.0	0.0	3.527	15.41	
274	0.0	0.0	4.707	12.613	
279	0.0	0.0	5.022	8.377	
284	0.0	0.0	3.22	3.362	
289	0.0	0.0	3.55	6.663	
294	0.0	0.0	1.544	3.544	
