4	0.0	1.36	2.74	0.0	
9	0.0	1.44	3.1	0.0	
14	0.0	1.18	2.44	0.0	
19	0.0	1.2	2.88	0.0	
24	0.0	1.0	1.86	0.0	
29	0.0	0.86	2.08	0.0	
34	0.0	1.2	2.84	0.0	
39	0.0	0.96	2.48	0.26	
44	0.0	0.92	2.54	0.0	
49	0.0	0.42	2.02	0.58	
54	0.0	1.06	2.06	0.58	
59	0.0	0.44	1.6	0.7	
64	0.0	1.06	2.6	0.0	
69	0.0	0.52	2.24	0.0	
74	0.0	0.72	1.84	0.0	
79	0.0	0.0	1.48	2.68	
84	0.0	0.4	1.62	0.2	
89	0.0	0.62	1.82	0.0	
94	0.0	1.08	1.32	0.0	
99	0.0	0.6	1.52	0.04	
104	0.0	0.32	1.72	0.1	
109	0.0	0.58	1.24	0.86	
114	0.0	0.92	1.78	0.0	
119	0.0	0.06	1.2	0.16	
124	0.0	0.16	0.86	0.32	
129	0.0	0.28	1.28	0.0	
134	0.0	0.38	1.28	0.0	
139	0.0	0.2	1.18	0.0	
144	0.0	0.02	1.1	1.36	
149	0.0	0.28	1.04	0.0	
154	0.0	0.14	0.98	0.0	
159	0.0	0.22	1.06	0.0	
164	0.0	0.0	1.0	0.14	
169	0.0	0.72	1.26	0.0	
174	0.0	0.0	0.98	0.46	
179	0.0	0.36	1.2	0.0	
184	0.0	0.26	0.86	0.0	
189	0.0	0.16	1.08	0.0	
194	0.0	0.0	1.14	1.62	
199	0.0	0.0	0.9	0.9	
204	0.0	0.0	0.66	0.86	
209	0.0	0.3	1.2	0.0	
214	0.0	0.18	1.0	0.0	
219	0.0	0.88	1.28	0.0	
224	0.0	0.0	0.94	0.34	
229	0.0	0.0	0.7	1.52	
234	0.0	0.0	0.66	0.0	
239	0.0	0.0	0.32	1.34	
244	0.0	0.0	0.64	0.88	
249	0.0	0.0	1.04	0.56	
254	0.0	0.24	1.14	0.62	
259	0.0	0.0	0.44	1.26	
264	0.0	0.0	0.7	0.68	
269	0.0	0.0	0.74	0.48	
274	0.0	0.0	0.62	0.96	
279	0.0	0.0	0.62	0.0	
284	0.0	0.0	0.4	1.32	
289	0.0	0.0	0.56	0.98	
294	0.0	0.0	0.28	0.5	
