4	0.0	0.26	2.66	6.64	
9	0.0	0.0	3.1	5.38	
14	0.0	0.4	2.82	4.56	
19	0.0	0.5	2.48	5.86	
24	0.0	0.38	3.1	2.78	
29	0.0	0.0	2.62	5.72	
34	0.0	0.34	2.86	3.84	
39	0.0	0.24	3.22	3.7	
44	0.0	0.0	1.94	4.48	
49	0.0	0.0	1.5	5.92	
54	0.0	0.6	2.66	2.18	
59	0.0	0.8	1.88	3.82	
64	0.0	0.54	1.84	3.42	
69	0.0	0.0	1.58	5.42	
74	0.0	0.0	1.82	4.6	
79	0.0	0.32	1.44	4.2	
84	0.0	0.32	1.74	3.36	
89	0.0	0.0	1.64	4.96	
94	0.0	0.22	2.02	3.28	
99	0.0	0.76	1.68	2.66	
104	0.0	0.0	1.6	3.36	
109	0.0	0.38	1.62	4.24	
114	0.0	0.24	1.82	5.92	
119	0.0	0.34	1.86	3.18	
124	0.0	0.0	1.44	3.58	
129	0.0	0.0	1.02	3.86	
134	0.0	0.0	1.34	4.4	
139	0.0	0.32	1.58	2.74	
144	0.0	0.3	1.52	2.28	
149	0.0	0.0	1.4	2.56	
154	0.0	0.0	1.62	2.38	
159	0.0	0.0	1.12	2.46	
164	0.0	0.0	1.14	3.9	
169	0.0	0.0	1.34	2.26	
174	0.0	0.0	1.44	3.62	
179	0.0	0.0	1.18	2.0	
184	0.0	0.0	1.2	2.98	
189	0.0	0.28	1.32	2.68	
194	0.0	0.0	1.18	3.84	
199	0.0	0.0	1.02	1.62	
204	0.0	0.0	1.44	1.78	
209	0.0	0.0	1.46	2.3	
214	0.0	0.0	1.04	3.04	
219	0.0	0.0	1.28	2.34	
224	0.0	0.0	0.86	3.12	
229	0.0	0.0	0.78	1.72	
234	0.0	0.26	0.82	1.94	
239	0.0	0.0	0.82	2.5	
244	0.0	0.0	1.0	3.0	
249	0.0	0.0	0.42	2.72	
254	0.0	0.04	0.46	2.68	
259	0.0	0.0	0.62	3.7	
264	0.0	0.0	0.78	1.24	
269	0.0	0.0	0.72	3.34	
274	0.0	0.0	0.96	2.52	
279	0.0	0.0	1.02	1.94	
284	0.0	0.0	0.46	1.34	
289	0.0	0.0	0.72	1.86	
294	0.0	0.0	0.24	1.6	
