4	1.06	297.04	515.0	75.14	
9	1.04	487.64	602.78	58.78	
14	1.04	456.1	582.04	55.3	
19	1.04	510.54	622.38	53.04	
24	1.04	501.68	555.58	36.58	
29	1.34	355.26	525.78	54.9	
34	0.92	360.94	530.02	40.22	
39	0.58	522.76	583.46	57.56	
44	1.02	474.42	447.1	37.6	
49	0.8	374.34	576.06	55.28	
54	1.26	513.64	470.64	44.16	
59	1.22	463.2	480.38	50.4	
64	1.14	492.36	522.4	50.86	
69	1.02	421.5	545.02	33.74	
74	0.84	353.56	545.76	33.32	
79	0.9	380.32	557.86	55.96	
84	0.8	487.18	549.76	48.38	
89	1.12	437.86	515.86	33.52	
94	1.34	461.0	508.08	48.58	
99	0.84	382.18	481.86	60.36	
104	0.8	469.12	459.0	43.58	
109	1.06	406.82	537.68	41.98	
114	1.16	494.1	487.18	31.88	
119	1.7	445.62	539.42	42.32	
124	1.26	397.38	514.36	44.28	
129	0.94	344.24	524.62	44.82	
134	1.32	394.2	540.92	39.26	
139	0.82	450.08	480.9	39.06	
144	1.1	458.84	545.62	35.44	
149	1.1	367.12	543.26	52.54	
154	1.16	328.64	491.1	36.32	
159	1.18	343.34	502.78	39.72	
164	1.62	346.06	501.0	33.42	
169	0.96	489.96	501.64	32.76	
174	1.8	424.16	634.22	26.64	
179	0.98	480.16	453.88	33.06	
184	0.86	273.56	460.24	37.84	
189	1.14	355.08	498.66	20.58	
194	0.98	462.46	435.32	19.78	
199	0.88	349.28	445.08	23.14	
204	0.92	334.46	479.78	34.48	
209	1.34	273.34	448.8	35.14	
214	1.2	183.92	438.66	41.2	
219	1.08	271.0	443.98	26.7	
224	1.32	107.0	392.8	42.14	
229	0.86	357.38	427.42	30.8	
234	1.0	285.84	462.48	19.62	
239	0.66	217.98	420.94	24.02	
244	1.4	260.44	377.36	39.56	
249	0.88	254.46	485.14	33.96	
254	1.16	386.62	446.9	24.54	
259	0.96	325.76	508.82	16.12	
264	1.08	241.26	362.96	23.14	
269	0.62	438.0	485.32	28.66	
274	1.12	322.08	409.78	40.24	
279	1.3	329.8	530.7	19.92	
284	0.88	338.6	403.64	25.2	
289	0.96	197.16	327.34	20.58	
294	1.3	88.16	346.96	17.24	
