4	1.742	229.556	229.125	340.141	
9	1.587	214.816	226.95	388.106	
14	1.475	252.989	192.342	257.686	
19	1.523	212.677	210.291	221.245	
24	1.604	173.369	256.349	445.337	
29	1.266	247.877	244.318	225.667	
34	1.542	314.539	286.647	316.02	
39	1.667	269.774	312.156	413.287	
44	1.166	273.287	241.969	340.744	
49	1.132	255.549	273.637	318.933	
54	1.205	280.111	264.495	401.392	
59	1.341	245.997	290.031	450.987	
64	1.326	226.471	260.29	322.55	
69	1.451	254.84	289.405	344.758	
74	1.327	266.519	197.206	358.06	
79	1.386	224.398	286.761	443.238	
84	1.465	266.5	264.642	427.93	
89	1.645	211.876	192.941	260.387	
94	1.207	259.874	269.671	226.554	
99	1.62	274.253	238.403	371.81	
104	1.501	248.534	270.126	423.951	
109	1.523	214.297	267.601	349.305	
114	1.476	259.345	254.609	367.875	
119	1.712	249.89	263.58	401.488	
124	1.187	296.031	272.786	384.454	
129	1.244	289.375	201.003	380.819	
134	1.406	260.59	255.887	327.043	
139	1.294	271.491	272.521	296.084	
144	1.434	278.292	293.991	443.88	
149	1.38	288.543	291.186	244.596	
154	1.665	253.017	251.177	400.395	
159	1.19	209.443	285.379	284.839	
164	1.649	259.924	232.92	454.9	
169	1.64	256.134	240.419	277.231	
174	1.159	294.756	259.267	356.898	
179	1.28	254.857	279.628	396.681	
184	1.451	199.881	272.889	365.008	
189	1.543	284.033	263.16	343.393	
194	1.836	236.597	295.486	464.705	
199	1.701	276.117	241.299	287.161	
204	2.059	240.908	252.595	375.359	
209	1.307	266.358	259.548	363.154	
214	1.315	196.495	249.771	474.484	
219	1.124	268.088	287.935	413.022	
224	1.574	214.104	252.496	452.815	
229	1.4	219.368	269.32	389.816	
234	1.259	190.184	217.63	436.205	
239	1.673	211.318	268.074	349.525	
244	1.495	170.669	262.106	340.079	
249	1.726	217.197	263.125	370.185	
254	1.36	258.062	289.246	384.035	
259	1.539	221.935	259.03	368.237	
264	1.288	133.362	270.112	389.551	
269	1.47	187.515	263.045	321.416	
274	1.055	166.429	243.603	417.771	
279	0.83	225.01	271.754	363.584	
284	0.896	189.403	276.174	469.897	
289	1.799	156.26	271.178	416.157	
294	1.702	156.978	225.508	393.582	
