4	0.02	0.003	0.005	0.011	0.008	0.005	
9	0.018	0.002	0.003	0.01	0.007	0.004	
14	0.017	0.002	0.004	0.005	0.005	0.004	
19	0.019	0.002	0.003	0.012	0.007	0.003	
24	0.016	0.002	0.002	0.009	0.008	0.004	
29	0.019	0.003	0.003	0.01	0.01	0.005	
34	0.017	0.002	0.003	0.007	0.009	0.004	
39	0.017	0.002	0.003	0.009	0.007	0.004	
44	0.017	0.002	0.003	0.01	0.006	0.004	
49	0.02	0.002	0.003	0.008	0.008	0.004	
54	0.013	0.001	0.004	0.009	0.007	0.003	
59	0.02	0.003	0.004	0.011	0.01	0.004	
64	0.021	0.002	0.004	0.006	0.006	0.004	
69	0.018	0.003	0.002	0.007	0.005	0.003	
74	0.02	0.003	0.002	0.011	0.008	0.005	
79	0.02	0.002	0.004	0.007	0.006	0.003	
84	0.018	0.002	0.006	0.008	0.006	0.004	
89	0.023	0.003	0.003	0.008	0.005	0.005	
94	0.02	0.002	0.004	0.013	0.007	0.005	
99	0.019	0.002	0.001	0.009	0.007	0.006	
104	0.02	0.002	0.004	0.008	0.007	0.004	
109	0.023	0.003	0.003	0.011	0.004	0.004	
114	0.028	0.004	0.004	0.01	0.008	0.004	
119	0.017	0.002	0.002	0.009	0.008	0.004	
124	0.022	0.003	0.004	0.005	0.004	0.006	
129	0.018	0.003	0.001	0.006	0.006	0.004	
134	0.021	0.003	0.001	0.005	0.008	0.004	
139	0.022	0.002	0.003	0.005	0.01	0.005	
144	0.019	0.002	0.002	0.004	0.007	0.005	
149	0.016	0.002	0.002	0.01	0.006	0.004	
154	0.015	0.002	0.002	0.012	0.004	0.003	
159	0.02	0.002	0.002	0.006	0.007	0.005	
164	0.024	0.009	0.005	0.005	0.009	0.008	
169	0.017	0.002	0.006	0.01	0.006	0.004	
174	0.024	0.004	0.002	0.01	0.011	0.006	
179	0.013	0.004	0.002	0.009	0.006	0.004	
184	0.023	0.003	0.002	0.011	0.004	0.006	
189	0.022	0.002	0.004	0.006	0.006	0.006	
194	0.023	0.004	0.002	0.006	0.009	0.005	
199	0.012	0.004	0.002	0.004	0.008	0.004	
204	0.017	0.002	0.002	0.005	0.005	0.004	
209	0.016	0.004	0.002	0.007	0.006	0.005	
214	0.022	0.003	0.005	0.011	0.007	0.004	
219	0.02	0.002	0.002	0.006	0.005	0.005	
224	0.024	0.003	0.004	0.006	0.004	0.006	
229	0.016	0.002	0.002	0.007	0.012	0.004	
234	0.02	0.007	0.003	0.012	0.01	0.007	
239	0.022	0.003	0.003	0.011	0.005	0.005	
244	0.023	0.01	0.002	0.008	0.007	0.01	
249	0.022	0.013	0.002	0.012	0.007	0.011	
254	0.026	0.01	0.002	0.011	0.006	0.01	
259	0.031	0.023	0.003	0.014	0.01	0.021	
264	0.02	0.01	0.002	0.008	0.007	0.01	
269	0.033	0.022	0.006	0.01	0.006	0.024	
274	0.027	0.003	0.007	0.01	0.007	0.011	
279	0.028	0.017	0.005	0.009	0.006	0.02	
284	0.013	0.003	0.003	0.005	0.005	0.004	
289	0.021	0.005	0.003	0.008	0.004	0.006	
294	0.015	0.006	0.002	0.007	0.003	0.007	
