4	1.096	225.729	282.68	4.003	
9	1.404	255.521	228.414	3.914	
14	1.661	254.216	292.746	3.573	
19	1.265	227.435	231.259	4.102	
24	0.943	223.758	300.3	3.776	
29	1.342	252.296	232.33	4.336	
34	1.475	222.414	300.747	3.881	
39	1.25	232.343	255.33	4.035	
44	1.306	157.229	293.617	3.824	
49	1.869	159.371	231.681	3.838	
54	1.3	215.649	209.25	3.673	
59	0.994	263.473	260.304	3.784	
64	1.721	222.821	270.107	3.627	
69	1.442	207.335	235.217	3.654	
74	1.426	233.37	266.074	3.751	
79	1.721	246.085	272.305	3.468	
84	1.44	221.373	224.64	3.696	
89	1.262	246.285	220.438	3.76	
94	1.589	200.766	264.795	3.246	
99	1.63	256.408	231.851	3.336	
104	1.265	223.794	218.293	3.373	
109	1.755	255.788	261.522	3.407	
114	1.593	268.176	279.37	3.528	
119	1.407	191.769	290.902	3.734	
124	1.271	200.061	281.159	3.473	
129	1.217	176.138	296.57	3.967	
134	1.24	148.593	266.928	3.736	
139	1.2	235.371	262.833	3.657	
144	1.167	225.881	258.797	3.976	
149	1.603	195.16	256.115	2.826	
154	1.523	252.001	278.167	3.542	
159	1.41	199.786	274.191	3.512	
164	1.286	193.311	249.15	3.726	
169	1.291	189.775	199.818	4.018	
174	1.575	193.069	244.152	3.692	
179	1.557	213.341	246.63	3.602	
184	1.442	212.873	274.117	3.803	
189	1.107	249.606	263.095	3.148	
194	1.036	221.402	274.975	3.669	
199	1.257	202.164	228.632	3.635	
204	1.371	196.681	293.961	3.138	
209	1.759	165.0	296.106	3.322	
214	1.346	217.839	248.007	3.28	
219	1.297	162.078	297.794	3.541	
224	1.487	157.328	283.167	3.847	
229	1.583	190.363	247.657	3.268	
234	1.055	283.824	222.993	2.701	
239	1.233	163.487	287.608	3.094	
244	1.418	139.005	281.866	3.249	
249	1.04	142.511	235.16	3.322	
254	1.483	248.818	264.418	3.051	
259	1.269	119.652	262.609	3.78	
264	1.555	215.437	293.72	3.199	
269	1.304	157.788	284.641	3.064	
274	1.497	230.445	302.882	2.492	
279	1.502	160.127	285.695	3.585	
284	1.315	184.676	253.924	3.209	
289	1.354	230.788	275.023	3.039	
294	1.025	142.497	299.112	3.164	
