4	9.672	7.258	20.5	2.991	4.612	20.275	4.585	4.703	
9	9.567	7.769	20.215	4.89	4.441	19.215	3.696	4.877	
14	9.529	8.04	19.943	3.939	4.63	20.662	3.147	4.685	
19	9.561	8.362	19.546	4.075	5.068	20.138	3.649	4.265	
24	9.398	8.434	19.442	4.197	4.165	18.913	4.574	5.17	
29	9.676	7.681	20.244	4.458	4.669	19.584	3.88	4.679	
34	9.508	7.81	20.25	4.131	4.701	20.089	3.564	4.688	
39	9.602	7.615	20.628	4.434	4.698	19.639	3.802	4.684	
44	9.567	7.875	20.333	4.705	4.686	19.03	3.845	4.756	
49	9.619	8.278	19.631	4.136	5.064	20.467	3.344	4.249	
54	9.572	7.334	20.854	5.019	4.721	18.392	4.463	4.713	
59	9.616	8.174	19.893	4.249	4.922	19.497	3.95	4.456	
64	9.675	7.708	20.363	4.402	4.993	19.736	3.846	4.385	
69	9.536	7.237	21.056	4.151	4.192	19.592	4.103	5.241	
74	9.477	8.719	19.573	4.09	5.184	20.245	3.521	4.324	
79	9.664	7.526	20.281	5.142	4.671	19.604	3.238	4.661	
84	9.676	7.56	20.654	5.049	5.115	18.744	4.205	4.301	
89	9.547	7.662	20.575	4.762	4.786	19.599	3.522	4.675	
94	9.641	7.492	20.656	4.638	4.837	18.398	4.753	4.603	
99	9.662	7.42	20.596	4.359	4.301	20.307	3.201	5.058	
104	9.668	8.082	20.215	4.49	5.031	19.034	4.444	4.37	
109	9.654	7.836	20.362	3.874	4.653	20.924	3.24	4.808	
114	9.536	7.537	20.741	4.813	4.477	19.443	3.567	5.014	
119	9.493	7.743	20.689	3.377	4.712	20.962	3.727	4.854	
124	9.675	7.294	21.001	4.49	5.19	20.217	3.307	4.221	
129	9.657	7.573	20.676	4.448	4.43	19.667	4.023	5.05	
134	9.659	7.841	20.495	4.022	4.624	19.707	4.323	4.894	
139	9.667	7.121	21.143	3.097	5.309	21.592	3.364	4.186	
144	9.448	7.264	20.984	5.651	4.538	18.483	3.666	5.103	
149	9.65	8.085	20.29	4.737	4.826	19.945	3.497	4.655	
154	9.658	8.13	20.191	4.264	4.91	19.556	4.208	4.58	
159	9.661	8.276	19.887	3.859	5.039	20.535	3.491	4.368	
164	9.667	8.157	19.994	4.01	4.249	18.892	5.064	5.178	
169	9.57	7.209	21.181	4.075	4.596	19.792	4.015	4.845	
174	9.623	8.515	19.825	4.217	4.829	19.67	4.192	4.759	
179	9.492	7.159	21.302	6.076	4.634	17.032	4.755	5.041	
184	9.662	7.571	20.694	4.397	4.688	20.211	3.521	4.794	
189	9.483	7.128	21.248	5.329	4.957	18.443	3.831	4.837	
194	9.281	7.24	21.13	4.665	5.327	19.819	3.259	4.67	
199	9.676	8.211	20.118	5.014	4.476	19.508	3.358	5.137	
204	9.667	7.764	20.445	3.699	4.99	18.678	5.763	4.568	
209	9.672	7.578	20.449	3.815	4.924	21.086	3.064	4.418	
214	9.676	7.804	20.277	4.0	5.039	20.346	3.724	4.343	
219	9.675	8.164	20.275	4.282	4.707	19.908	4.0	4.869	
224	9.676	7.597	20.42	4.222	5.438	21.109	3.16	3.976	
229	9.673	7.873	20.365	4.748	4.814	19.553	3.913	4.694	
234	9.674	7.727	20.379	4.094	4.375	19.114	4.781	5.116	
239	9.676	8.288	19.767	4.355	5.095	20.876	2.893	4.391	
244	9.676	7.602	20.315	4.547	4.269	18.782	4.582	5.08	
249	9.676	7.219	20.962	3.14	5.025	20.374	4.685	4.397	
254	9.674	7.588	20.705	5.23	4.815	18.369	4.436	4.794	
259	9.436	7.373	21.17	4.028	5.191	19.775	4.047	4.757	
264	9.676	6.9	20.329	4.231	4.74	19.935	3.857	4.538	
269	9.666	7.805	20.21	4.323	4.9	19.964	3.61	4.657	
274	9.676	8.152	20.127	5.554	4.792	18.499	4.222	4.735	
279	9.666	8.624	19.837	6.022	4.98	18.928	3.075	4.543	
284	9.674	7.141	21.083	4.016	4.032	19.35	4.605	5.548	
289	9.676	7.447	19.957	4.12	4.664	19.826	3.665	4.704	
294	9.676	7.696	19.62	5.715	4.671	18.811	3.425	4.838	
