4	0.772	0.291	0.337	0.362	0.241	0.579	
9	0.771	0.29	0.332	0.366	0.236	0.578	
14	0.772	0.29	0.334	0.37	0.243	0.579	
19	0.772	0.29	0.335	0.371	0.243	0.579	
24	0.771	0.29	0.339	0.365	0.239	0.578	
29	0.773	0.29	0.338	0.374	0.241	0.579	
34	0.771	0.293	0.332	0.38	0.232	0.579	
39	0.772	0.29	0.335	0.385	0.239	0.578	
44	0.772	0.29	0.337	0.368	0.244	0.579	
49	0.771	0.289	0.338	0.378	0.237	0.578	
54	0.771	0.29	0.334	0.376	0.244	0.578	
59	0.772	0.29	0.335	0.37	0.251	0.579	
64	0.772	0.29	0.337	0.382	0.241	0.579	
69	0.773	0.291	0.333	0.376	0.247	0.579	
74	0.772	0.29	0.336	0.376	0.238	0.579	
79	0.772	0.29	0.338	0.391	0.247	0.579	
84	0.771	0.29	0.343	0.374	0.239	0.579	
89	0.772	0.29	0.338	0.374	0.235	0.579	
94	0.773	0.29	0.34	0.354	0.253	0.579	
99	0.772	0.29	0.338	0.384	0.234	0.579	
104	0.771	0.29	0.34	0.392	0.238	0.579	
109	0.772	0.29	0.34	0.383	0.239	0.579	
114	0.774	0.29	0.337	0.366	0.24	0.579	
119	0.773	0.29	0.335	0.384	0.244	0.579	
124	0.773	0.29	0.343	0.37	0.232	0.579	
129	0.772	0.291	0.338	0.377	0.241	0.579	
134	0.773	0.291	0.339	0.368	0.238	0.579	
139	0.773	0.29	0.334	0.38	0.238	0.579	
144	0.772	0.29	0.337	0.387	0.241	0.579	
149	0.774	0.291	0.335	0.359	0.24	0.579	
154	0.774	0.291	0.334	0.379	0.235	0.579	
159	0.773	0.294	0.332	0.373	0.23	0.579	
164	0.773	0.29	0.339	0.375	0.241	0.579	
169	0.774	0.29	0.332	0.363	0.245	0.579	
174	0.771	0.29	0.335	0.37	0.252	0.579	
179	0.772	0.29	0.344	0.388	0.241	0.579	
184	0.771	0.293	0.34	0.377	0.232	0.579	
189	0.773	0.29	0.341	0.366	0.247	0.579	
194	0.771	0.289	0.338	0.37	0.243	0.579	
199	0.772	0.29	0.333	0.382	0.249	0.579	
204	0.773	0.289	0.338	0.373	0.243	0.579	
209	0.772	0.291	0.336	0.377	0.245	0.579	
214	0.772	0.291	0.341	0.372	0.235	0.579	
219	0.772	0.289	0.337	0.373	0.232	0.579	
224	0.772	0.29	0.335	0.381	0.24	0.58	
229	0.771	0.289	0.336	0.376	0.245	0.579	
234	0.774	0.29	0.338	0.368	0.246	0.579	
239	0.771	0.288	0.341	0.377	0.242	0.578	
244	0.772	0.288	0.338	0.383	0.249	0.579	
249	0.77	0.29	0.334	0.379	0.24	0.579	
254	0.772	0.29	0.337	0.363	0.242	0.579	
259	0.771	0.289	0.339	0.382	0.244	0.579	
264	0.772	0.29	0.337	0.374	0.242	0.579	
269	0.772	0.29	0.339	0.391	0.243	0.579	
274	0.769	0.287	0.344	0.371	0.249	0.579	
279	0.774	0.29	0.337	0.375	0.24	0.58	
284	0.769	0.287	0.335	0.374	0.238	0.579	
289	0.769	0.287	0.342	0.391	0.236	0.579	
294	0.772	0.289	0.331	0.36	0.249	0.579	
