4	0.0	4.462	5.744	0.0	
9	0.0	4.891	8.166	0.0	
14	0.0	4.865	5.787	0.0	
19	0.0	4.219	6.134	0.0	
24	0.0	3.655	5.0	0.0	
29	0.0	4.233	5.126	0.0	
34	0.0	4.238	6.011	0.0	
39	0.0	4.69	7.201	1.278	
44	0.0	3.61	8.638	0.0	
49	0.0	2.117	5.073	3.92	
54	0.0	4.99	5.669	4.06	
59	0.0	1.878	5.474	4.9	
64	0.0	4.273	8.319	0.0	
69	0.0	2.737	5.975	0.0	
74	0.0	3.527	5.894	0.0	
79	0.0	0.0	4.755	15.918	
84	0.0	1.97	4.943	1.4	
89	0.0	2.545	4.811	0.0	
94	0.0	5.215	4.347	0.0	
99	0.0	2.864	5.021	0.28	
104	0.0	1.378	4.833	0.7	
109	0.0	2.483	3.988	4.409	
114	0.0	6.44	4.921	0.0	
119	0.0	0.42	3.914	0.809	
124	0.0	1.12	3.341	1.605	
129	0.0	1.497	4.792	0.0	
134	0.0	1.928	4.691	0.0	
139	0.0	1.058	3.973	0.0	
144	0.0	0.14	3.78	6.675	
149	0.0	1.386	3.731	0.0	
154	0.0	0.693	3.717	0.0	
159	0.0	1.119	4.527	0.0	
164	0.0	0.0	3.453	0.98	
169	0.0	3.726	4.898	0.0	
174	0.0	0.0	3.685	3.22	
179	0.0	1.775	4.6	0.0	
184	0.0	1.055	3.073	0.0	
189	0.0	1.12	4.103	0.0	
194	0.0	0.0	4.395	11.058	
199	0.0	0.0	3.27	6.3	
204	0.0	0.0	3.083	5.352	
209	0.0	1.836	5.107	0.0	
214	0.0	1.26	3.187	0.0	
219	0.0	6.16	4.099	0.0	
224	0.0	0.0	3.252	1.645	
229	0.0	0.0	2.809	9.95	
234	0.0	0.0	3.057	0.0	
239	0.0	0.0	2.24	9.38	
244	0.0	0.0	2.972	6.16	
249	0.0	0.0	3.162	2.994	
254	0.0	1.68	4.57	3.304	
259	0.0	0.0	1.878	8.82	
264	0.0	0.0	2.995	2.701	
269	0.0	0.0	2.89	2.737	
274	0.0	0.0	2.77	6.72	
279	0.0	0.0	2.449	0.0	
284	0.0	0.0	2.2	7.004	
289	0.0	0.0	2.07	4.198	
294	0.0	0.0	1.386	3.5	
