0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	1.02955	0.913872	2.46398	0.798192	0.555264	3.16963	0.485856	0.52056
2	6.60533	5.51794	16.334	4.44211	3.26218	16.7967	2.71848	3.4704
3	9.17342	3.38942	15.3854	2.8573	2.84573	7.75056	1.24934	3.1465
4	9.68242	5.25187	22.2453	5.05522	4.89326	18.798	3.25061	4.89326
5	9.65928	6.08477	23.298	5.14776	5.66832	18.9368	3.34315	5.70302
6	9.65928	6.50122	23.1244	5.43696	5.55264	18.9137	3.27374	5.61048
7	9.61301	6.33926	22.9972	5.39069	5.47166	19.0294	3.33158	5.4948
8	9.53203	6.50122	22.7774	5.35598	5.36755	19.2029	3.34315	5.41382
9	9.5436	6.42024	22.6848	5.4948	5.28658	19.3301	3.35472	5.29814
10	9.5436	6.51278	22.5923	5.37912	5.22874	19.3648	3.35472	5.28658
11	9.5436	6.50122	22.5923	5.40226	5.18246	19.2723	3.52824	5.28658
12	9.5436	6.50122	22.546	5.57578	5.10149	19.5384	3.28531	5.11306
13	9.56674	6.47808	22.4419	3.70176	3.2159	17.699	3.26218	2.55653
14	9.63614	3.52824	15.1888	3.74803	4.10664	14.541	2.71848	3.4357
15	9.69398	5.8187	20.1977	5.93438	5.05522	18.7633	3.4704	5.03208
16	9.68242	6.80198	22.3725	5.8187	4.89326	19.4458	3.56294	4.92797
17	9.65928	6.96394	22.2915	5.87654	4.84699	19.2607	3.7596	4.83542
18	9.69398	6.83669	22.3378	5.77243	4.78915	19.4921	3.60922	4.81229
19	9.68242	6.79042	22.3494	5.7493	4.83542	19.4689	3.66706	4.77758
20	9.65928	6.89453	22.1527	5.67989	4.77758	19.5152	3.71333	4.76602
21	9.68242	6.80198	22.2221	5.67989	4.76602	19.2376	3.7249	4.80072
22	9.69398	6.3971	20.2787	5.87654	4.85856	18.1271	3.81744	4.87013
23	9.65928	7.01021	21.9908	5.96909	4.89326	19.0409	3.89842	4.8817
24	9.65928	7.11432	22.037	5.96909	4.85856	18.8327	4.02566	4.82386
25	9.69398	7.10275	22.0602	5.92282	4.81229	18.9484	4.0488	4.83542
26	9.68242	7.11432	22.0139	5.93438	4.85856	19.0988	3.7943	4.80072
27	9.65928	7.14902	20.0473	5.784	4.78915	19.1566	3.69019	4.77758
28	9.67085	7.8084	20.6836	5.92282	4.67347	19.3417	3.37786	4.6272
29	9.70555	5.25187	16.2415	3.11179	1.83931	15.825	1.14523	3.06552
30	9.65928	6.3971	17.271	4.47682	4.10664	21.0769	2.81102	4.75445
31	9.65928	7.40352	21.5975	4.6619	4.47682	21.5743	2.88043	4.74288
32	9.69398	7.2647	20.0011	5.03208	4.65034	18.0461	3.12336	5.00894
