0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.150384	0.17352	0.46272	0.150384	0.104112	0.728784	0.092544	0.104112
2	0.902304	0.902304	2.37144	0.832896	0.5784	2.93827	0.543696	0.485856
3	3.13493	2.97298	8.65286	2.61437	1.89715	10.5732	1.83931	1.90872
4	7.64645	5.54107	14.3906	5.07835	3.77117	19.0988	3.41256	3.7596
5	9.34694	4.18762	5.83027	1.38816	1.71206	4.60406	0.913872	1.72363
6	9.68242	8.03976	14.5525	5.7493	3.67862	18.9484	3.89842	3.82901
7	9.65928	8.21328	15.7556	5.98066	4.41898	19.816	3.94469	4.41898
8	9.67085	8.32896	17.5371	5.92282	4.23389	19.9548	4.00253	4.36114
9	9.70555	8.60659	18.5551	6.06163	4.3033	19.9779	4.00253	4.25702
10	9.65928	8.79168	19.1913	5.83027	4.17605	19.9779	4.09507	4.34957
11	9.67085	8.81482	19.2839	5.784	4.3033	19.9548	3.92155	4.24546
12	9.70555	7.97035	19.3533	4.98581	4.31486	15.0384	3.60922	4.46525
13	9.65928	8.23642	19.8276	4.92797	5.51794	13.176	4.69661	5.55264
14	9.65928	8.87266	20.2787	5.76086	5.72616	16.2877	5.02051	5.77243
15	9.70555	8.83795	20.2903	5.71459	5.64518	16.5191	5.02051	5.67989
16	9.67085	8.80325	20.2556	5.73773	5.59891	16.5885	5.02051	5.64518
17	9.65928	8.72227	20.244	5.76086	5.5295	16.6695	5.05522	5.58734
18	9.68242	8.66443	20.3481	5.64518	5.5295	16.9008	4.8817	5.56421
19	9.69398	8.6413	20.3712	5.71459	5.34442	17.2595	4.85856	5.39069
20	9.65928	8.72227	20.3712	5.64518	5.41382	17.2826	4.80072	5.44853
21	9.67085	8.57189	20.3828	5.77243	5.30971	17.19	4.96267	5.34442
22	9.68242	8.62973	20.406	5.70302	5.22874	17.5834	4.75445	5.26344
23	9.62458	8.57189	20.4291	5.51794	5.2056	17.6412	4.90483	5.27501
24	9.60144	8.56032	20.4407	5.59891	5.14776	17.8147	4.82386	5.21717
25	9.60144	8.53718	20.4522	5.61048	5.11306	17.9073	4.75445	5.12462
26	9.60144	8.54875	20.4638	5.62205	5.07835	18.0229	4.74288	5.08992
27	9.60144	8.45621	20.5679	5.59891	5.02051	18.0808	4.74288	5.07835
28	9.60144	8.50248	20.4291	5.65675	4.98581	18.1386	4.81229	5.03208
29	9.60144	8.46778	20.5332	5.65675	4.9511	18.1386	4.77758	4.99738
30	9.5783	8.44464	20.5679	5.70302	4.9511	18.1039	4.77758	4.99738
31	9.61301	8.4215	20.5679	5.65675	4.92797	18.3353	4.69661	4.93954
32	9.58987	8.40994	20.6026	5.48323	4.89326	18.6013	4.67347	4.93954
33	9.62458	8.39837	20.5795	5.51794	4.87013	18.636	4.67347	4.84699
34	9.60144	8.36366	20.6026	5.65675	4.80072	18.4394	4.81229	4.83542
35	9.60144	8.37523	20.5563	4.28016	3.5051	17.2595	3.20434	4.44211
36	9.63614	8.29426	20.5332	3.94469	3.05395	18.9484	2.81102	4.338
37	9.62458	8.02819	19.3648	4.8817	4.03723	20.4754	3.65549	4.80072
38	9.68242	5.15933	10.8739	4.43054	4.17605	13.5346	1.92029	5.15933
39	9.69398	7.42666	19.7003	5.784	4.78915	19.307	3.01925	5.30971
40	9.65928	7.87781	21.1116	5.784	4.76602	19.5846	3.1465	5.40226
41	9.67085	7.87781	21.2273	5.8187	4.69661	19.8391	3.03082	5.36755
42	9.68242	8.00506	21.1	5.86498	4.63877	19.5499	3.1465	5.34442
43	9.68242	7.81997	21.3083	5.69146	4.78915	19.7466	3.16963	5.34442
44	9.65928	8.03976	21.0422	5.58734	4.54622	19.9664	3.27374	5.29814
45	9.68242	7.86624	21.2273	5.84184	4.70818	19.6656	3.16963	5.28658
46	9.68242	7.98192	21.0653	5.70302	4.49995	19.8507	3.19277	5.30971
47	9.67085	7.83154	21.2273	5.48323	4.61563	20.0473	3.22747	5.29814
48	9.67085	7.99349	21.1	5.57578	4.60406	19.8738	3.36629	5.21717
49	9.69398	7.93565	21.1232	5.62205	4.55779	19.897	3.33158	5.26344
50	9.67085	7.97035	21.1	5.55264	4.55779	19.9548	3.30845	5.21717
51	9.65928	7.83154	21.181	5.51794	4.52309	20.0242	3.29688	5.2056
52	9.70555	7.93565	21.0885	5.63362	4.49995	19.9548	3.28531	5.2056
53	9.67085	7.92408	21.0885	5.59891	4.47682	19.9548	3.30845	5.1709
54	9.65928	7.91251	21.1	5.44853	4.47682	20.1399	3.27374	5.2056
55	9.68242	7.92408	21.0653	5.41382	4.45368	20.1283	3.36629	5.19403
56	9.69398	7.93565	21.0653	5.4601	4.49995	20.0358	3.37786	5.21717
57	9.65928	7.92408	21.0653	5.58734	4.45368	19.9201	3.38942	5.18246
58	9.67085	7.92408	20.9844	5.47166	4.43054	20.1862	3.30845	5.15933
59	9.68242	7.91251	20.7761	3.20434	2.59123	17.9651	3.67862	4.12978
60	9.68242	3.1812	15.5011	1.68893	3.62078	10.9433	2.39458	4.76602
61	9.65928	6.24672	19.7234	3.29688	4.338	19.2607	4.53466	5.11306
62	9.67085	7.17216	21.3661	3.57451	4.3727	20.5216	4.65034	5.1709
63	9.69398	7.40352	21.6437	3.67862	4.44211	20.6604	4.65034	5.19403
64	9.67085	7.35725	21.7594	3.62078	4.40741	20.6836	4.61563	5.18246
65	9.65928	7.24157	21.8751	3.73646	4.38427	20.7761	4.45368	5.18246
66	9.69398	7.33411	21.6669	3.81744	4.39584	20.4985	4.61563	5.19403
67	9.68242	7.23	21.852	3.69019	4.48838	20.163	4.46525	5.19403
68	9.65928	7.50763	19.388	3.4357	4.58093	19.4805	4.76602	5.26344
69	9.69398	7.72742	21.3198	3.53981	4.54622	20.4522	4.84699	5.26344
70	9.67085	7.81997	21.2851	3.59765	4.55779	20.5448	4.75445	5.25187
71	9.67085	7.86624	21.2504	3.88685	4.52309	20.2209	4.70818	5.27501
72	9.68242	7.71586	21.4008	3.56294	4.5925	20.5101	4.77758	5.2056
73	9.69398	7.83154	21.1463	3.77117	4.44211	20.4522	4.68504	5.25187
74	9.65928	7.66958	21.4008	3.7943	4.51152	20.4175	4.61563	5.2403
75	9.65928	7.72742	21.3083	3.84058	4.53466	20.3365	4.6619	5.22874
76	9.68242	7.78526	21.2157	3.81744	4.49995	20.4522	4.67347	5.22874
77	9.69398	7.31098	21.2504	3.78274	4.53466	19.9432	4.63877	5.22874
78	9.65928	5.33285	20.4638	3.4704	4.51152	20.672	3.92155	5.2403
79	9.67085	7.02178	21.7247	3.7943	4.54622	20.9496	4.19918	5.25187
80	9.69398	6.99864	22.0139	3.7596	4.54622	20.9149	4.19918	5.2403
81	9.67085	6.9755	22.1064	3.73646	4.52309	20.9265	4.18762	5.25187
82	9.65928	7.05648	22.0949	3.80587	4.51152	20.9265	4.10664	5.21717
83	9.69398	7.11432	22.0255	3.81744	4.53466	20.9034	4.12978	5.22874
84	9.68242	7.01021	22.0833	3.84058	4.53466	20.8224	4.24546	5.2056
85	9.65928	6.95237	22.1527	3.85214	4.45368	20.834	4.18762	5.21717
86	9.67085	6.9408	22.0833	3.84058	4.45368	20.834	4.18762	5.19403
87	9.68242	6.98707	22.0255	3.99096	4.10664	19.9432	4.02566	4.3033
88	9.68242	4.74288	11.568	1.95499	2.37144	14.4716	2.0591	1.94342
89	9.67085	5.12462	14.2286	2.67221	4.53466	18.0114	3.1465	4.80072
90	9.68242	6.45494	19.2376	3.51667	4.75445	21.528	3.73646	5.15933
91	9.68242	6.72101	19.9895	3.55138	4.75445	21.4355	3.74803	5.11306
92	9.65928	6.89453	20.8224	3.62078	4.74288	21.5512	3.73646	4.99738
93	9.68242	7.18373	21.4702	3.63235	4.71974	21.5628	3.80587	4.9511
94	9.69398	7.25314	21.6784	3.77117	4.63877	21.4586	3.64392	4.99738
95	9.65928	7.28784	21.6206	3.60922	4.61563	21.528	3.85214	4.92797
96	9.65928	7.2647	21.6553	3.89842	4.70818	21.3198	3.65549	4.9511
97	9.70555	7.2647	21.6669	3.74803	4.58093	21.4008	3.80587	4.90483
98	9.67085	7.21843	21.6669	3.84058	4.69661	21.3661	3.7596	4.84699
99	9.65928	7.31098	21.6206	3.80587	4.6272	21.4471	3.71333	4.9164
100	9.68242	7.31098	20.7877	3.80587	4.63877	19.5384	3.28531	4.89326
101	9.68242	7.81997	20.4175	3.58608	4.93954	20.406	3.66706	5.12462
102	9.67085	8.00506	21.181	3.94469	4.85856	21.0422	3.70176	5.15933
103	9.65928	7.94722	21.181	3.95626	4.89326	21.181	3.62078	5.07835
104	9.69398	7.92408	21.1232	3.96782	4.80072	21.1	3.74803	4.99738
