0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4338	2892	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	2892	4338	2892	4338	4338	2892	4338	4338	4338	4338	4338	4338	2892	4338	4338	2892	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	2892	2892	4338	2892	4338	4338	2892	4338	4338	4338
2	14460	13014	18798	18798	17352	13014	14460	18798	18798	18798	18798	14460	14460	18798	18798	18798	18798	18798	18798	13014	18798	13014	14460	18798	10122	18798	14460	18798	14460	18798	18798	13014	14460	14460	13014	15906	15906	17352	13014	13014	17352	14460	14460	14460	13014	13014	13014	18798	14460	14460	13014	13014	14460	10122	14460	18798	10122	17352	18798	14460
3	60732	46272	85314	88206	60732	50610	60732	73746	70854	63624	67962	60732	54948	76638	62178	67962	70854	69408	60732	40488	63624	53502	60732	66516	39042	75192	53502	73746	50610	70854	83868	49164	60732	59286	40488	60732	60732	60732	52056	47718	60732	59286	60732	60732	47718	41934	46272	65070	50610	50610	40488	47718	54948	34704	52056	66516	40488	60732	70854	60732
4	159060	138816	193764	196656	161952	39201	90302	71786	100377	96538	50096	99749	40488	54434	92941	52056	52988	51613	48650	34704	48650	44826	54434	169182	82422	126734	36150	49164	92143	156168	172074	105558	124356	40488	37858	134478	41934	73361	42633	59672	54383	39765	115548	43380	40488	28920	98328	123715	71873	34704	29643	31089	86057	73746	108450	66795	91098	121554	153276	140262
5	280524	258834	313782	318120	281970	41411	61165	63340	63754	63786	25660	63754	43582	1446	63142	54002	55506	53733	51715	36339	51875	48893	56686	290646	41910	63073	37652	1446	49626	277632	62941	53286	61754	19628	31750	62677	22071	51460	20244	41599	45244	40641	60417	21263	35590	29560	48449	63073	44618	1446	30609	14888	51180	33754	53885	1446	47523	62383	63106	61669
6	401988	380298	435246	438138	403434	43841	63578	65853	66284	66253	28208	66346	45938	4338	65605	56508	58125	56135	54096	38663	54400	51286	59245	410664	44029	65509	39949	2892	51864	399096	65416	55635	64171	21841	33901	64938	24230	53740	21002	43688	2892	42922	62792	23410	37684	31796	50659	65416	46746	2892	32773	16986	53548	35783	56061	5784	49940	64717	65571	64025
7	522006	501762	556710	559602	524898	46005	66021	68365	68782	68692	30611	68872	48222	14460	68095	58968	60722	58615	56598	41305	56886	53803	61735	532128	46095	67822	42071	13014	53934	519114	67762	57891	66440	23848	35864	67152	26370	55957	23172	45770	10122	45178	64954	25537	39772	33760	52698	67582	48824	10122	34801	19181	55698	37867	58160	18798	52206	66876	67942	66330
8	643470	621780	676728	681066	644916	48201	68318	70788	71191	71046	32901	71278	50401	28876	70469	61337	63187	60994	58880	43504	59300	56130	64185	653592	48072	69973	43995	24193	55887	640578	69944	59922	68513	25778	37669	69172	28347	58024	25071	47761	22445	47238	67013	27574	41805	35556	54584	69682	50815	18290	36659	21048	57700	39892	60144	24872	54221	68965	70147	68437
9	764934	743244	798192	801084	766380	50340	70539	73102	73491	73267	35099	73631	52530	30894	72710	63644	65524	63286	61081	45774	61556	58400	66485	773610	49848	72032	45883	26177	57632	760596	72032	61850	70525	27647	39498	71104	30332	59979	26914	49420	24144	49168	69038	29328	43504	37542	56446	71655	52729	20240	38426	22760	59566	41671	62065	26883	56130	70962	72259	70481
10	884952	864708	919656	922548	887844	52394	72665	75292	75694	75424	37222	75883	54572	33101	74887	65806	67777	65462	63239	47980	63723	60581	68707	895074	51597	73967	47653	28168	59535	882060	74023	63720	72428	29397	41192	72959	32128	61905	28781	51308	26132	51028	70829	31249	45229	39216	58244	73491	54424	21826	40271	24776	61475	43375	63801	28608	57941	72822	74247	72413
11	1006416	984726	1039674	1044012	1007862	54364	74735	77425	77839	77501	39335	78073	56545	35228	76966	67899	69959	67537	65291	50089	65820	62654	70829	1016538	53330	75856	49314	29817	61139	1003524	75937	65631	74248	31114	42915	74749	33889	63678	30465	52971	27754	52854	72609	32931	47110	40924	59919	75316	56253	23570	41836	26323	63225	45151	65617	30370	59867	74670	76180	74289
12	1126434	1106190	1161138	1164030	1129326	56269	76706	79480	79893	79503	41338	80179	58478	37289	78986	69931	72047	69577	67308	52112	67883	64692	72861	1136556	54972	77683	51047	31577	62899	1123542	77813	67367	76046	32741	44527	76477	35620	65404	32126	54736	29498	54546	74373	34711	48668	42414	61583	77044	57808	25027	43534	28156	64926	46728	67167	32229	61499	76453	78099	76112
13	1247898	1227654	1282602	1285494	1250790	58182	78606	81467	81864	81439	43344	82214	60351	39186	80942	71874	74093	71496	69233	54056	69829	66635	74870	1258020	56564	79399	52716	33306	64418	1245006	79633	69110	77736	34410	46078	78125	37215	67109	33765	56261	31143	56261	76058	36289	50294	44183	63233	78775	59426	26637	45120	29526	66551	48295	68827	33740	63248	78180	79867	77878
14	1369362	1347672	1402620	1406958	1370808	59893	80526	83417	83807	83339	45214	84191	62134	41098	82867	73786	76085	73393	71105	55932	71772	68492	76814	1379484	58076	81114	54184	34948	65966	1366470	81364	70754	79374	35944	47582	79711	38851	68740	35326	57780	32894	57888	77670	37800	51912	45748	64709	80387	61067	28377	46610	31302	68170	49897	70452	35420	64788	79896	81689	79646
15	1490826	1469136	1524084	1526976	1492272	61756	82301	85274	85679	85151	47096	86111	63900	43161	84722	75600	77982	75248	72904	57892	73604	64058	78684	1499502	59582	82714	55761	36572	67514	1486488	83139	72453	81015	37469	49035	81314	40470	70338	36933	59329	34316	59434	79282	39464	53521	47128	66155	81989	62565	29806	48007	32856	69729	51484	71902	37022	58917	81542	83414	81301
16	1610844	1589154	1644102	1648440	1613736	63501	84179	87191	87603	42106	22722	88040	65713	44993	86618	77567	79932	77192	74804	59718	75533	34543	80626	1620966	61117	84407	57330	38342	69104	1607952	84839	74077	82615	39145	50652	82914	19128	33815	38365	60939	35852	61075	80901	40958	54892	48556	67757	83614	63998	31236	49618	34218	33815	24206	73449	38558	32140	83217	85175	83026
17	1732308	1710618	1765566	1768458	1733754	65357	86099	89100	89512	44029	24656	89949	67539	46929	88525	79491	81951	79126	76748	61686	77528	36472	82626	1742430	62680	86135	58926	39827	70632	1729416	86639	75773	84264	40600	52101	84503	20701	35493	40005	62441	37658	62705	82501	42643	56524	50105	69407	85223	65621	32793	51296	35933	35551	25708	75086	40243	33717	84890	86927	84731
18	1852326	1832082	1887030	1889922	1855218	67217	87959	91005	91399	45870	26449	91817	69399	48789	90434	81377	83915	81001	78594	63625	79426	38302	84515	1862448	64205	87741	60378	41508	72082	1849434	88316	77447	85920	42103	53588	86087	22348	37036	41629	63877	39116	64261	84107	44168	58072	51727	70896	86855	67202	34519	52764	37515	37036	27203	76625	41808	35222	86522	88638	86387
19	1973790	1952100	2007048	2011386	1975236	68875	89753	92809	93203	47728	28274	93643	71062	50740	92259	83252	85811	82851	80414	65446	81265	40100	86387	1983912	65636	89351	61830	43171	73567	1970898	89972	78955	87512	43603	55070	87649	23705	38572	43095	65380	40623	65876	85667	45733	59613	53223	72310	88408	68710	35933	54230	39032	38518	28619	78112	43363	36891	88088	90294	88028
