0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.128173	0.0446525	0.0642024	0.0692923	0.046619	0.0992534
2	0.76719	0.250216	0.307246	0.340793	0.223609	0.500316
3	0.749375	0.29267	0.328068	0.367284	0.220139	0.560817
4	0.761059	0.286077	0.330382	0.356179	0.223147	0.55457
5	0.789053	0.291282	0.329457	0.356873	0.22199	0.56822
6	0.791945	0.292323	0.330498	0.361963	0.221412	0.572153
7	0.786393	0.291514	0.331192	0.361731	0.223841	0.571806
8	0.783848	0.291167	0.33177	0.36231	0.224998	0.571112
9	0.784195	0.291167	0.333158	0.364161	0.226501	0.572385
10	0.783154	0.29082	0.333621	0.365433	0.22708	0.572732
11	0.782459	0.290935	0.33339	0.362541	0.228352	0.573079
12	0.783385	0.290935	0.334894	0.367862	0.228352	0.574583
13	0.744864	0.290935	0.336513	0.364161	0.236219	0.575045
14	0.703334	0.284341	0.346809	0.372605	0.251373	0.571228
15	0.752151	0.28064	0.335009	0.362772	0.226039	0.564056
16	0.786393	0.290472	0.336629	0.370176	0.230203	0.580251
17	0.785004	0.291051	0.337901	0.369019	0.23055	0.581523
18	0.783848	0.290704	0.337554	0.370176	0.232285	0.58002
19	0.781765	0.29082	0.337786	0.369482	0.232517	0.580482
20	0.782228	0.290588	0.337901	0.368556	0.233558	0.579672
21	0.778989	0.290588	0.337554	0.369366	0.23298	0.579325
22	0.762215	0.287233	0.336976	0.366706	0.229972	0.575739
23	0.780262	0.289778	0.336976	0.368672	0.227543	0.578631
24	0.782112	0.290472	0.337439	0.368209	0.22974	0.580251
25	0.781303	0.29082	0.337439	0.367747	0.230666	0.580367
26	0.780956	0.290472	0.337554	0.370986	0.230203	0.579904
27	0.769388	0.289431	0.33767	0.369713	0.231129	0.578747
28	0.773784	0.287465	0.338017	0.381166	0.229972	0.57493
29	0.698823	0.287696	0.34195	0.390189	0.243391	0.57678
30	0.738501	0.279599	0.337554	0.379662	0.245357	0.579557
31	0.782228	0.290588	0.337901	0.382901	0.245936	0.580945
32	0.758977	0.28839	0.335009	0.378505	0.236913	0.577243
33	0.79021	0.291282	0.334547	0.378505	0.23298	0.581755
34	0.78593	0.291282	0.335356	0.376076	0.232748	0.579788
35	0.783963	0.29082	0.335703	0.376885	0.234136	0.579441
36	0.783732	0.290935	0.335703	0.37677	0.234715	0.578978
37	0.783269	0.290588	0.336166	0.375266	0.235062	0.578631
38	0.770313	0.29082	0.333852	0.377695	0.238995	0.578516
39	0.787434	0.291167	0.333852	0.37677	0.246283	0.579094
40	0.78431	0.290704	0.334662	0.375729	0.24744	0.5784
