0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	6.6169	4.9164	13.9973	3.25061	2.75318	13.4883	2.16322	3.37786
2	9.24283	7.06805	21.5512	2.25576	5.43696	17.6528	2.75318	5.72616
3	9.38165	7.35725	21.8982	2.93827	5.70302	20.2209	4.60406	5.79557
4	9.46262	7.1953	22.0139	3.06552	5.62205	19.8854	4.54622	5.62205
5	9.48576	7.13746	22.037	3.22747	5.64518	19.7234	4.40741	5.63362
6	9.5089	7.14902	22.0139	2.20949	4.8817	15.478	2.49869	4.60406
7	9.49733	7.11432	22.0255	3.1812	5.1709	18.6245	3.40099	5.4601
8	9.52046	7.13746	21.9792	3.36629	5.77243	20.2093	3.93312	5.784
9	8.16701	6.1079	18.1618	3.59765	5.7493	19.9201	3.89842	5.7493
10	8.08603	6.31613	17.8379	3.59765	3.69019	18.0692	3.1812	2.45242
11	9.62458	7.54234	21.5859	4.58093	4.5925	20.4522	3.85214	4.3727
12	9.62458	7.50763	21.5975	4.61563	4.85856	20.4985	3.80587	4.87013
13	9.60144	7.44979	21.6206	4.32643	4.83542	20.3365	3.55138	4.85856
14	8.1323	6.08477	13.9973	2.2789	5.11306	20.4407	3.08866	2.94984
15	9.65928	7.76213	20.0589	3.13493	5.1709	23.0666	3.44726	3.56294
16	9.63614	6.57062	17.1438	2.77632	5.2403	22.6386	3.23904	3.70176
17	9.64771	7.14902	20.9844	2.6375	5.28658	22.4535	2.94984	3.85214
18	9.67085	6.37397	21.1926	3.16963	5.43696	21.0306	2.77632	4.44211
19	9.64771	6.59376	22.708	3.40099	5.47166	22.3494	3.00768	4.47682
20	9.64771	6.62846	22.5229	3.44726	5.42539	22.2915	3.05395	4.41898
21	9.65928	6.69787	22.3725	2.62594	3.78274	18.5666	3.40099	3.1812
22	9.64771	7.38038	19.1913	2.17478	4.65034	17.5024	3.4357	4.41898
23	9.65928	8.07446	21.1579	2.88043	5.22874	22.0255	4.03723	4.71974
24	9.65928	7.99349	21.181	3.05395	5.19403	21.8288	3.97939	4.65034
25	9.64771	7.94722	21.1232	3.15806	5.15933	21.7941	3.94469	4.52309
26	9.65928	7.91251	21.0885	3.28531	5.13619	21.6784	3.90998	4.54622
27	9.65928	7.83154	21.1116	3.36629	5.07835	21.5975	3.94469	4.48838
28	9.63614	7.42666	19.2839	3.4704	4.98581	20.8802	3.86371	4.03723
29	9.67085	6.21202	18.37	2.69534	4.53466	16.3224	2.15165	3.15806
30	9.65928	6.79042	21.9561	4.29173	5.5295	21.3892	3.32002	4.67347
31	9.63614	6.9755	22.3609	4.44211	5.34442	20.9728	3.37786	4.45368
32	9.65928	6.98707	22.3031	4.34957	5.33285	21.0769	3.38942	4.45368
33	9.67085	7.02178	22.1527	4.31486	5.27501	21.2273	3.36629	4.34957
34	9.63614	7.06805	21.9329	4.46525	5.19403	20.8918	3.55138	4.36114
35	9.64771	7.11432	21.8404	4.12978	4.10664	19.6656	3.44726	3.26218
36	9.67085	5.10149	16.6001	3.80587	4.36114	13.3842	2.86886	3.36629
37	9.64771	7.34568	21.4818	5.55264	5.34442	19.2376	3.71333	4.60406
38	9.63614	7.47293	21.7478	5.5295	5.30971	19.5384	3.77117	4.44211
39	9.67085	7.43822	21.7363	5.34442	5.26344	19.7697	3.77117	4.3727
40	9.65928	7.43822	21.6206	5.43696	5.22874	19.7003	3.78274	4.338
41	9.63614	7.43822	21.69	5.35598	5.21717	19.735	3.7943	4.32643
42	9.67085	7.04491	20.3134	5.35598	5.2403	19.5615	3.87528	4.31486
43	9.65928	7.65802	20.3712	5.34442	5.18246	19.8276	3.93312	4.25702
44	9.63614	7.88938	19.9895	4.38427	5.25187	17.271	3.06552	3.84058
