0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.150384	0.17352	0.439584	0.150384	0.080976	0.728784	0.092544	0.104112
2	0.80976	0.740352	2.00126	0.670944	0.543696	2.59123	0.474288	0.381744
3	2.59123	2.52182	6.92923	2.40614	1.60795	8.88422	1.56168	1.50384
4	7.02178	6.0385	17.5949	4.65034	3.64392	19.7119	3.30845	3.7249
5	8.88422	2.74162	4.84699	0.150384	1.7699	6.08477	0.474288	2.22106
6	9.68242	6.96394	18.2659	0.728784	3.82901	16.6348	1.85088	3.22747
7	9.68242	7.38038	19.1913	1.24934	4.55779	20.834	2.15165	4.74288
8	9.67085	7.5539	20.0011	2.32517	4.77758	22.2915	2.76475	4.8817
9	9.68242	7.72742	20.7877	2.94984	4.6272	23.1476	3.01925	4.74288
10	9.67085	7.79683	21.0422	3.12336	4.55779	22.8699	3.11179	4.6619
11	9.68242	7.81997	20.9612	3.22747	4.61563	22.6964	3.1465	4.65034
12	9.67085	7.44979	17.78	2.99611	4.6272	20.5101	2.9267	4.74288
13	9.68242	7.41509	17.0628	3.48197	4.98581	21.8057	3.23904	5.07835
14	9.65928	7.71586	18.7286	3.30845	4.87013	22.0717	3.37786	4.96267
15	9.68242	7.86624	19.307	3.74803	4.8817	21.7825	3.19277	4.93954
16	9.69398	7.97035	19.9548	3.42413	4.74288	22.0602	3.48197	4.85856
17	9.65928	8.02819	20.5101	3.66706	4.80072	21.9445	3.27374	4.85856
18	9.67085	8.12074	20.7877	3.59765	4.67347	21.8404	3.48197	4.82386
19	9.68242	8.05133	20.8224	3.82901	4.75445	21.7825	3.36629	4.73131
20	9.68242	8.07446	20.8224	3.73646	4.71974	21.7478	3.42413	4.82386
21	9.68242	8.12074	20.8455	3.74803	4.68504	21.8867	3.36629	4.78915
22	9.65928	8.15544	20.6489	3.64392	4.75445	21.6437	3.33158	4.77758
23	9.67085	8.27112	18.4972	2.68378	4.96267	19.8044	2.19792	4.98581
24	9.69398	8.54875	20.6373	3.30845	5.18246	22.3147	2.6375	5.30971
25	9.67085	8.56032	20.5563	3.33158	5.1709	22.0023	2.78789	5.22874
26	9.67085	8.58346	20.6373	3.42413	5.11306	22.1874	2.67221	5.18246
27	9.68242	8.46778	20.591	3.52824	5.02051	22.0717	2.83416	5.13619
28	9.68242	8.56032	20.4407	3.4704	5.03208	22.1643	2.84573	5.05522
29	9.65928	8.4215	20.6257	3.51667	4.96267	22.118	2.83416	5.05522
30	9.69398	8.58346	20.4869	3.52824	4.9511	22.2106	2.88043	4.99738
31	9.65928	8.43307	20.591	3.57451	4.9164	22.2915	2.78789	4.97424
32	9.68242	8.56032	20.4985	3.7596	4.89326	22.1064	2.892	4.9511
33	9.69398	8.51405	20.4985	3.60922	4.90483	22.1527	2.96141	4.92797
34	9.64771	8.50248	20.5216	3.65549	4.81229	22.1412	3.03082	4.8817
35	9.60144	8.44464	20.5332	3.80587	4.77758	22.1527	2.93827	4.83542
36	9.58987	8.51405	20.4291	3.78274	4.77758	22.2106	2.91514	4.82386
37	9.62458	8.52562	20.4291	3.69019	4.80072	22.1874	3.03082	4.85856
38	9.60144	8.47934	20.4522	3.85214	4.80072	21.771	3.1812	4.84699
39	9.61301	8.54875	20.5448	2.01283	3.93312	15.9407	2.97298	5.00894
40	9.55517	8.53718	20.6373	3.05395	4.58093	20.6026	3.85214	5.71459
41	9.5783	8.50248	20.5332	3.1812	4.74288	21.0885	3.81744	5.71459
42	9.60144	8.49091	20.5101	3.22747	4.71974	21.1694	3.85214	5.69146
43	9.60144	8.49091	20.4985	3.25061	4.67347	21.1116	3.89842	5.65675
44	9.61301	8.50248	20.5216	3.11179	4.63877	21.262	3.84058	5.64518
45	9.61301	8.51405	20.4522	3.2159	4.5925	21.2388	3.88685	5.61048
46	9.60144	8.3868	20.6257	3.34315	4.6272	21.1694	3.87528	5.56421
47	9.56674	8.43307	20.6026	3.48197	4.68504	21.0538	3.74803	5.55264
48	9.49733	8.43307	20.6836	3.32002	4.6619	20.9728	4.06037	5.50637
49	9.47419	8.37523	20.7761	3.30845	4.6272	21.3545	3.88685	5.48323
50	9.42792	8.44464	20.7299	3.63235	2.6028	21.0306	2.45242	4.87013
51	9.45106	8.15544	19.816	3.65549	2.0244	21.1	1.90872	4.338
52	9.58987	1.68893	4.89326	1.35346	3.93312	14.9574	2.49869	4.89326
