0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	4338	4338	5784	5784	5784	4338	4338	5784	5784	5784	5784	4338	4338	5784	4338	5784	4338	5784	5784	2892	4338	4338	4338	5784	2892	5784	4338	5784	4338	5784	5784	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	4338	5784	4338	4338	4338	4338	4338	2892	4338	5784	2892	4338	4338	4338
2	20244	18798	27474	27474	26028	18798	21690	27474	27474	27474	27474	18798	18798	27474	26028	27474	27474	27474	26028	14460	27474	18798	21690	27474	13014	27474	18798	27474	18798	27474	27474	18798	18798	20244	17352	21690	21690	23136	18798	18798	23136	18798	18798	21690	18798	18798	18798	27474	18798	18798	18798	18798	18798	13014	18798	27474	13014	26028	27474	21690
3	92544	72300	121464	122910	96882	78084	89652	108450	105558	99774	104112	93990	83868	111342	98328	102666	104112	105558	95436	62178	98328	78084	93990	102666	50610	101220	75192	99774	72300	98328	109896	66516	78084	78084	60732	83868	83868	86760	70854	67962	86760	76638	78084	82422	62178	60732	60732	91098	70854	70854	60732	62178	73746	46272	72300	93990	54948	91098	96882	88206
4	200994	179304	229914	232806	206778	41449	198102	216900	58703	208224	212562	21433	48656	57369	57876	53502	57153	57189	203886	31375	50610	54491	50815	55024	32535	61455	28920	50610	33258	60732	62178	49164	48650	48650	33981	31812	39974	43380	50096	41934	51542	44826	36150	41934	36150	31812	43380	47342	43380	36150	36150	33258	33258	23136	36150	42352	34704	60218	60732	61664
5	322458	300768	351378	354270	326796	43688	319566	338364	61147	328242	334026	23741	50938	59905	60146	27955	59664	59524	325350	33797	1446	56577	53236	57514	34517	63563	2892	26458	2892	64362	64458	51264	51584	51955	35882	4338	4338	22686	52651	45062	2892	47722	1446	22114	39322	1446	46212	52353	45838	2892	39004	1446	2892	2892	1446	4338	37860	63022	64490	64490
6	442476	422232	472842	474288	448260	46220	441030	459828	63785	449706	454044	26398	53431	62559	62727	30514	62361	62130	446814	36397	5784	59244	55920	60076	37180	66223	13014	29434	13014	66966	67090	54048	54428	54628	38448	17944	21976	25373	55365	47608	13014	50540	5784	24780	41875	4338	48824	55157	48427	13014	41526	5784	13014	11925	5784	18798	40657	65679	67090	67090
7	563940	542250	592860	595752	568278	48492	561048	579846	66314	571170	575508	28881	55735	65080	65243	32810	64920	64600	566832	38878	24667	61701	58446	62593	39558	68693	16986	32135	19505	69442	69562	56660	57056	57174	40853	20547	24571	27949	57952	50062	25902	53131	19560	27259	44230	16424	51260	57786	50884	20600	44089	17827	19612	14175	17944	23797	43129	68167	69592	69592
8	685404	663714	714324	717216	689742	50700	682512	701310	68661	691188	696972	31364	57916	67445	67569	35191	67352	66918	688296	41106	26849	64024	60795	64857	41799	71105	18962	34503	21537	71829	71945	59045	59465	59440	43073	22668	26917	30235	60251	52205	28208	55451	21590	29530	46468	18460	53431	60163	53067	22810	46243	20240	21634	16494	20240	26132	45602	70539	71974	71945
9	805422	783732	835788	837234	811206	52776	803976	822774	70929	812652	816990	33602	60013	69696	69757	37475	69666	69126	809760	43361	28863	66236	63060	67043	43876	73408	21048	36830	23481	74107	74247	61241	61744	61589	45092	24944	29214	32423	62433	54334	30201	57712	23880	31702	48642	20496	55513	62348	55169	24821	48298	22204	23834	18523	22204	28200	47730	72777	74275	74219
