0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.0598066	0.0254496	0.034357	0.0337786	0.0264907	0.0481229
2	0.262478	0.114639	0.147145	0.140436	0.109549	0.205101
3	0.852909	0.348775	0.494416	0.4729	0.378968	0.67372
4	0.966159	0.386603	0.578978	0.547745	0.450689	0.772974
5	0.967316	0.386834	0.56556	0.540573	0.432528	0.773899
6	0.966159	0.386487	0.577128	0.546357	0.454854	0.772858
7	0.965581	0.386256	0.578863	0.551447	0.456936	0.772511
8	0.965581	0.386256	0.57921	0.548786	0.449417	0.772164
9	0.965234	0.386024	0.57921	0.549249	0.448838	0.772511
10	0.965581	0.38614	0.579441	0.54867	0.448029	0.772511
11	0.965581	0.38614	0.579325	0.547166	0.44745	0.772395
12	0.965581	0.386256	0.579441	0.547398	0.447103	0.772511
13	0.965581	0.386256	0.579325	0.546357	0.448144	0.772164
14	0.965234	0.386024	0.579094	0.546935	0.446872	0.772395
15	0.965465	0.38614	0.579441	0.545431	0.447335	0.772511
16	0.965581	0.386256	0.579441	0.545316	0.445715	0.772511
17	0.965581	0.38614	0.579325	0.546357	0.447913	0.772511
18	0.965581	0.386256	0.579325	0.546241	0.446525	0.772164
19	0.96535	0.38614	0.579094	0.54439	0.445715	0.772395
20	0.965465	0.38614	0.579441	0.545778	0.44664	0.772511
21	0.965581	0.38614	0.579441	0.546125	0.447103	0.772511
22	0.965581	0.386256	0.579325	0.545894	0.446525	0.772511
23	0.965465	0.386256	0.579325	0.544853	0.446178	0.772164
24	0.965465	0.386024	0.57921	0.545084	0.446293	0.772395
25	0.96535	0.38614	0.579325	0.545547	0.446178	0.772511
26	0.965581	0.386256	0.579441	0.545778	0.446525	0.772511
27	0.965581	0.38614	0.579325	0.546357	0.446062	0.772395
28	0.965581	0.386256	0.579325	0.545894	0.446293	0.77228
29	0.96535	0.386024	0.57921	0.545547	0.446293	0.772395
30	0.965465	0.38614	0.579325	0.544737	0.446062	0.772511
31	0.965465	0.386256	0.579441	0.545894	0.445831	0.772395
32	0.965697	0.38614	0.579325	0.54439	0.445715	0.772511
33	0.965465	0.386256	0.579325	0.54439	0.446293	0.772164
34	0.96535	0.386024	0.579325	0.546472	0.44664	0.772395
35	0.965465	0.386256	0.57921	0.546241	0.446178	0.772511
