0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.0499738	0.0165422	0.026375	0.0278789	0.0194342	0.040141
2	0.156515	0.054601	0.0785467	0.0844464	0.0566832	0.122274
3	0.622127	0.205332	0.281912	0.305858	0.205448	0.443286
4	0.965234	0.305742	0.346115	0.39123	0.25866	0.5784
5	0.717679	0.300537	0.346115	0.385099	0.257272	0.580598
6	0.659029	0.253224	0.336744	0.36497	0.247092	0.577822
7	0.752267	0.263056	0.346809	0.375729	0.256116	0.579325
8	0.759439	0.274046	0.344958	0.378736	0.253224	0.578631
9	0.764066	0.277285	0.345073	0.380819	0.254612	0.5784
10	0.761521	0.276822	0.344032	0.377464	0.252298	0.5784
11	0.763141	0.279599	0.343107	0.377001	0.250332	0.578169
12	0.765339	0.280293	0.342528	0.379083	0.249753	0.578516
13	0.76557	0.281565	0.342528	0.378852	0.248712	0.5784
14	0.766611	0.282375	0.341025	0.377232	0.248365	0.578516
15	0.767653	0.283994	0.340678	0.377348	0.247671	0.578169
16	0.767999	0.285267	0.339984	0.379662	0.246398	0.578516
17	0.771007	0.285845	0.340099	0.376885	0.244895	0.578284
18	0.772164	0.286539	0.338711	0.377232	0.2442	0.578516
19	0.770776	0.288043	0.339174	0.376423	0.243969	0.578284
20	0.77228	0.288622	0.338017	0.376654	0.242118	0.578631
21	0.774131	0.289316	0.33767	0.377232	0.242003	0.5784
22	0.774015	0.289663	0.337554	0.37515	0.242003	0.578284
23	0.775866	0.289547	0.337323	0.37758	0.240846	0.5784
24	0.775519	0.289431	0.336397	0.375497	0.240152	0.5784
25	0.774709	0.289663	0.337439	0.375844	0.240614	0.578516
26	0.775866	0.289663	0.336513	0.37677	0.239805	0.578284
27	0.775981	0.289547	0.336166	0.374688	0.240267	0.578516
28	0.776675	0.289663	0.337207	0.376191	0.239458	0.578169
29	0.775866	0.29001	0.336744	0.375729	0.240267	0.5784
30	0.775866	0.289547	0.335935	0.37515	0.239226	0.578516
31	0.776675	0.289663	0.33605	0.374919	0.240267	0.5784
32	0.77656	0.289778	0.336166	0.376423	0.238416	0.578516
33	0.775519	0.289894	0.336397	0.374109	0.239689	0.578284
34	0.776097	0.289663	0.336744	0.377811	0.239226	0.5784
35	0.776675	0.289663	0.336629	0.373993	0.240499	0.5784
36	0.77494	0.289894	0.336397	0.374109	0.239111	0.5784
37	0.777832	0.289778	0.335935	0.378274	0.239342	0.578516
38	0.738038	0.289663	0.339637	0.376307	0.248481	0.577706
39	0.740005	0.287696	0.341834	0.379315	0.246398	0.579094
40	0.669672	0.255537	0.320781	0.355369	0.211232	0.574236
41	0.756316	0.24663	0.334315	0.362888	0.218635	0.567063
42	0.776791	0.282606	0.337439	0.376654	0.221527	0.581408
43	0.778064	0.289778	0.33767	0.377811	0.223262	0.580135
44	0.776675	0.289431	0.337901	0.378158	0.222568	0.579672
45	0.776907	0.289894	0.33767	0.377695	0.222106	0.579094
46	0.776213	0.290125	0.337901	0.37943	0.222684	0.578863
47	0.776675	0.289547	0.33686	0.37677	0.222221	0.580367
48	0.778526	0.289894	0.337554	0.377348	0.222684	0.579325
49	0.777254	0.289778	0.337323	0.378736	0.222915	0.5784
50	0.776213	0.289663	0.336629	0.376307	0.223725	0.579557
51	0.77656	0.29001	0.337207	0.37677	0.223725	0.579788
52	0.77656	0.289894	0.337323	0.378389	0.223725	0.579672
53	0.777601	0.289894	0.336976	0.37758	0.223494	0.579094
54	0.777832	0.29001	0.337207	0.375729	0.224998	0.579557
55	0.777832	0.290241	0.336744	0.376654	0.224882	0.579788
56	0.777023	0.29001	0.336976	0.377117	0.224188	0.578978
57	0.776675	0.290241	0.336976	0.378274	0.225692	0.578747
58	0.777023	0.290241	0.33686	0.373762	0.225113	0.5784
59	0.777601	0.290125	0.336976	0.379662	0.22546	0.579094
60	0.776791	0.290125	0.337207	0.375382	0.226733	0.579094
61	0.777023	0.290125	0.337092	0.376307	0.225345	0.578747
62	0.765686	0.29001	0.336397	0.37596	0.224188	0.578516
63	0.754465	0.290588	0.338248	0.379546	0.215975	0.578978
64	0.778989	0.291051	0.339289	0.382669	0.218635	0.578978
65	0.785004	0.29082	0.339868	0.384983	0.221759	0.578631
66	0.780724	0.290704	0.339521	0.383479	0.222221	0.57921
67	0.781071	0.290935	0.339752	0.383132	0.22118	0.578863
68	0.779567	0.290357	0.340215	0.382091	0.22118	0.578863
69	0.778989	0.290125	0.340562	0.384405	0.223841	0.578747
70	0.778873	0.290125	0.340562	0.383016	0.225229	0.578863
71	0.773089	0.290241	0.340909	0.383826	0.223609	0.578747
72	0.740583	0.289431	0.348544	0.390073	0.236797	0.578978
73	0.763257	0.2892	0.346809	0.389148	0.236681	0.578747
74	0.771354	0.288969	0.348428	0.390883	0.239342	0.578631
75	0.769966	0.288737	0.346693	0.391345	0.236566	0.578747
76	0.772048	0.2892	0.346924	0.388453	0.237028	0.578631
77	0.772395	0.289084	0.345883	0.387759	0.237375	0.578631
78	0.771239	0.289316	0.344611	0.387644	0.236219	0.578516
79	0.771933	0.289431	0.345652	0.38695	0.234021	0.57921
80	0.774825	0.289431	0.344611	0.388453	0.235062	0.578631
81	0.773436	0.289431	0.344148	0.386603	0.237838	0.578631
82	0.773784	0.289547	0.344148	0.385099	0.23217	0.578863
83	0.775519	0.289431	0.343801	0.3888	0.235293	0.5784
84	0.774246	0.289547	0.34357	0.382669	0.23564	0.579094
85	0.77575	0.289778	0.343685	0.388222	0.233558	0.578516
86	0.775056	0.289663	0.343223	0.385446	0.235524	0.578863
87	0.77575	0.289663	0.34276	0.385214	0.233905	0.5784
88	0.775634	0.289894	0.342991	0.38533	0.234715	0.57921
89	0.775403	0.289663	0.342644	0.385099	0.234715	0.578516
90	0.775981	0.289778	0.342644	0.384752	0.235062	0.578747
91	0.776444	0.289894	0.342528	0.384983	0.233558	0.578516
92	0.776097	0.289663	0.34276	0.384867	0.237028	0.57921
93	0.769966	0.29001	0.343917	0.385908	0.233442	0.578631
94	0.70854	0.289084	0.355832	0.390651	0.250679	0.576896
95	0.752614	0.287233	0.351204	0.381166	0.251604	0.581061
96	0.766264	0.288043	0.348428	0.382207	0.245126	0.578747
97	0.656947	0.274971	0.30285	0.344611	0.214008	0.563709
98	0.754812	0.280061	0.326912	0.366937	0.237144	0.575508
99	0.783963	0.288969	0.340215	0.380703	0.249753	0.578053
100	0.779683	0.290472	0.340678	0.377927	0.248828	0.581523
101	0.782807	0.290935	0.340909	0.38024	0.252414	0.58002
102	0.780956	0.290704	0.34114	0.380587	0.248481	0.58002
103	0.780724	0.290357	0.340678	0.379893	0.249984	0.580367
104	0.779799	0.290357	0.341256	0.380009	0.251488	0.579672
105	0.779799	0.290588	0.340909	0.380472	0.248943	0.58002
106	0.779221	0.290241	0.34114	0.381166	0.249984	0.580251
107	0.778989	0.290472	0.341256	0.381281	0.249753	0.58002
108	0.777138	0.290472	0.34114	0.381513	0.249869	0.580135
109	0.779105	0.290125	0.34114	0.38105	0.251026	0.579788
110	0.778642	0.290472	0.340909	0.381744	0.248943	0.579788
111	0.77737	0.290241	0.341372	0.382901	0.248481	0.579904
112	0.778295	0.290241	0.340793	0.381397	0.248018	0.579557
