4	0.733	0.848	1.347	0.665	0.528	1.414	0.552	0.566	
9	0.704	0.957	1.626	0.529	0.85	1.461	0.554	0.59	
14	0.516	0.559	1.807	0.612	0.589	1.476	0.502	0.555	
19	0.589	0.715	1.248	0.637	0.429	1.743	0.537	0.585	
24	0.681	1.036	1.366	0.716	0.591	1.249	0.556	0.489	
29	0.68	0.99	1.429	0.496	0.388	1.379	0.366	0.564	
34	0.53	0.587	1.529	0.529	0.542	1.943	1.091	0.47	
39	0.771	0.474	1.764	0.667	0.631	1.214	0.717	0.449	
44	0.248	0.746	1.607	0.756	0.629	1.356	0.461	0.664	
49	0.218	0.517	1.526	0.47	0.473	1.309	0.482	0.543	
54	0.759	0.555	2.027	0.555	0.63	0.999	0.418	0.702	
59	0.404	0.604	1.404	0.667	0.616	1.46	0.471	0.536	
64	0.468	0.642	1.396	0.681	0.53	1.902	0.718	0.551	
69	0.314	0.65	1.405	0.355	0.562	1.404	0.379	0.586	
74	0.424	0.663	1.829	0.788	0.424	1.606	0.381	0.388	
79	0.01	0.65	1.748	0.635	0.568	1.723	0.452	0.663	
84	0.606	0.568	0.964	0.46	0.485	1.216	0.44	0.593	
89	0.506	0.725	1.367	0.627	0.487	1.467	0.589	0.437	
94	0.828	0.699	1.264	0.466	0.608	1.282	0.586	0.643	
99	0.649	0.378	1.779	0.739	0.632	1.459	0.555	0.534	
104	0.203	0.549	1.236	0.587	0.523	1.496	0.352	0.597	
109	0.687	1.065	2.098	0.656	0.503	1.323	0.423	0.45	
114	0.425	0.66	1.118	0.76	0.571	1.539	0.575	0.548	
119	0.023	0.234	0.61	0.753	0.595	1.475	0.383	0.565	
124	0.47	0.42	0.979	0.527	0.39	1.233	0.719	0.684	
129	0.572	0.417	0.77	0.586	0.413	1.454	0.831	0.59	
134	0.438	1.265	1.677	0.76	0.402	1.68	0.565	0.484	
139	0.441	0.54	0.794	1.137	0.42	1.741	0.295	0.483	
144	0.217	0.728	1.625	0.638	0.469	1.926	0.501	0.565	
149	0.585	0.273	0.859	0.73	0.627	1.224	0.24	0.449	
154	0.496	0.318	0.592	0.525	0.616	1.371	0.358	0.647	
159	0.554	0.422	0.696	0.567	0.519	1.408	0.337	0.452	
164	0.026	0.171	0.482	0.382	0.424	1.323	0.479	0.597	
169	0.697	0.864	1.524	0.423	0.442	1.525	0.369	0.269	
174	0.619	0.567	1.193	0.482	0.58	1.111	0.494	0.354	
179	0.878	0.512	0.951	0.47	0.419	1.693	0.496	0.602	
184	0.32	0.741	0.993	0.488	0.339	1.272	0.287	0.68	
189	0.019	0.637	0.707	0.47	0.313	1.405	0.371	0.493	
194	0.013	0.584	2.029	0.678	0.612	1.441	0.407	0.568	
199	0.012	0.529	1.979	0.599	0.588	1.394	0.432	0.391	
204	0.012	0.663	1.21	0.804	0.242	1.383	0.259	0.384	
209	0.231	0.339	0.923	0.476	0.533	1.588	0.391	0.497	
214	0.483	0.445	0.661	0.981	0.726	1.196	0.437	0.465	
219	0.746	0.771	2.302	0.552	0.59	1.398	0.423	0.46	
224	0.01	0.227	0.386	0.465	0.694	1.423	0.504	0.38	
229	0.018	0.653	1.771	0.555	0.712	1.524	0.431	0.581	
234	0.009	0.182	0.21	0.371	0.475	1.01	0.804	0.464	
239	0.012	0.985	2.802	0.628	0.148	2.003	0.553	0.326	
244	0.013	0.429	1.18	0.521	0.473	1.438	0.763	0.479	
249	0.015	0.385	0.798	0.678	0.553	1.95	0.334	0.366	
254	0.485	0.697	1.447	0.533	0.344	1.927	0.686	0.665	
259	0.009	0.557	1.655	0.417	0.373	1.369	0.494	0.445	
264	0.011	0.52	0.977	0.491	0.403	1.303	0.595	0.491	
269	0.009	0.523	1.083	0.465	0.526	1.027	0.477	0.514	
274	0.035	0.842	1.971	0.579	0.291	1.365	0.745	0.608	
279	0.018	0.111	0.126	0.382	0.624	0.884	0.536	0.633	
284	0.012	0.889	2.116	0.836	0.651	1.65	0.34	0.582	
289	0.011	0.859	1.711	0.813	0.251	1.292	0.476	0.439	
294	0.012	1.022	0.984	0.577	0.582	0.972	0.364	0.441	
