0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	6.55906	6.35083	16.5422	4.56936	2.70691	16.2415	2.38301	3.28531
2	8.16701	7.76213	21.2736	2.73005	3.40099	12.0076	1.37659	1.92029
3	1.21464	3.89842	10.5153	4.22232	4.99738	17.2942	1.78147	3.51667
4	5.65675	6.6169	16.924	5.25187	5.80714	19.5499	2.69534	4.03723
5	9.5089	7.81997	20.7183	5.4601	5.73773	20.4638	3.11179	4.70818
6	9.31224	8.28269	22.8699	5.21717	5.7493	20.1283	3.05395	4.78915
7	9.2544	8.20171	22.0833	5.05522	5.7493	20.0589	3.20434	4.80072
8	9.33538	7.92408	21.7478	5.36755	5.66832	19.7928	3.22747	4.75445
9	9.32381	7.90094	21.5512	4.96267	5.4601	20.2787	3.29688	4.60406
10	9.35851	7.8431	21.2273	5.66832	3.34315	16.2415	3.41256	2.55653
11	9.56674	7.75056	20.9728	6.00379	5.02051	19.388	3.62078	3.99096
12	9.64771	7.64645	21.1232	5.94595	5.08992	19.4574	3.7943	4.22232
13	9.61301	7.81997	21.0885	6.08477	5.12462	19.3301	3.69019	4.32643
14	9.5783	7.73899	21.1926	5.84184	5.15933	19.3995	3.7943	4.36114
15	9.61301	7.7737	21.2041	5.71459	5.15933	19.4111	3.81744	4.41898
16	9.5783	7.76213	21.2157	5.88811	5.1709	19.3186	3.7249	4.47682
17	9.5783	7.83154	21.1232	5.87654	4.6619	18.8096	3.27374	3.99096
18	9.60144	7.62331	21.2273	5.40226	3.06552	16.3803	2.07067	4.56936
19	9.5436	7.79683	21.2851	6.45494	4.80072	19.307	3.11179	5.03208
20	9.55517	7.85467	21.2273	6.18888	4.84699	19.3417	3.29688	5.05522
21	9.5436	7.81997	21.262	6.29299	4.85856	19.4111	3.11179	5.03208
22	6.25829	7.38038	19.8276	6.25829	4.87013	19.1219	3.32002	5.02051
23	8.1323	7.29941	20.1746	5.92282	4.9164	19.1219	3.22747	5.12462
24	9.2197	8.08603	21.4471	5.89968	4.96267	19.226	3.33158	5.12462
25	9.31224	7.8431	21.5975	5.79557	4.98581	19.0178	3.1812	4.24546
26	9.34694	8.03976	21.3892	4.92797	5.29814	17.0628	2.93827	3.85214
27	9.37008	7.78526	21.4471	5.7493	5.55264	19.4111	3.58608	4.23389
28	9.38165	7.88938	21.3545	5.64518	5.55264	19.6078	3.51667	4.338
29	9.40478	7.8084	21.4124	5.73773	5.5295	19.5268	3.4704	4.39584
30	9.43949	7.88938	21.3314	5.77243	5.55264	19.3764	3.56294	4.46525
31	9.45106	7.75056	21.4355	5.64518	5.5295	19.5268	3.52824	4.43054
32	9.46262	7.73899	21.4124	5.56421	5.29814	19.5615	3.57451	4.24546
33	5.57578	7.93565	14.9343	2.8573	3.71333	17.1091	2.40614	3.36629
34	9.48576	8.91893	18.1386	4.24546	5.26344	21.0422	3.15806	5.13619
35	9.61301	9.2197	19.8854	4.25702	5.14776	21.2967	3.25061	5.04365
36	9.64771	9.2891	20.163	4.3727	5.08992	21.0191	3.29688	4.98581
37	9.56674	9.20813	20.1399	4.39584	5.04365	21.0306	3.29688	4.93954
38	9.5436	9.19656	20.1746	4.32643	5.04365	21.2388	3.25061	4.8817
39	9.56674	9.15029	20.1746	4.44211	4.99738	21.0422	3.29688	4.8817
40	9.55517	9.10402	20.1515	4.22232	4.67347	20.8455	3.15806	4.3727
41	9.56674	9.10402	20.0936	3.37786	4.55779	16.6926	2.6028	4.63877
42	9.52046	9.08088	20.2903	4.51152	4.81229	20.672	3.4357	5.2056
43	9.52046	9.05774	20.244	4.70818	4.87013	20.5679	3.51667	5.18246
44	9.55517	9.05774	20.2787	4.48838	4.89326	20.834	3.48197	5.18246
45	9.53203	9.03461	20.2903	4.77758	4.90483	20.6026	3.41256	5.14776
46	9.5436	9.01147	20.325	4.56936	4.87013	20.6373	3.57451	5.07835
47	7.13746	7.12589	16.4266	3.70176	3.52824	19.0062	3.10022	4.24546
48	9.2197	7.83154	19.0178	3.60922	4.07194	19.1335	3.56294	5.04365
49	9.56674	7.90094	21.343	3.95626	4.6619	20.9844	3.90998	5.2403
50	9.58987	7.92408	21.3083	4.17605	4.71974	20.8918	3.81744	5.2056
51	9.58987	8.02819	21.2157	4.00253	4.73131	21.0075	3.82901	5.21717
52	9.58987	8.00506	21.2041	4.18762	4.73131	20.8687	3.80587	5.2056
53	9.58987	7.98192	21.2736	4.09507	4.73131	20.9034	3.82901	5.18246
54	9.60144	8.07446	21.0653	4.10664	3.36629	16.9818	3.30845	4.0488
55	9.62458	7.91251	20.8224	5.27501	4.15291	17.5255	3.99096	4.40741
56	9.63614	7.98192	20.753	5.29814	4.44211	19.7234	4.26859	4.76602
57	9.64771	8.12074	20.7993	5.27501	4.56936	19.5615	4.24546	4.87013
58	9.62458	8.02819	20.9496	5.34442	4.69661	19.5962	4.0835	4.92797
59	9.61301	7.93565	21.0653	5.34442	4.67347	19.5268	4.03723	5.00894
60	9.61301	8.0976	21.0422	5.10149	4.75445	19.5846	4.22232	5.00894
61	9.60144	8.1323	20.9844	5.29814	4.76602	19.4458	4.10664	5.02051
62	9.60144	8.10917	20.9728	5.13619	4.75445	19.735	3.99096	5.05522
63	9.42792	8.0629	21.0075	5.21717	4.78915	19.5615	4.03723	5.03208
64	8.44464	5.93438	14.8417	4.46525	3.4357	18.4857	3.51667	3.35472
65	9.5436	6.62846	19.3417	3.97939	3.92155	20.2324	3.80587	4.16448
66	9.63614	7.76213	20.6489	4.69661	4.26859	20.8108	4.03723	4.49995
67	9.63614	7.8431	20.8455	4.75445	4.45368	20.7414	3.78274	4.68504
