0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	28920	18798	47718	47718	41934	27474	27474	39042	34704	34704	40488	21690	33258	41934	33258	39042	31812	40488	36150	13014	33258	18798	27474	40488	13014	34704	28920	31812	27474	31812	40488	18798	18798	27474	18798	27474	27474	27474	20244	26028	27474	20244	23136	27474	18798	20244	21690	31812	27474	27474	18798	18798	23136	13014	27474	34704	8676	37596	30366	28920
2	131586	111342	150384	148938	144600	122910	124356	134478	131586	131586	135924	115680	130140	138816	130140	135924	128694	137370	133032	78084	130140	109896	121464	135924	46272	115680	105558	109896	101220	100836	103973	48200	72300	93990	60732	102666	93990	98328	70854	86760	91098	73746	85314	93990	73746	73746	78084	107004	91098	91098	60732	60732	78084	41934	102666	115680	40488	100678	96657	91235
3	240036	98557	51542	61921	253050	92635	84517	85021	87107	98303	100005	103223	93632	112583	89251	98176	92891	83142	235698	125288	232806	92894	86780	77739	20244	57693	52452	54339	49374	53037	58159	28406	33981	43666	30268	50338	1446	1446	30706	41711	42946	36663	42424	47391	35776	35660	37871	1446	44618	44572	30268	28636	39307	19734	50338	60902	18798	54645	54131	52020
4	63000	64003	58306	57326	63264	55880	1446	63043	55880	63594	63530	63069	62230	63370	62612	63626	63722	60732	63139	62449	60543	62230	63168	2892	23051	60041	54686	56757	51744	56175	61027	2892	36398	45928	32262	52587	10122	2892	33051	43935	45246	39019	44614	49733	37970	37915	40052	2892	46834	46790	32262	30737	41561	22031	52626	63263	21002	57730	57207	55217
5	65657	66618	29064	29206	65905	2892	8676	65698	5784	66222	66191	65722	64921	66005	65323	66253	66346	2892	65788	65165	63311	64953	65846	18798	25373	62295	56977	59034	53972	59073	63768	14888	38610	48212	34321	54894	23758	13014	35298	46050	47608	41290	46874	52046	40197	40145	42315	13014	48950	48908	34321	32766	43747	24022	54894	65563	22992	60586	60092	58166
6	68205	69165	34369	34489	68475	18798	28876	68245	27999	68752	68722	68268	67507	68572	67883	68812	68872	24582	68332	67735	65950	67537	68388	27762	27194	64376	58968	61061	55998	61771	66329	17109	40598	50187	36374	56850	25776	25415	37299	48115	49564	43297	48904	53993	42158	42060	44229	26893	50979	50938	36374	34794	45825	26019	56886	67604	24988	63253	62807	60931
7	70691	71590	38577	38685	70923	29518	31559	70672	30624	71046	71133	70694	69930	70959	70293	71104	71278	32545	70727	70150	68429	69959	70810	30475	28900	66298	60827	63021	57776	64284	68826	19718	42444	52047	38372	58705	27796	27233	39037	49971	51445	45031	50770	55797	44031	43843	46107	28617	52924	52846	38372	36877	47556	27872	58705	69494	26991	65803	65414	63518
8	73064	73932	42071	42218	73288	31559	33599	72906	32912	73267	73379	72983	72161	73239	72568	73351	73547	34944	72987	72402	70705	72217	73067	32775	30847	68196	62662	64824	59605	66767	71263	22016	44165	53956	39908	60639	29254	29150	40751	51637	53260	46833	52608	57653	45917	45737	47996	30514	54614	54576	39908	38527	49345	29397	60639	71270	28563	68317	67970	66024
9	75363	76227	45386	45568	75606	33599	35754	75103	34933	75424	75559	75177	74289	75424	74750	75559	75748	37019	75154	74586	72882	74401	75258	34922	32231	69900	64348	66608	61309	69189	73616	24353	46045	55539	41836	62249	31180	30882	42591	53408	54980	48655	54268	59380	47470	47294	49607	32300	56401	56364	41836	40264	51077	31446	62249	73119	30397	70742	70406	68470
10	77624	78430	48642	48768	77832	35638	37785	77182	37009	77527	77683	77310	76355	77527	76829	77657	77891	39090	77260	76696	75026	76490	77364	36998	34230	71698	66085	68316	63064	71526	75868	26402	47551	57330	43198	64011	32677	32648	44212	55010	56716	50281	56027	61091	49263	49053	51246	33991	57988	57952	43198	41927	52784	32867	64043	74768	31931	73085	72789	70860
11	79782	80582	51687	51887	79990	37675	39764	79194	39080	79503	79685	79369	78346	79555	78854	79685	79945	41106	79269	78700	77051	78528	79395	39070	35597	73280	67719	70016	64578	73758	78085	28669	49298	58856	44890	65603	34589	34018	45730	56672	58329	51859	57625	62588	50875	50711	52949	35427	59636	59601	44890	43716	54440	34590	65572	76442	33765	75329	75071	73143
12	81882	82682	54640	54868	82107	39660	41798	81167	41098	81464	81639	81360	80322	81514	80815	81639	81939	43073	81239	80692	79016	80501	81385	40885	37024	74950	69249	71640	66183	75924	80217	30834	50909	60378	46610	67122	36001	35859	47463	58217	59900	53547	59178	64244	52278	52118	54411	37141	61203	61169	46610	45113	55973	36288	67122	78092	35149	77514	77258	75304
13	83969	84713	57474	57690	84161	41298	43828	83092	42873	83389	83564	83310	82176	83464	82740	83564	83879	44862	83164	82617	80970	82426	83335	42720	38722	76543	70830	73168	67784	77983	82275	32793	52351	61929	48050	68723	37468	37390	49004	59757	61531	55031	60725	65860	53795	53643	55871	38780	62730	62697	48007	46603	57536	37689	68723	79574	36595	79594	79371	77437
14	85961	86681	60208	60446	86129	43161	45544	84962	44671	85199	85439	85196	84059	85343	84600	85439	85751	46627	85007	84482	82820	84299	85196	44570	40346	78059	72358	74707	69314	80011	84298	34699	53790	63477	49450	70293	38933	38911	50376	61219	62950	56511	62266	67348	55345	55123	57329	40249	64126	64094	49366	48215	58952	39092	70264	81082	38311	81601	81412	79492
15	87896	88609	62820	63051	88080	44993	47281	86738	46577	86999	87235	87020	85787	87143	86400	87235	87580	48668	86807	86282	84629	86099	87020	46480	41759	41005	34884	76246	33258	38857	41361	36677	25387	30570	50852	33444	40549	40273	51792	28920	64435	57952	32391	50876	31234	56673	58890	24293	65652	65621	50811	22506	60471	23610	33258	39254	17591	83626	39042	39122
16	89805	90518	65396	65644	89989	46577	49083	88502	48190	88730	89006	88796	87568	88914	88179	88983	89351	50212	88569	88042	86405	87867	88773	48095	43745	39584	36962	78293	35198	42131	44545	39924	27360	32609	52920	35493	42495	42328	53828	30867	66479	60047	31545	34154	27806	58603	60819	20498	67660	67600	52842	24286	62482	19731	35940	41311	19505	85619	42351	42425
17	91680	92362	67923	68163	91856	48276	50740	90181	50043	90455	90708	90544	89201	90639	89881	90708	91091	52112	90248	89744	88091	89569	90498	49911	45508	41575	38771	80321	37148	45167	47728	42924	29198	34345	54914	37316	44449	44383	55895	32761	68461	61971	33462	36105	29546	60472	62786	22534	69640	69610	54914	26184	64461	21742	37795	43270	21245	87614	45600	45579
18	93506	94166	70361	70622	93660	50043	52307	91885	51587	92103	92389	92232	90903	92323	91554	92389	92785	53599	91949	91445	89793	91278	92188	51458	47290	43475	40648	82225	38946	48051	50668	45770	31194	36226	56653	39158	46362	46165	57748	34669	70359	63934	35274	37843	31519	62483	64692	24140	71469	71469	56689	28026	66318	23582	39617	45097	23123	89523	48588	48567
19	95319	95949	72745	72997	95466	51427	54127	93513	53282	93731	94061	93882	92532	93995	93226	94039	94413	55303	93555	93073	91426	92884	93838	53117	49301	45339	42492	84082	40715	50812	53408	48492	33005	38015	58443	40970	48198	47837	59438	36306	72184	65621	37108	39714	33313	64142	66356	25889	73255	73199	58373	30031	68125	25205	41456	47028	25110	91410	51477	51377
20	97041	97692	75055	75271	97209	53048	55557	95137	54887	95345	95660	95552	94094	95597	94854	95639	96038	56956	95177	94723	93032	94512	95468	54878	50748	47083	44164	85834	42458	53467	56047	51028	34601	39721	60113	42703	49804	49704	61283	38091	73920	67480	38750	41399	34896	65947	68192	27751	74980	74980	60181	31450	69831	27037	43121	48673	26715	93258	54174	54041
21	98784	99435	77296	77510	98952	54773	57059	96691	56408	96920	97235	97127	95671	97172	96417	97214	97655	58423	96752	96313	94660	96091	97043	56288	52587	48767	45864	87544	44178	55917	58567	53556	36356	41456	61870	44366	51554	51298	62841	39741	75594	69040	40526	43114	36636	67496	69722	29211	76627	76573	61804	33372	71542	28462	44862	50463	28523	95083	56744	56582
