0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.150384	0.17352	0.46272	0.150384	0.104112	0.728784	0.092544	0.104112
2	0.879168	0.798192	2.15165	0.786624	0.52056	2.84573	0.497424	0.451152
3	2.96141	2.97298	8.00506	2.59123	1.85088	9.92534	1.74677	1.78147
4	7.42666	6.87139	19.5036	5.03208	3.71333	20.4754	3.59765	3.73646
5	8.05133	7.5192	21.0653	1.7352	1.1568	7.72742	2.04754	1.26091
6	4.60406	3.28531	8.03976	3.16963	2.83416	14.1477	1.86245	2.79946
7	8.34053	5.2056	14.3906	5.11306	3.40099	22.1412	4.0141	3.28531
8	8.72227	6.75571	18.6708	5.47166	3.45883	23.136	3.71333	3.1465
9	8.94206	7.03334	19.5499	5.18246	3.58608	22.2684	3.81744	3.44726
10	9.11558	7.05648	19.6309	5.21717	3.7943	22.0602	3.90998	3.67862
11	9.30067	7.1953	19.8854	5.21717	3.7249	21.771	3.84058	3.63235
12	9.39322	7.18373	20.0011	5.18246	3.7596	21.7363	3.84058	3.81744
13	9.52046	7.12589	20.0358	5.06678	3.88685	21.7478	3.87528	3.81744
14	9.61301	7.23	20.1862	5.00894	3.88685	21.69	3.78274	3.95626
15	9.64771	7.34568	20.1515	4.99738	4.07194	21.7016	3.73646	3.89842
16	9.65928	7.27627	20.406	5.03208	3.95626	21.6437	3.60922	4.09507
17	9.63614	7.14902	20.5216	5.14776	4.19918	21.3198	3.74803	3.97939
18	9.67085	7.32254	20.4291	4.9511	4.10664	21.3198	3.81744	4.12978
19	9.64771	7.38038	20.5332	4.9511	4.17605	21.1694	3.88685	4.19918
20	9.64771	7.41509	20.4869	5.15933	4.26859	21.2273	3.52824	4.21075
21	9.65928	7.46136	20.6836	4.8817	4.3033	21.0885	3.89842	4.28016
22	9.64771	7.42666	20.7761	4.80072	4.28016	21.262	3.64392	4.38427
23	9.65928	7.42666	20.8224	5.18246	4.46525	20.7761	3.64392	4.3033
24	9.64771	7.46136	20.8802	4.71974	4.44211	21.1926	3.67862	4.40741
25	9.64771	7.5192	20.9496	5.07835	4.41898	20.5448	3.77117	4.45368
26	9.67085	7.53077	20.9496	4.75445	4.49995	21.0653	3.63235	4.49995
27	9.65928	7.47293	21.0769	5.04365	4.58093	20.4869	3.78274	4.53466
28	9.64771	7.47293	21.1347	4.74288	4.5925	20.9728	3.51667	4.5925
29	9.65928	7.53077	21.181	4.97424	4.5925	20.3365	3.90998	4.55779
30	9.64771	7.60018	21.2041	4.82386	4.67347	20.8224	3.4704	4.67347
31	9.64771	7.60018	21.1463	4.71974	4.68504	20.6026	3.7249	4.6272
32	9.64771	7.65802	21.2041	5.07835	4.67347	20.325	3.63235	4.74288
33	9.64771	7.65802	21.2157	4.71974	4.73131	20.6257	3.71333	4.77758
34	9.62458	7.5539	21.3083	4.76602	4.76602	20.5216	3.66706	4.68504
35	9.67085	7.65802	21.2504	5.06678	4.75445	20.2903	3.57451	4.76602
36	9.62458	7.58861	21.3198	4.58093	4.78915	20.6489	3.73646	4.77758
37	9.62458	7.63488	21.2736	4.75445	4.80072	20.5795	3.58608	4.78915
38	9.63614	7.60018	21.3314	5.2056	4.78915	19.9895	3.7249	4.78915
39	9.63614	7.65802	21.3083	4.54622	4.83542	20.672	3.73646	4.80072
40	9.62458	7.5539	21.3777	4.75445	4.83542	20.6373	3.55138	4.78915
41	9.62458	7.41509	21.3545	4.9164	4.81229	19.8854	3.62078	4.80072
42	9.64771	6.47808	20.5101	5.12462	4.92797	18.208	3.81744	4.90483
43	9.67085	7.25314	21.2388	4.74288	4.97424	19.5846	3.93312	4.98581
44	9.64771	7.32254	21.8635	5.00894	4.96267	20.0473	3.64392	4.99738
45	9.64771	7.17216	21.9676	5.12462	4.92797	19.7581	3.85214	4.9511
46	9.60144	7.38038	21.6784	5.29814	4.9511	19.4227	4.03723	4.93954
47	9.62458	7.27627	21.7941	4.82386	4.9511	20.2903	3.7249	4.87013
48	9.63614	7.10275	21.8288	5.07835	3.86371	16.1142	3.06552	1.17994
49	9.67085	7.13746	20.9844	5.92282	4.61563	18.1502	3.10022	2.64907
50	9.65928	1.95499	3.94469	1.35346	4.80072	9.64771	2.70691	3.73646
51	9.69398	5.19403	18.0808	4.63877	4.89326	20.1862	4.18762	4.19918
52	9.68242	6.73258	20.9612	4.9511	4.74288	21.4702	4.17605	3.7249
53	9.67085	6.84826	21.2157	4.87013	4.80072	20.7414	4.28016	3.70176
54	9.68242	6.83669	21.2851	4.99738	4.83542	20.4638	4.31486	3.7943
55	9.67085	6.96394	21.3892	4.75445	4.80072	20.4985	4.24546	3.89842
56	9.67085	6.87139	21.3661	4.73131	4.89326	20.7067	4.21075	3.77117
57	9.69398	6.96394	21.3892	4.80072	4.84699	20.4985	4.19918	3.97939
58	9.65928	7.04491	21.3777	4.78915	4.8817	20.4869	4.17605	4.07194
59	9.67085	6.99864	21.5743	4.76602	4.9511	20.325	4.22232	4.00253
60	9.69398	6.99864	21.5859	4.76602	4.92797	20.2671	4.17605	4.12978
61	9.67085	7.11432	21.528	4.69661	4.9511	20.4407	4.07194	4.21075
62	9.65928	7.04491	21.6437	4.77758	4.96267	20.2787	4.16448	4.23389
63	9.68242	7.09118	21.69	4.76602	5.00894	20.1977	4.09507	4.26859
64	9.69398	7.18373	21.5975	4.87013	5.02051	20.0358	4.18762	4.338
65	9.67085	7.12589	21.7363	4.68504	5.02051	20.2209	4.12978	4.40741
