0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.532128	0.52056	1.31875	0.485856	0.277632	1.87402	0.277632	0.312336
2	4.17605	3.7943	10.6773	3.20434	2.37144	12.4125	2.16322	2.3483
3	7.97035	7.57704	21.0653	5.00894	3.12336	19.7119	3.06552	3.38942
4	5.92282	6.37397	19.2376	1.68893	0.555264	5.70302	1.05269	0.647808
5	5.29814	2.25576	6.89453	5.33285	1.97813	21.5512	3.00768	2.17478
6	9.64771	6.64003	19.2607	5.93438	2.35987	21.7016	3.77117	3.56294
7	9.65928	6.67474	20.1168	5.4948	3.55138	22.1296	3.44726	4.23389
8	9.61301	7.11432	20.3134	5.67989	3.86371	21.1463	3.65549	4.19918
9	9.64771	7.09118	20.5563	5.41382	3.94469	21.2504	3.51667	4.39584
10	9.65928	7.13746	20.9149	5.36755	4.02566	20.9728	3.48197	4.43054
11	9.61301	7.17216	20.8918	5.34442	4.07194	20.9728	3.44726	4.54622
12	9.64771	7.27627	21.0769	5.27501	4.22232	20.7414	3.51667	4.6272
13	9.65928	7.2647	21.2041	5.29814	4.25702	20.5448	3.53981	4.69661
14	9.61301	7.32254	21.2967	5.26344	4.43054	20.4869	3.48197	4.82386
15	9.64771	7.43822	21.3314	5.25187	4.41898	20.3828	3.4704	4.83542
16	9.65928	7.38038	21.4586	5.11306	4.56936	20.5332	3.40099	4.87013
17	9.61301	7.35725	21.4933	5.14776	4.53466	20.4175	3.4357	4.99738
18	9.62458	7.4845	21.4818	5.2403	4.56936	20.163	3.4704	5.00894
19	9.64771	7.43822	21.5049	5.1709	4.6272	20.1515	3.59765	4.98581
20	9.60144	7.44979	21.528	4.99738	4.69661	20.3828	3.44726	4.99738
21	9.63614	7.34568	21.6669	5.19403	4.63877	20.3597	3.33158	5.02051
22	9.63614	7.44979	21.5628	5.18246	4.68504	20.0358	3.66706	5.02051
23	9.60144	7.46136	21.5628	4.96267	4.65034	20.4407	3.42413	5.06678
24	9.58987	7.44979	21.5628	5.18246	4.75445	20.244	3.45883	5.02051
25	9.55517	7.4845	21.5975	5.15933	4.6619	19.9085	3.67862	5.03208
26	9.56674	7.40352	21.5628	5.06678	4.71974	20.5216	3.30845	5.05522
27	9.5783	7.44979	21.609	5.1709	4.70818	19.897	3.7249	5.00894
28	9.55517	7.47293	21.5859	4.96267	4.74288	20.5448	3.35472	5.03208
29	9.58987	7.47293	21.5512	5.21717	4.68504	19.9317	3.66706	5.03208
30	9.5436	7.50763	21.5165	5.00894	4.74288	20.3712	3.41256	4.99738
31	9.56674	7.50763	21.4818	5.05522	4.46525	20.0589	3.62078	4.69661
32	9.5783	7.39195	21.5975	3.15806	3.7249	14.3096	1.17994	4.06037
33	9.48576	7.58861	22.037	4.41898	5.29814	20.3944	2.51026	5.33285
34	9.45106	7.62331	21.8635	4.73131	5.33285	20.834	2.79946	5.33285
35	9.46262	7.4845	21.8982	4.73131	5.22874	20.9844	2.77632	5.28658
36	9.48576	7.60018	21.7594	4.6272	5.14776	21.0075	2.81102	5.25187
37	9.5089	7.57704	21.7247	4.63877	5.03208	20.9612	2.93827	5.2056
38	9.52046	7.54234	21.69	4.9164	5.00894	20.8571	2.84573	5.13619
39	9.5089	7.46136	21.7825	4.70818	4.93954	21.0075	2.91514	5.15933
40	9.52046	7.62331	21.5512	4.63877	4.93954	21.1463	2.84573	5.07835
41	8.97677	7.56547	19.9664	4.8817	4.83542	20.7993	3.03082	5.13619
42	8.36366	4.51152	8.7107	3.38942	4.3727	18.4394	2.61437	3.57451
43	9.60144	7.20686	19.0294	3.22747	4.63877	16.6464	2.30203	3.78274
44	9.65928	7.94722	21.2388	4.15291	5.05522	21.69	2.91514	4.60406
45	9.63614	7.8431	21.2273	4.3727	5.00894	21.5975	2.94984	4.73131
46	9.65928	7.91251	21.2157	4.36114	5.04365	21.4355	3.01925	4.73131
47	9.69398	8.1323	20.9959	4.3727	5.05522	21.4471	3.01925	4.70818
48	9.63614	7.76213	21.343	4.338	5.03208	21.3661	3.11179	4.69661
49	9.65928	8.02819	21.0769	4.32643	5.06678	21.4471	3.06552	4.69661
50	9.63614	7.87781	21.2388	4.32643	5.02051	21.4239	3.07709	4.6619
51	9.65928	7.98192	21.0885	4.338	5.03208	21.4471	3.05395	4.68504
52	9.63614	7.94722	21.1463	4.3033	5.04365	21.5049	3.06552	4.68504
53	9.67085	7.88938	21.2273	4.49995	5.04365	21.1926	3.1465	4.61563
54	9.64771	7.91251	21.1579	4.36114	5.02051	21.3083	3.23904	4.69661
55	9.64771	7.97035	21.1	4.52309	5.03208	21.2041	3.12336	4.60406
56	9.63614	7.95878	21.0885	4.338	4.99738	21.3198	3.20434	4.65034
57	9.68242	7.95878	21.1232	4.31486	4.36114	19.3417	2.6028	4.12978
58	9.64771	7.91251	21.262	3.71333	4.24546	15.5937	1.7699	4.48838
59	9.63614	7.99349	21.4239	4.70818	5.39069	21.0538	2.6375	4.8817
60	9.63614	7.99349	21.3198	4.8817	5.29814	21.1579	2.64907	4.84699
61	9.65928	7.94722	21.262	4.80072	5.21717	21.2273	2.6375	4.87013
62	9.62458	7.93565	21.2273	4.80072	5.15933	21.2504	2.66064	4.84699
63	9.64771	7.93565	21.2041	4.82386	5.12462	21.2273	2.74162	4.82386
64	9.67085	7.91251	21.2273	4.78915	5.11306	21.2388	2.74162	4.78915
65	9.63614	7.91251	21.1347	4.71974	5.03208	21.2851	2.79946	4.77758
66	9.65928	7.92408	20.8108	4.76602	5.08992	21.1926	2.84573	4.77758
67	7.98192	6.80198	15.5474	4.84699	4.96267	21.2736	2.88043	4.73131
68	9.2197	8.01662	20.4175	3.90998	2.07067	16.9008	2.55653	3.25061
69	9.2544	7.97035	20.4869	4.78915	3.66706	17.8263	3.28531	2.8573
70	9.34694	8.08603	20.4638	5.13619	4.48838	20.7299	3.56294	4.25702
71	9.49733	8.10917	20.6373	5.1709	4.69661	20.591	3.33158	4.46525
72	9.56674	8.15544	20.6489	5.14776	4.75445	20.3597	3.53981	4.56936
73	9.58987	8.17858	20.7993	4.99738	4.90483	20.4522	3.48197	4.63877
74	9.65928	8.16701	20.7646	5.12462	4.84699	20.3828	3.44726	4.69661
75	9.63614	8.14387	20.8224	5.08992	4.9164	20.3597	3.4704	4.73131
76	9.64771	8.16701	20.8571	5.10149	4.8817	20.3134	3.49354	4.73131
77	9.65928	8.10917	20.8918	5.06678	4.92797	20.2787	3.51667	4.75445
78	9.64771	8.10917	20.8918	5.05522	4.93954	20.3134	3.4704	4.75445
79	9.63614	8.12074	20.9034	5.03208	4.90483	20.3712	3.49354	4.75445
80	9.65928	8.19014	20.7877	5.03208	4.9164	20.3365	3.5051	4.74288
81	9.65928	8.12074	20.8802	4.97424	4.90483	20.2093	3.65549	4.74288
82	9.64771	8.14387	20.8802	5.02051	4.9164	20.4522	3.38942	4.76602
83	9.64771	8.14387	20.7761	5.15933	4.8817	20.2209	3.55138	4.74288
84	9.64771	8.03976	20.9496	5.03208	4.90483	20.3597	3.49354	4.76602
85	9.67085	8.0629	20.9265	4.96267	4.9164	20.325	3.63235	4.74288
