0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.128173	0.0446525	0.0642024	0.0692923	0.046619	0.0992534
2	0.76719	0.250216	0.307246	0.340793	0.223609	0.500316
3	0.907394	0.305627	0.344379	0.383479	0.257619	0.578516
4	0.696047	0.298917	0.359186	0.397014	0.252645	0.568105
5	0.748797	0.286424	0.353981	0.382669	0.247787	0.575624
6	0.784195	0.29001	0.343917	0.377811	0.240036	0.57921
7	0.782691	0.290472	0.343801	0.378852	0.238185	0.579441
8	0.783269	0.290588	0.34357	0.378621	0.237144	0.579557
9	0.780724	0.290472	0.34276	0.377232	0.236566	0.579672
10	0.78165	0.290472	0.342297	0.378968	0.234483	0.579441
11	0.782344	0.290472	0.342876	0.378505	0.235987	0.579788
12	0.78003	0.290357	0.34195	0.377001	0.235524	0.579325
13	0.78084	0.290472	0.342066	0.377117	0.235756	0.579557
14	0.780262	0.290588	0.342413	0.377001	0.235293	0.57921
15	0.781418	0.290125	0.341603	0.377927	0.235062	0.579788
16	0.780146	0.290472	0.34195	0.378042	0.234946	0.579094
17	0.779683	0.290357	0.342066	0.37943	0.235756	0.579441
18	0.779915	0.290241	0.34195	0.375729	0.236103	0.579557
19	0.778989	0.290241	0.341834	0.37515	0.23564	0.579094
20	0.777601	0.290357	0.342413	0.377001	0.233674	0.578978
21	0.747177	0.290125	0.340215	0.377117	0.232285	0.579441
22	0.755622	0.290472	0.337207	0.381975	0.233674	0.578978
23	0.774593	0.289663	0.337207	0.380587	0.234946	0.579325
24	0.777485	0.289778	0.336976	0.379777	0.234483	0.57921
25	0.776907	0.289894	0.336629	0.379893	0.23217	0.579094
26	0.778064	0.289894	0.336282	0.378852	0.232632	0.578516
27	0.778064	0.289778	0.336513	0.378736	0.233558	0.579325
28	0.777832	0.290125	0.336166	0.378968	0.233327	0.57921
29	0.777832	0.29001	0.336397	0.377695	0.234021	0.578863
30	0.778064	0.29001	0.33605	0.377927	0.233327	0.578516
31	0.777023	0.289778	0.335935	0.378852	0.232401	0.578747
32	0.778295	0.290125	0.336397	0.378852	0.231591	0.578631
33	0.777138	0.289894	0.336282	0.377348	0.233674	0.578631
34	0.77737	0.289778	0.336166	0.379083	0.23483	0.578631
35	0.759786	0.292208	0.335935	0.37677	0.233327	0.5784
36	0.70935	0.294984	0.335819	0.370523	0.225576	0.575161
37	0.767421	0.29776	0.332696	0.367168	0.221874	0.578631
38	0.783154	0.299496	0.333737	0.366474	0.223378	0.579441
39	0.783616	0.299033	0.333968	0.365549	0.224535	0.57921
40	0.782344	0.299033	0.334084	0.36578	0.224998	0.578863
