0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.219792	0.185088	0.497424	0.150384	0.138816	0.728784	0.092544	0.104112
2	0.98328	1.04112	2.88043	0.937008	0.566832	3.62078	0.647808	0.670944
3	4.00253	3.62078	9.78653	3.35472	2.39458	12.7711	2.17478	2.14008
4	7.87781	7.47293	21.181	4.99738	3.7596	20.6952	3.53981	3.88685
5	7.76213	7.44979	20.834	1.46914	0.844464	4.61563	0.69408	0.763488
6	3.30845	0.902304	7.06805	4.14134	2.94984	16.9008	2.41771	3.48197
7	8.68757	5.50637	18.0114	5.63362	3.4357	22.4535	3.33158	3.59765
8	9.09245	6.50122	20.3481	5.69146	3.52824	22.0023	3.41256	3.60922
9	9.35851	6.59376	20.3365	5.54107	3.73646	22.0949	3.28531	3.92155
10	9.47419	6.70944	20.5679	5.27501	3.82901	21.9676	3.40099	4.06037
11	9.5783	6.79042	20.834	5.40226	3.84058	21.528	3.38942	4.03723
12	9.60144	6.74414	20.8108	5.40226	3.96782	21.4818	3.40099	4.21075
13	9.63614	6.83669	20.9381	5.28658	3.95626	21.4702	3.35472	4.16448
14	9.64771	6.84826	21.0422	5.32128	4.09507	21.4586	3.30845	4.26859
15	9.65928	6.96394	21.0885	5.21717	4.15291	21.3083	3.36629	4.338
16	9.63614	6.91766	21.1579	5.21717	4.16448	21.1116	3.38942	4.39584
17	9.64771	6.87139	21.2388	5.22874	4.25702	21.0885	3.51667	4.41898
18	9.65928	7.02178	21.3083	5.1709	4.26859	21.1232	3.25061	4.48838
19	9.63614	7.06805	21.3314	5.15933	4.3727	21.1579	3.25061	4.55779
20	9.64771	7.11432	21.4124	5.28658	4.38427	20.5216	3.51667	4.54622
21	9.63614	7.03334	21.4933	5.11306	4.44211	21.0075	3.2159	4.63877
22	9.65928	7.12589	21.528	4.98581	4.46525	20.8802	3.41256	4.65034
23	9.63614	7.11432	21.6437	5.36755	4.51152	20.3712	3.41256	4.69661
24	9.64771	7.16059	21.6784	4.84699	4.61563	20.8455	3.36629	4.76602
25	9.63614	7.16059	21.6784	5.18246	4.58093	20.5216	3.33158	4.76602
26	9.61301	7.18373	21.7247	5.04365	4.67347	20.6489	3.30845	4.82386
27	9.61301	7.18373	21.7131	5.08992	4.6272	20.5679	3.35472	4.83542
28	9.62458	7.1953	21.771	5.04365	4.71974	20.4754	3.42413	4.84699
29	9.61301	7.20686	21.7478	5.11306	4.65034	20.5795	3.23904	4.82386
30	9.60144	7.27627	21.7247	4.84699	4.74288	20.4869	3.56294	4.89326
31	9.60144	7.17216	21.7825	5.14776	4.71974	20.6373	3.12336	4.87013
32	9.62458	7.21843	21.771	5.02051	4.71974	20.325	3.64392	4.87013
33	9.61301	7.20686	21.771	4.96267	4.70818	20.6257	3.23904	4.90483
34	9.58987	7.24157	21.7363	5.27501	4.70818	20.2903	3.37786	4.8817
35	9.62458	7.24157	21.7016	4.63877	4.75445	20.7299	3.55138	4.9164
36	9.61301	7.25314	21.69	5.25187	4.74288	20.3944	3.22747	4.89326
37	9.60144	7.32254	21.6669	5.18246	4.77758	20.2903	3.44726	4.8817
38	9.61301	7.25314	21.7247	4.61563	4.75445	20.7414	3.51667	4.8817
39	9.61301	7.33411	21.6206	5.22874	4.73131	20.3597	3.30845	4.8817
40	9.61301	7.31098	21.609	5.22874	4.69661	20.2903	3.4357	4.90483
41	9.61301	7.31098	21.6322	4.76602	4.81229	20.5795	3.56294	4.87013
42	9.61301	7.41509	21.5628	3.97939	3.41256	18.2196	2.93827	3.95626
43	9.64771	7.33411	21.4586	3.28531	4.24546	18.0345	3.27374	4.09507
44	9.63614	7.29941	21.528	4.15291	4.51152	21.3083	3.32002	4.78915
45	9.64771	7.39195	21.4586	4.28016	4.80072	20.8571	3.85214	4.81229
46	9.63614	7.34568	21.5049	4.38427	4.58093	21.3661	3.25061	4.83542
47	9.64771	7.39195	21.5165	4.22232	4.83542	20.8571	3.89842	4.83542
48	9.64771	7.50763	21.2388	4.38427	4.60406	21.3661	3.15806	4.9511
49	9.68242	7.54234	19.0178	3.7249	4.92797	19.1219	3.15806	4.82386
50	9.65928	7.88938	20.8687	4.34957	4.9511	20.8108	2.97298	5.14776
51	9.69398	8.08603	21.1463	4.16448	4.93954	21.0075	3.37786	5.07835
52	9.67085	7.92408	21.1694	4.39584	5.03208	21.2504	3.1812	5.05522
53	9.61301	7.94722	21.2157	4.21075	4.87013	21.181	3.30845	5.07835
54	9.61301	8.01662	21.0653	4.3033	4.87013	21.0422	3.41256	5.07835
55	9.5783	7.94722	21.1579	4.41898	4.9511	21.262	3.05395	4.98581
56	9.64771	8.05133	21.0075	4.29173	4.90483	21.0422	3.5051	4.96267
57	9.62458	7.91251	21.1579	4.36114	4.87013	21.2041	3.1812	4.97424
58	9.61301	8.00506	21.0538	4.22232	4.8817	21.4355	3.2159	4.99738
59	9.63614	7.95878	21.1347	4.43054	4.87013	21.1232	3.25061	4.96267
60	9.65928	8.02819	21.0422	4.39584	4.81229	20.9728	3.48197	4.9164
61	9.64771	7.93565	21.1463	4.32643	4.83542	21.2736	3.27374	4.92797
62	9.65928	8.00506	21.0653	4.45368	4.81229	21.181	3.19277	4.81229
63	9.67085	7.95878	21.0653	4.09507	3.45883	14.1708	2.2789	4.0488
64	9.63614	7.97035	21.1463	5.04365	4.6619	17.5255	2.69534	4.77758
65	9.65928	8.03976	21.1579	5.42539	5.1709	19.6193	3.60922	4.75445
66	9.65928	7.92408	21.1926	5.22874	4.93954	20.4638	3.23904	4.87013
67	9.64771	8.01662	21.1232	5.2403	5.12462	20.1399	3.38942	4.76602
68	9.65928	7.85467	21.1926	5.2403	5.04365	20.0705	3.55138	4.87013
69	9.65928	8.07446	21.0653	5.2403	4.8817	20.5332	3.07709	4.83542
70	9.65928	7.81997	21.3083	5.33285	5.00894	19.7813	3.7596	4.80072
71	9.63614	8.03976	21.0306	5.13619	4.99738	20.7067	3.04238	4.81229
72	9.65928	7.81997	21.2504	5.35598	4.97424	19.816	3.70176	4.84699
73	9.65928	8.03976	21.1	5.02051	4.93954	20.6604	3.20434	4.8817
74	9.65928	7.8084	21.2851	5.25187	4.92797	19.9895	3.58608	4.8817
75	9.65928	7.97035	21.1347	5.07835	4.93954	20.3944	3.48197	4.84699
76	9.64771	7.85467	21.2504	5.07835	4.92797	20.2903	3.48197	4.84699
77	9.67085	7.91251	21.1694	5.19403	4.92797	20.1399	3.55138	4.89326
78	9.65928	7.86624	21.2388	4.9511	4.93954	20.5101	3.41256	4.89326
79	9.63614	7.88938	21.1694	4.87013	4.92797	20.2324	3.4704	4.89326
80	9.67085	7.8084	21.2273	3.04238	4.03723	16.9471	3.60922	3.10022
81	9.67085	7.83154	21.0075	4.46525	4.61563	20.0126	4.14134	4.338
82	9.67085	7.71586	21.0191	4.22232	4.63877	20.8918	4.16448	4.53466
83	9.68242	7.78526	20.9265	4.55779	4.68504	20.5563	4.0835	4.47682
84	9.67085	7.72742	21.1463	4.39584	4.73131	20.5448	4.26859	4.52309
85	9.68242	7.79683	20.9381	4.44211	4.69661	20.7877	3.95626	4.63877
86	9.67085	7.73899	21.1694	4.53466	4.80072	20.1399	4.39584	4.73131
87	9.68242	7.78526	21.0885	4.26859	4.76602	20.9612	3.92155	4.54622
88	9.65928	7.76213	21.1463	4.61563	4.80072	20.0126	4.36114	4.73131
89	9.68242	7.79683	21.1463	4.19918	4.77758	20.7877	4.09507	4.75445
90	9.68242	7.71586	21.2388	4.6272	4.82386	20.2787	4.09507	4.78915
91	9.67085	7.79683	21.2041	4.15291	4.83542	20.4522	4.38427	4.78915
92	9.68242	7.70429	21.2736	4.60406	4.89326	20.6026	3.84058	4.71974
93	9.67085	7.78526	21.181	4.58093	4.9164	19.8738	4.46525	4.73131
94	9.67085	7.70429	21.3083	4.09507	4.8817	20.753	4.10664	4.82386
95	9.69398	7.8084	21.2388	4.69661	4.85856	20.1052	4.0835	4.84699
96	9.67085	7.71586	21.3198	4.32643	4.90483	20.3828	4.3033	4.82386
97	9.67085	7.7737	21.2736	4.36114	4.89326	20.4291	4.16448	4.83542
98	9.68242	7.70429	21.343	4.53466	4.90483	20.0705	4.19918	4.83542
99	9.67085	7.75056	21.2851	4.46525	4.9164	20.3018	4.23389	4.83542
100	9.67085	7.70429	21.3661	4.3033	4.9164	20.4175	4.17605	4.90483
101	9.68242	7.71586	21.343	4.45368	4.11821	19.4111	4.21075	4.85856
102	9.68242	7.68115	21.2851	4.82386	3.59765	13.2107	4.39584	5.07835
103	9.67085	7.76213	21.5049	4.8817	4.45368	16.9008	4.85856	5.48323
104	9.68242	7.73899	21.5396	5.8187	4.54622	17.6528	5.19403	5.62205
105	9.65928	7.75056	21.4933	4.78915	4.48838	18.9252	4.98581	5.59891
106	9.68242	7.72742	21.5165	5.8187	4.43054	17.7569	5.13619	5.56421
107	9.68242	7.71586	21.4702	4.8817	4.54622	18.879	4.98581	5.51794
108	9.67085	7.68115	21.5165	5.62205	4.48838	18.1155	5.04365	5.47166
109	9.65928	7.73899	21.4239	5.13619	4.45368	18.6939	4.99738	5.4601
110	9.63614	7.63488	21.4818	5.36755	4.46525	18.4047	5.03208	5.43696
111	9.64771	7.71586	21.4239	5.33285	4.43054	18.3237	5.12462	5.40226
112	9.65928	7.60018	21.4586	5.10149	4.44211	18.96	4.82386	5.40226
113	9.65928	7.69272	21.4008	5.26344	4.41898	18.3006	5.28658	5.35598
114	9.64771	7.54234	21.4008	3.60922	4.5925	16.1605	2.98454	0.832896
115	9.68242	7.58861	21.0653	3.1465	5.28658	18.717	4.07194	3.15806
