0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2892	2892	4338	4338	4338	2892	2892	4338	4338	4338	4338	2892	4338	4338	4338	4338	4338	4338	4338	2892	4338	2892	2892	4338	2892	4338	2892	4338	2892	4338	4338	2892	2892	4338	2892	4338	4338	4338	2892	2892	4338	2892	2892	4338	2892	2892	2892	4338	2892	2892	2892	2892	2892	2892	2892	4338	2892	4338	2892	2892
2	13014	8676	14460	14460	13014	10122	13014	13014	13014	13014	13014	13014	11568	13014	13014	13014	13014	13014	13014	8676	13014	10122	13014	13014	8676	13014	11568	13014	10122	13014	14460	10122	11568	13014	8676	13014	13014	13014	10122	10122	13014	11568	13014	13014	10122	10122	10122	13014	10122	10122	8676	10122	10122	8676	10122	13014	8676	13014	13014	13014
3	40488	31812	56394	60732	40488	31812	40488	47718	47718	40488	43380	40488	34704	47718	40488	43380	46272	44826	40488	27474	40488	33258	40488	41934	27474	47718	34704	47718	31812	47718	57840	31812	40488	40488	27474	40488	40488	40488	34704	31812	40488	40488	40488	40488	31812	28920	31812	41934	31812	31812	27474	31812	36150	24582	31812	43380	27474	40488	46272	40488
4	120018	98328	154722	159060	120018	98328	117126	140262	137370	127248	131586	128694	101220	141708	125802	131586	137370	133032	120018	91098	127248	105558	124356	128694	62178	131586	91098	130140	89652	127248	143154	91098	104112	95436	70854	105558	107004	111342	91098	88206	112788	99774	101220	104112	83868	73746	79530	117126	91098	91098	70854	89652	92544	60732	91098	120018	72300	111342	128694	112788
5	221238	199548	255942	260280	219792	190872	211116	234252	231360	221238	227022	222684	195210	235698	219792	225576	232806	227022	215454	185088	221238	199548	218346	224130	63693	60732	80470	57840	73799	55880	51542	52056	61664	77662	54138	55880	61664	59286	89244	52056	65622	70340	66002	60218	122267	74291	71996	56394	86333	61455	41934	58842	77540	56958	91677	203886	44826	61664	61921	41934
6	336918	61232	61954	375960	61954	60732	62178	61664	328242	60218	62178	62178	287754	60732	60732	62178	61664	62178	60732	60732	61664	60732	60732	318120	41611	62548	60519	61900	57513	63340	62626	1446	63106	60024	45332	61087	63304	62548	61537	53208	63139	62449	62449	62482	61987	53247	52491	62449	61106	56794	43901	52608	61952	40129	62152	62677	45999	63722	1446	62395
7	456936	62989	63789	497424	63661	62713	63530	62911	448260	62315	63135	63267	406326	63658	62878	63168	62977	63168	62032	62944	62812	62164	62944	438138	43222	64173	62099	63513	58964	65636	64953	5784	64810	61718	46813	62618	64906	64109	63220	54815	64842	63981	64045	64077	63597	54701	54078	64077	62570	58405	45294	54268	63563	41649	63789	64426	47636	65974	2892	64569
8	578400	65241	66163	618888	65822	64429	65322	64717	569724	64075	64934	64966	527790	65447	64685	64966	64717	64966	63769	64717	64621	63961	64717	559602	44729	65822	63546	65241	60551	67735	67105	20244	66377	63236	48206	64145	66532	65760	64729	56301	66408	65667	65636	65636	65229	56264	55472	65605	64162	60008	46732	55879	65163	43306	65388	66129	49298	67972	10122	66671
9	698418	67477	68485	738906	67975	66101	66966	66473	689742	65789	66621	66900	649254	67245	66380	66652	66597	66683	65462	66411	66287	65648	66504	681066	46095	67525	64986	66826	62031	69773	69187	29020	68032	64712	49560	65733	68092	67372	66268	57783	68032	67310	67248	67248	66783	57819	56941	67248	65625	61470	48255	57373	66688	44810	66783	67552	50827	69944	30502	68707
