4	0.0	0.0	5.74	12.924	
9	0.0	2.527	6.828	8.227	
14	0.0	3.046	7.769	12.925	
19	0.0	2.068	5.425	7.381	
24	0.0	4.146	6.737	12.107	
29	0.0	0.0	5.81	13.407	
34	0.0	3.502	6.379	7.143	
39	0.0	1.679	6.984	7.479	
44	0.0	1.439	6.46	13.149	
49	0.0	0.0	5.808	9.358	
54	0.0	3.924	7.02	6.886	
59	0.0	2.1	6.745	11.532	
64	0.0	0.0	4.838	9.471	
69	0.0	2.777	5.609	11.083	
74	0.0	1.996	5.23	8.237	
79	0.0	0.0	4.341	9.284	
84	0.0	1.82	5.439	9.306	
89	0.0	1.193	4.275	9.844	
94	0.0	2.1	5.648	11.713	
99	0.0	0.0	5.784	6.948	
104	0.0	0.0	5.611	4.988	
109	0.0	0.0	5.514	7.462	
114	0.0	2.1	5.158	6.894	
119	0.0	1.473	4.946	5.083	
124	0.0	0.0	5.089	12.807	
129	0.0	0.0	4.434	7.314	
134	0.0	0.0	4.373	9.589	
139	0.0	0.0	3.559	7.043	
144	0.0	2.566	4.673	14.249	
149	0.0	0.0	3.501	6.383	
154	0.0	0.0	3.86	9.076	
159	0.0	0.0	5.129	9.331	
164	0.0	0.0	5.063	9.489	
169	0.0	1.962	5.97	5.421	
174	0.0	1.808	3.805	4.213	
179	0.0	2.94	5.28	4.319	
184	0.0	0.0	3.475	10.514	
189	0.0	1.739	4.86	10.014	
194	0.0	2.383	5.077	12.426	
199	0.0	0.0	5.031	6.221	
204	0.0	0.0	4.077	5.786	
209	0.0	0.0	4.522	12.09	
214	0.0	0.0	4.681	10.911	
219	0.0	0.0	4.384	5.456	
224	0.0	0.0	2.162	9.684	
229	0.0	0.0	2.751	11.345	
234	0.0	0.0	3.805	10.191	
239	0.0	0.0	4.316	11.784	
244	0.0	0.0	4.129	11.547	
249	0.0	0.0	3.891	7.038	
254	0.0	0.0	3.192	7.181	
259	0.0	1.618	4.028	8.475	
264	0.0	0.0	3.02	16.477	
269	0.0	0.0	4.533	13.328	
274	0.0	0.0	2.652	7.288	
279	0.0	0.0	4.469	9.578	
284	0.0	0.0	3.535	9.603	
289	0.0	0.0	3.923	16.933	
294	0.0	0.0	2.373	13.284	
