0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	7.05648	6.84826	17.7106	4.78915	2.86886	17.3983	2.51026	3.5051
2	8.16701	7.66958	20.8802	2.32517	1.02955	13.3379	1.16837	2.39458
3	2.47555	2.15165	8.07446	5.51794	2.48712	19.8391	2.04754	2.32517
4	8.30582	6.14261	14.2749	6.0732	4.47682	22.3956	2.24419	4.84699
5	9.63614	7.88938	19.4574	6.09634	3.96782	22.3609	2.26733	4.47682
6	9.53203	8.49091	21.6206	6.01536	4.0141	21.3777	2.25576	4.52309
7	9.58987	8.14387	20.7877	5.784	4.3033	21.2967	2.16322	4.74288
8	9.64771	7.99349	20.7993	5.91125	4.47682	20.9149	2.2789	4.87013
9	9.60144	8.03976	20.8687	5.784	4.54622	21.0885	2.16322	4.96267
10	9.63614	8.01662	20.9034	5.70302	4.61563	20.9381	2.3483	4.96267
11	9.63614	8.00506	20.9149	5.70302	4.60406	20.8802	2.38301	5.00894
12	9.60144	8.07446	20.9034	5.73773	4.60406	20.8802	2.3136	4.99738
13	9.63614	7.99349	20.9728	5.69146	4.60406	20.9034	2.33674	4.99738
14	9.64771	7.86624	21.0191	3.40099	3.92155	18.1039	1.11053	2.96141
15	9.5783	8.16701	21.1579	4.09507	5.08992	21.9098	1.4807	5.04365
16	9.62458	7.94722	21.343	4.69661	5.13619	22.1064	1.88558	5.14776
17	9.58987	8.0976	21.1579	4.60406	5.11306	22.4535	1.63109	5.13619
18	9.55517	7.93565	21.3083	4.74288	5.05522	22.1412	1.88558	5.12462
19	9.61301	8.08603	21.1347	4.56936	5.05522	22.1527	1.9897	5.06678
20	9.58987	7.88938	21.3314	4.68504	4.44211	21.7825	1.86245	4.82386
21	9.5783	7.93565	21.0885	5.30971	3.53981	14.8649	1.16837	4.58093
22	9.55517	7.97035	20.9844	6.26986	4.68504	20.8571	1.93186	4.98581
23	9.58987	7.90094	21.0653	6.16574	4.73131	20.8108	1.96656	5.03208
24	9.5436	7.8084	21.2273	6.0385	4.77758	20.9149	1.90872	5.06678
25	6.33926	7.1953	17.3751	6.06163	4.78915	20.6952	2.10538	5.11306
26	9.52046	5.67989	18.1271	6.11947	4.80072	20.7067	2.11694	5.11306
27	9.65928	7.12589	21.69	5.88811	4.73131	21.0422	2.03597	5.11306
28	9.63614	7.17216	21.9445	5.94595	4.75445	20.7183	2.18635	4.77758
29	9.62458	7.20686	21.9561	4.96267	4.3033	15.1656	1.92029	3.63235
