0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.242928	0.208224	0.532128	0.150384	0.138816	0.728784	0.092544	0.104112
2	1.04112	1.05269	2.97298	0.960144	0.613104	3.85214	0.659376	0.69408
3	4.11821	3.93312	10.712	3.66706	2.57966	13.3263	2.40614	2.25576
4	8.0976	7.5192	21.1694	4.93954	3.5051	20.7646	3.4357	3.81744
5	7.62331	7.39195	20.8918	1.68893	1.11053	4.338	0.508992	1.29562
6	5.27501	0.451152	6.44338	3.41256	4.80072	17.9998	3.34315	4.34957
7	8.89579	6.3624	19.5846	4.97424	4.67347	21.7594	3.60922	4.63877
8	9.26597	6.96394	20.9728	4.58093	4.31486	21.8404	3.52824	4.22232
9	9.45106	6.9061	21.262	4.71974	4.3033	21.5396	3.4357	4.38427
10	9.5783	7.01021	21.4008	4.83542	4.40741	21.3777	3.33158	4.36114
11	9.60144	7.17216	21.2157	4.83542	4.44211	21.1926	3.44726	4.41898
12	9.67085	6.96394	21.6437	4.82386	4.46525	21.0538	3.49354	4.51152
13	9.65928	7.25314	21.3545	4.78915	4.55779	20.9612	3.4704	4.48838
14	9.63614	7.01021	21.7363	4.58093	4.60406	21.1232	3.4704	4.5925
15	9.65928	7.25314	21.5859	4.68504	4.68504	20.9265	3.4704	4.61563
16	9.63614	7.17216	21.7016	4.68504	4.6619	20.9728	3.38942	4.69661
17	9.62458	7.12589	21.7363	4.81229	4.73131	20.7877	3.41256	4.71974
18	9.63614	7.29941	21.6437	4.60406	4.74288	20.9149	3.49354	4.69661
19	9.62458	7.24157	21.69	4.74288	4.75445	20.6836	3.4704	4.75445
20	9.62458	7.12589	21.8172	4.8817	4.75445	20.6373	3.44726	4.78915
21	9.61301	7.20686	21.771	4.56936	4.81229	20.9844	3.40099	4.73131
22	9.62458	7.21843	21.7941	4.6272	4.77758	20.8108	3.49354	4.76602
23	9.63614	7.21843	21.7247	4.9511	4.76602	20.4407	3.53981	4.81229
24	9.58987	7.24157	21.7594	4.53466	4.78915	20.9265	3.42413	4.78915
25	9.63614	7.23	21.7594	4.80072	4.81229	20.5332	3.57451	4.78915
26	9.62458	7.20686	21.771	4.69661	4.80072	20.8918	3.33158	4.81229
27	9.63614	7.20686	21.7825	4.69661	4.80072	20.6026	3.64392	4.78915
28	9.60144	7.24157	21.7594	4.82386	4.80072	20.7993	3.33158	4.81229
29	9.62458	7.20686	21.7941	4.67347	4.80072	20.591	3.63235	4.78915
30	9.62458	7.1953	21.7941	4.78915	4.81229	20.7414	3.38942	4.81229
31	9.63614	7.25314	21.6784	4.69661	4.83542	20.5216	3.67862	4.77758
32	9.63614	7.25314	21.6784	4.76602	4.80072	20.6836	3.42413	4.77758
33	9.61301	7.28784	21.69	4.5925	4.80072	20.753	3.60922	4.78915
34	9.62458	7.25314	21.69	4.84699	4.84699	20.4869	3.4704	4.65034
35	9.62458	7.23	21.6322	3.69019	3.99096	15.7903	1.74677	1.51541
36	9.65928	7.20686	21.3314	4.24546	4.81229	19.0525	3.16963	2.99611
37	9.65928	7.28784	21.3083	4.90483	5.13619	20.9844	3.4704	3.86371
38	9.64771	7.20686	21.4008	4.74288	5.1709	21.181	3.33158	3.92155
39	9.65928	7.25314	21.4239	4.51152	5.25187	21.3083	3.32002	3.89842
40	9.65928	7.39195	21.3314	5.02051	5.29814	20.7877	3.35472	4.02566
41	9.63614	7.2647	21.5049	4.81229	5.2403	20.8571	3.41256	4.11821
42	9.67085	7.29941	21.5512	4.52309	5.2403	21.2273	3.26218	4.23389
43	9.64771	7.54234	21.343	4.96267	5.25187	20.5563	3.51667	4.28016
44	9.64771	7.25314	21.5628	4.65034	5.40226	20.9844	3.32002	4.22232
45	9.65928	7.50763	21.4586	4.63877	5.26344	20.9149	3.36629	4.22232
46	9.65928	7.44979	21.4933	4.82386	5.35598	20.672	3.4704	4.3727
47	9.65928	7.39195	21.5743	4.76602	5.30971	20.7877	3.29688	4.29173
48	9.69398	7.5539	21.3777	4.71974	5.35598	20.753	3.44726	4.3727
49	9.68242	7.39195	21.5859	4.81229	5.28658	20.7877	3.30845	4.36114
50	9.63614	7.5539	21.4008	4.67347	5.36755	20.753	3.42413	4.32643
51	9.65928	7.47293	21.5396	4.67347	5.30971	20.8802	3.37786	4.40741
52	9.64771	7.56547	21.4124	4.74288	5.27501	20.5332	3.55138	4.38427
53	9.64771	7.5192	21.4702	4.6619	5.36755	20.8108	3.42413	4.34957
54	9.65928	7.5192	21.4471	4.9511	5.37912	20.6142	3.27374	4.3727
55	9.63614	7.5539	21.4355	4.45368	5.33285	20.834	3.56294	4.34957
56	9.64771	7.5539	21.4355	4.93954	5.33285	20.672	3.32002	4.40741
57	9.65928	7.62331	21.4008	4.81229	5.29814	20.591	3.4357	4.38427
58	9.64771	7.5539	21.4471	4.51152	5.29814	20.7646	3.58608	4.39584
59	9.65928	7.68115	21.3777	4.96267	5.33285	20.7183	3.2159	4.36114
60	9.65928	7.49606	21.4933	4.54622	5.33285	20.7414	3.62078	4.38427
61	9.67085	7.70429	21.3545	4.8817	5.32128	20.406	3.59765	4.38427
62	9.65928	7.5192	21.5396	4.87013	5.33285	20.8802	3.12336	4.3727
63	9.68242	7.69272	21.3083	4.61563	5.33285	19.8044	3.56294	3.26218
64	9.67085	7.53077	20.9612	2.892	5.55264	15.0268	3.15806	2.66064
65	9.67085	7.92408	18.96	3.69019	5.77243	18.6245	3.4357	3.71333
66	9.67085	7.87781	20.7761	3.97939	5.784	20.6026	4.18762	4.02566
67	9.68242	8.10917	20.9844	4.338	5.80714	20.7414	3.74803	4.06037
68	9.68242	7.98192	21.1	4.06037	5.80714	20.7414	4.0835	3.97939
69	9.67085	8.0976	20.9612	4.39584	5.784	20.6257	3.85214	4.07194
70	9.67085	8.02819	21.1116	3.95626	5.784	20.834	4.0488	4.07194
71	9.68242	8.08603	21.0191	4.48838	5.784	20.5101	3.85214	3.97939
72	9.68242	7.98192	21.0885	3.90998	5.77243	20.9149	4.0835	4.12978
73	9.67085	8.07446	21.0422	4.60406	5.77243	20.4754	3.78274	4.09507
74	9.69398	8.01662	21.1232	4.15291	5.79557	20.6604	4.0488	4.02566
75	9.65928	7.98192	21.1232	4.17605	5.784	20.7877	3.84058	4.03723
76	9.68242	8.02819	21.1	4.52309	5.77243	20.2787	4.02566	4.06037
77	9.67085	7.97035	21.1232	3.85214	5.77243	20.9265	4.0835	4.0835
78	9.68242	8.03976	21.1	4.60406	5.80714	20.406	3.87528	4.06037
79	9.65928	7.92408	21.1347	4.25702	5.76086	20.6373	4.03723	4.03723
80	9.65928	8.00506	21.1116	3.90998	5.77243	20.9612	3.96782	4.03723
81	9.65928	7.93565	21.1694	4.63877	5.77243	20.1977	4.0141	4.0835
82	9.65928	8.02819	21.1	3.5051	4.38427	16.9587	3.20434	3.16963
83	9.65928	7.8431	21.1926	3.82901	4.84699	14.6798	2.68378	2.74162
84	9.67085	7.95878	20.8687	4.83542	5.39069	20.8108	3.59765	3.94469
85	9.69398	7.79683	21.1116	4.5925	5.43696	20.6604	3.77117	4.02566
86	9.65928	7.95878	20.9034	4.74288	5.36755	20.3597	4.03723	4.06037
87	9.68242	7.78526	21.1926	4.89326	5.36755	20.3828	3.60922	4.22232
88	9.68242	7.98192	20.9612	4.53466	5.44853	20.7877	3.69019	4.14134
89	9.68242	7.7737	21.2388	4.74288	5.42539	20.244	4.07194	4.25702
90	9.67085	7.97035	21.0191	4.67347	5.42539	20.7993	3.4704	4.17605
91	9.67085	7.7737	21.2388	4.71974	5.44853	20.163	4.07194	4.24546
92	9.68242	7.97035	21.0306	4.56936	5.43696	20.7414	3.55138	4.23389
93	9.68242	7.76213	21.3314	4.78915	5.43696	20.1515	4.03723	4.29173
94	9.67085	7.97035	21.0191	4.55779	5.42539	20.7183	3.63235	4.3033
95	9.68242	7.75056	21.3314	4.87013	5.47166	20.082	3.97939	4.25702
96	9.65928	7.94722	21.0769	4.46525	5.43696	20.7067	3.67862	4.29173
97	9.68242	7.7737	21.3083	4.8817	5.43696	20.1399	3.95626	4.31486
98	9.68242	7.90094	21.1116	4.44211	5.42539	20.8687	3.63235	4.24546
99	9.67085	7.76213	21.2967	4.84699	5.44853	19.9432	4.07194	4.32643
100	9.67085	7.88938	21.1694	4.47682	5.42539	20.7299	3.70176	4.31486
101	9.67085	7.76213	21.3198	4.74288	5.43696	20.3944	3.7596	4.3033
102	9.68242	7.83154	21.1694	4.5925	5.44853	20.3944	3.94469	4.31486
103	9.67085	7.78526	21.3198	4.65034	5.42539	20.5101	3.69019	4.3033
104	9.68242	7.83154	21.2041	4.67347	5.42539	20.3018	3.99096	4.3033
105	9.65928	7.75056	21.3083	4.63877	5.42539	20.5448	3.67862	4.3033
106	9.67085	7.8084	21.2388	4.68504	5.44853	20.4985	3.74803	4.31486
107	9.64771	7.75056	21.3314	4.55779	4.69661	18.4857	3.41256	4.34957
108	9.67085	7.79683	21.2157	2.94984	2.61437	11.8109	3.48197	4.9511
109	9.62458	7.87781	21.771	3.88685	4.49995	18.3121	4.43054	5.67989
110	9.61301	7.92408	21.4933	4.54622	4.68504	19.4805	4.63877	5.67989
111	9.62458	7.72742	21.5396	4.70818	4.73131	19.4574	4.47682	5.63362
112	9.63614	7.92408	21.4355	4.52309	4.55779	19.5731	4.45368	5.62205
113	9.62458	7.68115	21.609	4.55779	4.61563	19.6887	4.45368	5.51794
114	9.63614	7.87781	21.3661	4.56936	4.48838	19.5268	4.6619	5.55264
115	9.63614	7.65802	21.528	4.54622	4.55779	19.9085	4.26859	5.48323
116	9.65928	7.83154	21.3545	4.81229	4.46525	19.5962	4.34957	5.47166
117	9.63614	7.68115	21.4933	4.41898	4.46525	19.6193	4.70818	5.44853
118	7.7737	7.7737	21.3892	4.69661	4.47682	20.0705	4.0488	5.39069
