0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.0558734	0.0181618	0.0298454	0.031812	0.0224419	0.0445368
2	0.232285	0.0802819	0.117994	0.126091	0.083868	0.180924
3	0.805711	0.261437	0.327374	0.360806	0.240383	0.532128
4	0.912831	0.305742	0.35132	0.392502	0.260627	0.579094
5	0.62606	0.305742	0.325061	0.384405	0.249522	0.574236
6	0.702178	0.254033	0.321012	0.364623	0.244779	0.581176
7	0.753077	0.268378	0.344611	0.389957	0.26109	0.578747
8	0.763835	0.270113	0.340678	0.384636	0.252414	0.577822
9	0.762447	0.275781	0.339984	0.383016	0.252992	0.578747
10	0.762678	0.277979	0.338017	0.380819	0.249637	0.578978
11	0.763372	0.279714	0.339174	0.384983	0.250216	0.578516
12	0.765802	0.281681	0.33848	0.38452	0.247555	0.578516
13	0.76638	0.281796	0.337323	0.382901	0.24663	0.578631
14	0.769735	0.283879	0.337092	0.382091	0.246861	0.578747
15	0.768809	0.285267	0.33686	0.38186	0.244895	0.5784
16	0.770197	0.285383	0.336744	0.382554	0.244895	0.578978
17	0.770776	0.287002	0.336397	0.381975	0.24235	0.5784
18	0.773436	0.288159	0.336282	0.383595	0.243275	0.578747
19	0.771239	0.289084	0.335819	0.382554	0.24154	0.578631
20	0.77494	0.289431	0.335472	0.381281	0.240383	0.5784
21	0.774131	0.289663	0.335125	0.380934	0.24073	0.578631
22	0.77656	0.289316	0.335241	0.382554	0.239805	0.5784
23	0.775866	0.289894	0.335009	0.382322	0.239458	0.578863
24	0.774709	0.289663	0.334778	0.380587	0.238416	0.578747
25	0.778179	0.289894	0.335009	0.381397	0.240152	0.578516
26	0.776213	0.29001	0.334084	0.381744	0.237607	0.578747
27	0.777254	0.289778	0.335125	0.380009	0.239342	0.578284
28	0.775981	0.289663	0.3342	0.381744	0.237954	0.578863
29	0.77737	0.290125	0.334894	0.380009	0.238764	0.578747
30	0.777254	0.289778	0.3342	0.38186	0.237838	0.578516
31	0.777485	0.290125	0.334431	0.379315	0.239689	0.578631
32	0.775981	0.289778	0.3342	0.38024	0.237607	0.5784
33	0.777948	0.289894	0.334662	0.380009	0.239111	0.5784
34	0.776444	0.289894	0.334315	0.380124	0.237722	0.578169
35	0.776675	0.289778	0.333852	0.37943	0.238532	0.578747
36	0.775981	0.289894	0.3342	0.378505	0.237607	0.578516
37	0.756316	0.289778	0.339868	0.384173	0.245126	0.5784
38	0.686561	0.282375	0.349238	0.388338	0.248596	0.578747
39	0.671985	0.227543	0.318583	0.348312	0.223609	0.5725
40	0.779336	0.271617	0.340099	0.375844	0.249175	0.5784
41	0.77737	0.289894	0.342413	0.384867	0.250332	0.579094
42	0.777948	0.289894	0.342066	0.382554	0.247902	0.578978
43	0.776791	0.289547	0.341719	0.384289	0.248712	0.578978
44	0.779105	0.29001	0.341719	0.38186	0.248828	0.578747
45	0.777601	0.289778	0.341487	0.38186	0.24744	0.578863
46	0.777023	0.29001	0.341256	0.384405	0.246283	0.578747
47	0.777948	0.29001	0.341372	0.38186	0.247324	0.578747
48	0.777948	0.289894	0.340909	0.382091	0.246398	0.578863
