0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	1.02955	0.913872	2.46398	0.798192	0.555264	3.16963	0.485856	0.52056
2	6.60533	6.25829	17.2595	4.69661	3.26218	17.7916	3.15806	3.4704
3	8.07446	7.5192	20.9496	3.4357	1.60795	10.4343	2.14008	1.67736
4	3.03082	3.71333	12.1464	4.09507	3.82901	14.7261	2.3483	1.61952
5	8.78011	4.19918	17.861	4.85856	5.73773	20.9612	3.88685	3.12336
6	9.63614	7.21843	21.7131	4.90483	5.67989	20.1862	3.89842	4.17605
7	9.63614	7.23	21.8867	4.90483	5.61048	20.2209	3.73646	4.25702
8	9.64771	7.31098	21.8172	5.22874	5.56421	19.9085	3.70176	4.24546
9	9.63614	7.1953	21.9214	5.06678	5.50637	20.0705	3.66706	4.29173
10	9.63614	7.25314	21.8982	5.21717	5.54107	19.816	3.77117	4.29173
11	9.64771	7.2647	21.8867	5.21717	5.48323	19.8391	3.73646	4.29173
12	9.63614	7.23	21.8982	5.21717	5.47166	19.9664	3.69019	4.3727
13	9.62458	7.2647	21.8635	5.22874	5.4601	19.897	3.63235	4.3727
14	9.5783	7.28784	21.8172	5.22874	5.44853	19.9317	3.66706	4.36114
15	9.55517	7.24157	21.9214	5.21717	5.43696	19.897	3.70176	4.39584
16	9.5436	7.18373	21.9214	5.25187	5.44853	19.7813	3.7596	4.32643
17	9.5436	7.2647	21.8635	5.29814	5.43696	19.7581	3.80587	4.36114
18	9.5436	7.33411	21.7594	5.42539	5.39069	19.654	3.73646	4.3727
19	9.5436	7.24157	21.852	5.39069	5.40226	19.7581	3.7249	4.39584
20	9.55517	7.1953	21.852	5.11306	5.35598	20.2093	3.51667	4.34957
21	9.58987	7.24157	21.8751	4.53466	3.93312	15.2119	2.25576	3.95626
22	9.49733	7.2647	21.8635	5.10149	4.32643	19.0178	2.42928	4.61563
23	9.64771	7.14902	21.7016	5.79557	4.58093	20.2556	3.01925	4.87013
24	9.60144	7.18373	21.7363	5.7493	4.6272	20.4869	2.75318	4.89326
25	9.60144	7.1953	21.771	5.47166	4.67347	20.5795	2.88043	4.8817
26	9.60144	7.20686	21.7594	5.58734	4.71974	20.3828	2.99611	4.93954
27	9.55517	7.2647	21.69	5.61048	4.70818	20.2556	3.01925	4.9511
28	9.58987	7.14902	21.9329	5.64518	4.73131	20.2787	2.96141	4.93954
29	9.58987	7.24157	21.7363	5.63362	4.74288	20.2671	2.97298	4.96267
30	9.56674	7.21843	21.771	5.71459	4.75445	20.163	2.98454	4.98581
31	9.58987	7.1953	21.8172	5.64518	4.75445	20.1862	3.04238	4.96267
32	9.60144	7.2647	21.69	5.43696	4.75445	20.4291	3.01925	4.93954
33	9.60144	7.35725	21.69	5.36755	4.77758	20.2903	3.20434	4.98581
34	9.5783	7.23	21.7363	5.57578	4.76602	20.2093	3.07709	4.9511
35	7.24157	5.80714	20.4869	5.70302	4.76602	20.0473	3.03082	4.9511
36	8.20171	6.14261	20.0126	3.48197	5.13619	11.8456	2.81102	3.86371
37	8.80325	7.10275	22.9278	5.03208	5.79557	17.3867	3.90998	5.19403
38	8.74541	7.11432	22.9972	5.26344	5.79557	18.6592	3.89842	5.27501
39	8.74541	7.14902	22.9509	5.19403	5.7493	18.8558	3.7249	5.19403
40	8.68757	7.10275	22.9278	5.32128	5.76086	18.6823	3.82901	5.1709
41	8.72227	7.17216	22.9162	5.22874	5.7493	18.7633	3.92155	5.15933
42	8.75698	7.17216	22.8468	5.22874	5.71459	18.7517	3.89842	5.10149
43	8.72227	7.25314	22.708	5.19403	5.70302	18.8211	3.84058	5.06678
44	8.74541	7.1953	22.789	5.18246	5.69146	18.9252	3.80587	5.04365
45	6.72101	6.74414	22.3378	5.11306	5.65675	18.9715	3.84058	5.02051
46	7.61174	3.53981	17.4908	5.12462	5.65675	18.9021	3.87528	5.03208
47	9.48576	6.13104	22.3378	5.15933	3.81744	18.9368	3.52824	3.33158
48	9.63614	6.30456	22.3378	4.34957	3.08866	15.2351	2.18635	2.64907
49	9.65928	6.28142	22.6964	5.54107	5.00894	20.2903	3.28531	4.44211
50	9.62458	6.3971	22.5113	5.58734	4.98581	20.3481	3.13493	4.46525
51	9.62458	6.40867	22.5923	5.66832	4.98581	20.0126	3.26218	4.49995
52	9.62458	6.3624	22.7543	5.26344	5.05522	20.4175	3.23904	4.54622
53	9.61301	6.44338	22.6964	5.54107	5.02051	20.1283	3.23904	4.56936
54	9.61301	6.47808	22.627	5.43696	5.04365	20.163	3.29688	4.65034
55	9.63614	6.53592	22.5923	5.48323	5.05522	20.1515	3.26218	4.61563
56	9.58987	6.48965	22.7196	5.40226	5.02051	20.1168	3.29688	4.65034
57	9.5783	6.50122	22.6964	5.39069	5.02051	20.1515	3.29688	4.63877
58	9.5783	6.46651	22.6386	5.36755	5.04365	20.244	3.30845	4.63877
59	9.58987	6.48965	22.627	5.35598	5.03208	20.163	3.26218	4.61563
60	9.58987	6.50122	22.5807	5.37912	4.97424	20.2903	3.29688	4.69661
61	9.5783	6.50122	22.5345	5.32128	5.00894	20.1052	3.44726	4.65034
62	9.56674	6.51278	22.5113	5.30971	4.97424	20.1977	3.33158	4.67347
63	9.62458	6.46651	22.5692	4.87013	3.56294	19.7581	3.45883	4.51152
64	9.61301	6.45494	22.0833	3.64392	3.45883	19.6772	2.64907	4.25702
65	9.64771	6.3277	22.1874	4.5925	4.14134	21.6206	3.1812	4.6619
66	9.64771	6.38554	22.1874	4.6272	4.29173	21.5512	3.15806	4.71974
67	9.64771	6.57062	22.0949	4.67347	4.3727	21.3661	3.2159	4.75445
68	9.63614	6.52435	22.1874	4.65034	4.39584	21.2504	3.2159	4.80072
69	9.65928	6.51278	22.3031	4.48838	4.47682	21.4008	3.28531	4.83542
70	9.64771	6.47808	22.3725	4.43054	4.53466	21.4471	3.1465	4.85856
