0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.498118	0.166926	0.202671	0.226733	0.145063	0.330729
2	0.963614	0.304585	0.346693	0.392271	0.251951	0.5784
3	0.715596	0.306668	0.353865	0.403376	0.257157	0.578631
4	0.69998	0.289084	0.353981	0.396435	0.256347	0.574236
5	0.78084	0.291745	0.34357	0.386371	0.243622	0.581523
6	0.798539	0.293943	0.340909	0.38452	0.241308	0.580714
7	0.78674	0.291167	0.340215	0.383479	0.239805	0.578284
8	0.785236	0.29082	0.339637	0.382207	0.23992	0.578631
9	0.782459	0.290704	0.340215	0.381744	0.242118	0.5784
10	0.783848	0.290588	0.340215	0.382207	0.240846	0.578169
11	0.783269	0.290357	0.340215	0.382438	0.240152	0.5784
12	0.780956	0.290704	0.340562	0.379777	0.242928	0.578516
13	0.781765	0.290241	0.340331	0.382207	0.240961	0.578284
14	0.781881	0.290357	0.340446	0.381744	0.241887	0.578516
15	0.750185	0.290588	0.342066	0.384636	0.241308	0.577937
16	0.772742	0.29082	0.344148	0.390073	0.238764	0.578747
17	0.778179	0.290125	0.347271	0.396667	0.242928	0.578631
18	0.78084	0.290241	0.344495	0.390304	0.242118	0.5784
19	0.780724	0.290125	0.345073	0.392271	0.240267	0.578169
20	0.780146	0.290357	0.344264	0.389726	0.241077	0.578516
21	0.780377	0.290241	0.344495	0.391808	0.241193	0.5784
22	0.744401	0.29267	0.344379	0.391114	0.240383	0.577706
23	0.727859	0.291745	0.345305	0.394584	0.238301	0.564865
24	0.772395	0.288622	0.345883	0.391808	0.242697	0.576549
25	0.775172	0.289663	0.344148	0.393312	0.240152	0.580714
26	0.777948	0.289894	0.343801	0.392849	0.239111	0.58002
27	0.776791	0.29001	0.34357	0.391345	0.237375	0.580945
28	0.779105	0.290241	0.342876	0.391114	0.239342	0.580598
29	0.777832	0.289894	0.342413	0.389842	0.238069	0.580367
30	0.737344	0.289894	0.346462	0.389379	0.240961	0.582217
31	0.769156	0.289316	0.344148	0.390651	0.232864	0.580135
32	0.774593	0.288969	0.341025	0.384867	0.229046	0.578631
33	0.776329	0.289778	0.339984	0.38452	0.228121	0.577937
34	0.778295	0.289778	0.339174	0.383942	0.227543	0.578978
35	0.779336	0.29001	0.338595	0.384058	0.228005	0.5784
36	0.778758	0.289894	0.338364	0.383826	0.227196	0.578169
37	0.779452	0.290241	0.338133	0.383132	0.226964	0.578631
38	0.779105	0.289894	0.338017	0.381744	0.227427	0.5784
39	0.779336	0.290125	0.338133	0.380819	0.227196	0.578284
40	0.779799	0.290241	0.338017	0.380587	0.227543	0.578053
41	0.774015	0.290125	0.33848	0.382207	0.229046	0.578747
42	0.751342	0.29001	0.348428	0.397939	0.229509	0.577822
