0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	0.451152	0.52056	1.29562	0.485856	0.277632	1.79304	0.277632	0.312336
2	3.82901	3.45883	9.71712	2.98454	2.22106	11.6027	2.0244	2.12851
3	8.00506	7.54234	20.9844	5.07835	3.37786	20.672	3.33158	3.62078
4	6.60533	7.23	20.1862	0.682512	0.497424	4.54622	0.705648	1.38816
5	5.86498	2.08224	4.0141	4.03723	1.97813	21.9445	3.04238	3.86371
6	9.63614	6.66317	19.1797	4.6619	2.24419	23.136	3.78274	4.11821
7	9.65928	6.96394	19.8854	4.80072	3.1812	22.6501	3.60922	4.9511
8	9.64771	7.34568	20.3712	4.65034	3.62078	21.7594	3.66706	4.9164
9	9.63614	7.34568	20.7067	4.68504	3.77117	21.6784	3.42413	4.97424
10	9.64771	7.39195	20.9381	4.6272	3.77117	21.3314	3.56294	4.99738
11	9.65928	7.40352	21.0422	4.51152	3.82901	21.2851	3.62078	5.10149
12	9.63614	7.49606	21.0422	4.49995	3.95626	21.2041	3.56294	5.11306
13	9.64771	7.50763	21.262	4.52309	4.06037	21.0538	3.53981	5.19403
14	9.65928	7.50763	21.2157	4.60406	4.14134	20.9959	3.49354	5.19403
15	9.63614	7.56547	21.262	4.54622	4.0835	20.9728	3.5051	5.25187
16	9.64771	7.54234	21.3314	4.58093	4.26859	20.9149	3.45883	5.26344
17	9.64771	7.53077	21.4008	4.56936	4.31486	20.8455	3.52824	5.26344
18	9.64771	7.5539	21.3545	4.54622	4.32643	20.753	3.60922	5.28658
19	9.64771	7.58861	21.3777	4.67347	4.338	20.4869	3.69019	5.30971
20	9.64771	7.58861	21.3545	4.47682	4.36114	21.0422	3.41256	5.29814
21	9.63614	7.57704	21.4124	4.41898	4.41898	20.8918	3.51667	5.29814
22	9.64771	7.58861	21.4124	4.71974	4.41898	20.4869	3.62078	5.33285
23	9.58987	7.57704	21.4124	4.6272	4.3727	20.6952	3.5051	5.28658
24	9.60144	7.5539	21.4586	4.338	4.47682	20.9265	3.62078	5.32128
25	9.58987	7.60018	21.4355	4.75445	4.39584	20.5332	3.48197	5.32128
26	9.5783	7.56547	21.4008	4.48838	4.49995	20.7646	3.65549	5.32128
27	9.5783	7.60018	21.4124	4.5925	4.44211	20.7646	3.41256	5.28658
28	9.60144	7.56547	21.5049	4.68504	4.40741	20.4291	3.70176	5.32128
29	9.5783	7.58861	21.3892	4.40741	4.47682	20.9728	3.41256	5.29814
30	9.5783	7.57704	21.4586	4.81229	3.71333	17.8379	3.15806	3.5051
31	9.63614	7.4845	21.1	5.12462	4.38427	18.4163	2.48712	3.7596
32	9.63614	7.61174	21.1347	5.4601	4.61563	20.591	3.03082	4.56936
33	9.64771	7.41509	21.2736	5.58734	4.69661	20.1168	3.42413	4.61563
34	9.65928	7.47293	21.343	5.63362	4.68504	20.406	3.05395	4.71974
35	9.63614	7.61174	21.2041	5.33285	4.68504	20.6489	2.99611	4.83542
36	9.64771	6.9755	20.6373	4.26859	4.82386	20.082	3.29688	4.70818
37	9.62458	5.56421	20.2671	2.93827	4.89326	20.7183	2.91514	5.03208
38	9.64771	6.72101	22.1296	3.99096	4.9164	21.771	2.99611	5.07835
39	9.67085	6.77885	22.3378	3.88685	4.9511	21.4355	3.42413	5.02051
40	9.62458	6.77885	22.3147	4.00253	4.87013	21.5628	3.23904	5.03208
41	9.64771	6.69787	22.3841	4.09507	4.8817	21.5975	3.03082	5.00894
42	9.62458	6.72101	22.3841	4.02566	4.96267	21.181	3.52824	4.9164
43	9.5783	6.9061	22.1412	4.03723	4.87013	21.7131	3.04238	5.02051
44	9.56674	6.95237	22.118	4.00253	4.92797	21.4008	3.34315	4.9164
45	9.62458	6.69787	22.3147	4.06037	4.98581	21.4933	3.27374	4.9164
46	9.60144	6.72101	22.3725	4.07194	4.8817	21.4702	3.19277	4.97424
47	9.60144	6.91766	22.1527	4.0488	4.92797	21.1463	3.32002	4.58093
48	9.61301	6.9061	22.0949	3.94469	5.1709	12.9446	1.7005	2.74162
49	9.58987	6.81355	22.5692	5.1709	5.5295	18.3121	2.98454	4.55779
50	9.55517	6.99864	22.3262	5.33285	5.61048	20.1515	3.20434	4.61563
51	9.56674	6.9061	22.2915	5.33285	5.59891	20.1283	3.13493	4.60406
52	9.60144	6.85982	22.3031	5.27501	5.55264	20.163	3.1812	4.5925
