0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
1	6.30456	6.1079	15.9407	4.43054	2.62594	15.5705	2.37144	3.16963
2	8.14387	7.58861	20.8224	2.84573	2.26733	12.3199	1.49227	2.74162
3	4.36114	3.04238	10.5732	3.96782	5.13619	13.7312	1.53854	3.55138
4	5.77243	6.42024	15.3623	5.36755	5.73773	20.7414	2.00126	5.11306
5	9.45106	8.65286	21.5165	5.47166	5.65675	20.8224	2.23262	4.92797
6	9.33538	8.56032	22.789	5.34442	5.65675	20.3712	2.40614	4.89326
7	9.05774	8.03976	21.8404	5.29814	5.62205	20.2556	2.53339	4.85856
8	8.97677	7.93565	21.7941	5.12462	5.59891	20.4175	2.69534	4.87013
9	9.08088	7.91251	21.7478	5.34442	5.5295	20.1977	2.68378	4.85856
10	9.11558	7.90094	21.69	4.93954	4.23389	18.9252	2.55653	4.40741
11	9.12715	7.81997	21.609	4.82386	2.93827	16.9356	2.99611	4.51152
12	9.18499	7.85467	21.6206	5.44853	4.51152	19.735	3.26218	5.64518
13	9.18499	7.75056	21.7016	5.41382	4.53466	19.6425	3.36629	5.61048
14	9.20813	7.81997	21.5628	5.39069	4.55779	19.7119	3.42413	5.59891
15	9.2544	7.7737	21.6669	5.44853	4.52309	19.654	3.36629	5.56421
16	7.02178	6.00379	17.2363	5.28658	4.53466	19.8623	3.28531	5.54107
17	8.84952	6.95237	20.7299	5.40226	4.32643	19.226	3.45883	4.93954
18	9.38165	7.12589	22.118	5.07835	4.32643	15.6746	2.59123	3.81744
19	9.5089	7.17216	22.0949	5.96909	4.9164	19.3533	3.58608	4.82386
20	9.53203	7.14902	22.0949	5.84184	4.89326	19.4342	3.5051	4.89326
21	9.5436	7.21843	22.0023	5.86498	4.92797	19.3995	3.51667	4.89326
22	9.56674	7.20686	22.0486	5.87654	4.96267	19.2144	3.69019	4.87013
23	9.56674	7.24157	21.9676	5.72616	4.97424	19.5384	3.52824	4.8817
24	9.5783	7.2647	21.9098	5.83027	4.92797	19.307	3.60922	4.90483
