0	-nan	-nan	-nan	-nan	-nan	-nan
1	0.0467347	0.0158482	0.0244085	0.0259123	0.0175834	0.0366706
2	0.130487	0.0421075	0.0691766	0.0732254	0.0506678	0.102724
3	0.516743	0.177222	0.247555	0.267105	0.179304	0.388338
4	0.961764	0.304932	0.345189	0.386718	0.252992	0.5784
5	0.778179	0.308287	0.341025	0.384983	0.253455	0.578863
6	0.646883	0.283069	0.319045	0.354097	0.241193	0.571575
7	0.738385	0.255421	0.33339	0.359418	0.251835	0.578284
8	0.760249	0.274046	0.336513	0.364623	0.25438	0.578631
9	0.7621	0.275318	0.337439	0.36659	0.252529	0.578747
10	0.761753	0.278442	0.33605	0.368325	0.252182	0.579325
11	0.764066	0.278557	0.336166	0.366243	0.252298	0.578863
12	0.76638	0.282722	0.335356	0.369251	0.251141	0.578978
13	0.765223	0.281565	0.334662	0.366706	0.249753	0.579325
14	0.767884	0.282606	0.335125	0.367862	0.247787	0.578978
15	0.768115	0.284457	0.333737	0.367978	0.246977	0.578631
16	0.769272	0.28573	0.333274	0.368672	0.247092	0.579441
17	0.770545	0.286192	0.33339	0.36659	0.244895	0.579094
18	0.769966	0.286077	0.332349	0.367053	0.244432	0.578747
19	0.773668	0.288043	0.332464	0.367747	0.244779	0.57921
20	0.772164	0.2892	0.332349	0.366821	0.245242	0.578747
21	0.773784	0.289547	0.331308	0.3674	0.23992	0.578863
22	0.775287	0.289778	0.331423	0.366937	0.242118	0.578978
23	0.775287	0.289663	0.331423	0.366359	0.242928	0.579325
24	0.774709	0.289778	0.330729	0.369019	0.238301	0.579094
25	0.775634	0.289778	0.331423	0.364161	0.242928	0.579094
26	0.776213	0.29001	0.330498	0.369482	0.240036	0.578863
27	0.776675	0.29001	0.330729	0.363004	0.240267	0.57921
28	0.775981	0.289894	0.331076	0.371101	0.240152	0.578978
29	0.776097	0.29001	0.331423	0.363004	0.239689	0.579094
30	0.778064	0.290125	0.330729	0.370407	0.241771	0.578284
31	0.775634	0.289894	0.331076	0.365433	0.238532	0.579325
32	0.776213	0.289778	0.331076	0.367631	0.24235	0.578978
33	0.77656	0.289894	0.331423	0.3674	0.237722	0.578516
34	0.774825	0.289778	0.331076	0.365896	0.239689	0.578516
35	0.77737	0.289778	0.331423	0.370176	0.241077	0.578516
36	0.774709	0.29001	0.331539	0.3674	0.238416	0.578978
37	0.775634	0.289778	0.331655	0.367284	0.241424	0.578516
38	0.776791	0.289894	0.33177	0.369135	0.241424	0.577822
39	0.77575	0.289894	0.331192	0.367862	0.237375	0.57921
40	0.724851	0.289778	0.333621	0.37249	0.244432	0.578053
41	0.74683	0.289084	0.336976	0.371796	0.246977	0.579672
42	0.764645	0.288275	0.337786	0.37515	0.244779	0.578516
